accuracy,precision,recall,f1,roc_auc,brier_score,log_loss,ece
0.9464831804281345,0.9679715302491103,0.9696969696969697,0.968833481745325,0.9812163379525808,0.04888742277348804,0.19396581222578654,0.047057671040131956
