group,track_id,first_frame,last_frame,observed_frames,expected_frames,missing_frames,coverage,transitions,transition_sequence,mean_movement,max_movement,mean_iou,min_iou,low_iou_count,suspicious
zm4_7,2,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.13668042024541294,0.7071067811865476,0.9963280168303132,0.96484375,0,False
zm4_7,3,1,97,97,97,0,1.0,0,,0.04967353743745185,2.0615528128088303,0.9984241230396883,0.9344909234411997,0,False
zm4_7,4,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.27772745445162567,11.715374513859981,0.9905937986046971,0.6767151767151767,0,False
zm4_7,5,1,97,97,97,0,1.0,0,,0.052083333333333336,0.5,0.9983231667907347,0.9811320754716981,0,False
zm4_7,6,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.10111569563735988,1.5,0.9972134647699727,0.9620253164556962,0,False
zm4_7,7,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.041666666666666664,0.5,0.9988900963046344,0.9836065573770492,0,False
zm4_7,8,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.17230605484530323,3.0413812651491097,0.9951000747894628,0.8799126637554585,0,False
zm4_7,9,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.033407362304026536,0.7071067811865476,0.99877588209957,0.9726836471022517,0,False
zm4_7,10,1,97,97,97,0,1.0,0,,0.041666666666666664,0.5,0.998561274198052,0.9807692307692307,0,False
zm4_8,1,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.0720230579413864,0.7071067811865476,0.9977381691875236,0.9722222222222222,0,False
zm4_8,2,1,97,97,97,0,1.0,0,,0.041666666666666664,0.5,0.9988098110450102,0.984375,0,False
zm4_8,3,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.07418042024541295,0.7071067811865476,0.9977433597230415,0.9716326530612245,0,False
zm4_8,4,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.05424069563735987,0.7071067811865476,0.9985553474135157,0.9736570247933884,0,False
zm4_8,5,1,97,97,97,0,1.0,0,,0.033407362304026536,0.7071067811865476,0.9990663362440916,0.974017094017094,0,False
zm4_8,6,1,97,97,97,0,1.0,0,,0.03861569563735987,0.7071067811865476,0.9989041255713045,0.9733928571428572,0,False
zm4_8,7,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.06465736230402654,1.0,0.9982597803338344,0.9739993157714677,0,False
zm4_8,8,1,97,97,97,0,1.0,0,,0.03125,0.5,0.9992272912565635,0.987012987012987,0,False
zm4_8,9,1,97,97,97,0,1.0,0,,0.052083333333333336,0.5,0.9987252256316138,0.9861111111111112,0,False
zm4_8,10,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.052083333333333336,0.5,0.9987278242584529,0.9838709677419355,0,False
zm4_9,1,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.9464562776810231,15.532224567009067,0.971335986796671,0.6097794822627037,0,False
zm4_9,2,1,97,97,97,0,1.0,0,,0.8009166449115698,7.5,0.9792049104442594,0.7345360824742269,0,False
zm4_9,3,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.2619820993736759,1.118033988749895,0.9938832611223146,0.9634480295273247,0,False
zm4_9,4,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.1939720869120796,1.5,0.9951819089644621,0.9629629629629629,0,False
zm4_9,5,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.49888460653116845,2.0,0.9899773985564259,0.9537037037037037,0,False
zm4_9,6,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.7084207051156022,30.083217912982647,0.984538747219479,0.48081032566886056,0,False
zm4_9,7,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.5638572641774745,2.1213203435596424,0.986661062962515,0.9509870660313138,0,False
zm4_9,8,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.6911008487316873,27.663152387246107,0.9841333663845814,0.4018720994257846,0,False
zm5_1,1,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.30922449317068207,1.5811388300841898,0.9911131811725516,0.9591064989886553,0,False
zm5_1,2,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.1384192251174035,1.5811388300841898,0.995616135081976,0.9468045112781955,0,False
zm5_1,3,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.08980542024541294,1.4142135623730951,0.9972388550069562,0.929664508534432,0,False
zm5_1,4,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.5662749262842209,4.0,0.9853826636840816,0.8781297134238311,0,False
zm5_1,5,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.14663453303210258,3.0413812651491097,0.9961211808124456,0.9251510240165022,0,False
zm5_1,6,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.34807787445231925,2.9154759474226504,0.9925368318214239,0.9024098444710306,0,False
zm5_1,7,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.598730450156452,3.0,0.9882568213040487,0.9325842696629213,0,False
zm5_1,8,1,97,97,97,0,1.0,0,,0.11627814175738284,3.0413812651491097,0.9968359544722283,0.9091182214210606,0,False
zm5_1,9,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.19092111588277283,2.5,0.9936215293521157,0.927536231884058,0,False
zm5_1,10,1,97,97,97,0,1.0,0,,0.12410639127471974,1.4142135623730951,0.9961807511954383,0.9453636013851482,0,False
zm5_10,1,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.1414701961467103,2.5,0.9954322594221366,0.9056063048540212,0,False
zm5_10,2,1,97,97,97,0,1.0,0,,0.08397092445246075,2.23606797749979,0.9974408481592341,0.924187725631769,0,False
zm5_10,3,1,97,97,97,0,1.0,0,,0.07418042024541295,1.4142135623730951,0.9978061440462772,0.946058091286307,0,False
zm5_10,4,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.26737685296975355,2.5,0.9918109911872834,0.9345983787767134,0,False
zm5_10,5,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.6615174177123161,4.743416490252569,0.9830157340012092,0.8847926267281107,0,False
zm5_10,6,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.3460618617527384,2.9154759474226504,0.9911877637201781,0.927881173944166,0,False
zm5_10,7,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.3506609407666789,2.5,0.9889176316551612,0.9115634621963736,0,False
zm5_10,8,1,97,97,97,0,1.0,0,,0.07849514485346602,3.5355339059327378,0.9977488317711205,0.8865650478553704,0,False
zm5_10,9,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.630008246086437,2.5,0.9840125521767614,0.9347066396910061,0,False
zm5_10,10,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.32625345480556683,3.0413812651491097,0.991467922165881,0.9133790737564322,0,False
zm5_11,1,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.3105708921905998,1.4142135623730951,0.9902259056323048,0.9501262626262627,0,False
zm5_11,2,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.13858176494328664,1.118033988749895,0.9955227711264055,0.9498395721925134,0,False
zm5_11,3,1,97,97,97,0,1.0,0,,0.045981391274719736,0.7071067811865476,0.9986770088891418,0.975,0,False
zm5_11,4,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.1544627825494395,0.7071067811865476,0.996064951129755,0.9753424657534246,0,False
zm5_11,5,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.46546504736048183,1.5811388300841898,0.9897573262191641,0.9618347338935574,0,False
zm5_11,6,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.2721173833346429,1.8027756377319946,0.9916657112506903,0.926829268292683,0,False
zm5_11,7,1,97,97,97,0,1.0,0,,0.14278236230402655,2.0,0.9962116251920082,0.9493670886075949,0,False
zm5_11,8,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.615209323906211,1.5811388300841898,0.9865506226965285,0.9498094027954257,0,False
zm5_11,9,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.26904611588277283,0.7071067811865476,0.9942419492389877,0.9746712128592304,0,False
zm5_11,10,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.057291666666666664,2.0,0.9984780802130304,0.9523809523809523,0,False
zm5_12,1,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.09497952071614474,1.118033988749895,0.9972989664455927,0.9571607815020613,0,False
zm5_12,2,1,97,97,97,0,1.0,0,,0.028199028970693204,0.7071067811865476,0.9992785973147417,0.9752400960384153,0,False
zm5_12,3,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.09196278254943947,2.8284271247461903,0.9974417958042537,0.9014084507042254,0,False
zm5_12,4,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.07630354968683795,1.118033988749895,0.997834074141236,0.9604204302841189,0,False
zm5_12,5,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.09590736230402654,1.0,0.9978632657202806,0.9775223499361431,0,False
zm5_12,6,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.052083333333333336,0.5,0.9986878767308457,0.9846153846153847,0,False
zm5_12,7,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.0625,0.5,0.9982936562856141,0.984375,0,False
zm5_12,8,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.2838574015422042,1.4142135623730951,0.992896398807437,0.9614704842700601,0,False
zm5_12,9,1,97,97,97,0,1.0,0,,0.09196278254943947,0.7071067811865476,0.9972289990445976,0.9732062578672901,0,False
zm5_12,10,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.14188875357874628,0.7071067811865476,0.9962462519858208,0.974451359318703,0,False
zm5_2,1,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.29554293087008826,10.295630140987,0.9903611249392141,0.6856269113149847,0,False
zm5_2,2,1,97,97,97,0,1.0,0,,0.026041666666666668,0.5,0.9992999249249249,0.9864864864864865,0,False
zm5_2,3,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.05241924532419781,1.4142135623730951,0.9982386178910295,0.9432534678436317,0,False
zm5_2,4,1,97,97,97,0,1.0,0,,0.07418042024541295,0.7071067811865476,0.9979040111209737,0.9738165423963933,0,False
zm5_2,5,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.38073826695622265,1.4142135623730951,0.989012787054032,0.9602397602397602,0,False
zm5_2,6,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.3498241789470871,1.4142135623730951,0.9910214597813111,0.9626380275298745,0,False
zm5_2,7,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.1929260722593562,2.5495097567963922,0.9930829388380457,0.9396551724137931,0,False
zm5_2,8,1,97,97,97,0,1.0,0,,0.10543042024541294,3.5,0.9968190588279295,0.8985507246376812,0,False
zm5_2,9,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.25125696360164956,1.8027756377319946,0.9923451309274568,0.9346476816356335,0,False
zm5_2,10,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.24828696311377985,2.692582403567252,0.993358514483622,0.9350202786104743,0,False
zm5_3,1,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.15781543270700923,1.118033988749895,0.9948039896831199,0.9602546787574764,0,False
zm5_3,2,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.18021419874735178,1.5,0.9944844842449388,0.9590786571918647,0,False
zm5_3,3,1,97,97,97,0,1.0,0,,0.053312854049478074,1.118033988749895,0.9982531554932758,0.954983922829582,0,False
zm5_3,4,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.5541299340401817,1.8027756377319946,0.9875374958337737,0.9480597916352106,0,False
zm5_3,5,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.40971987250546266,4.5,0.9909080476047815,0.9217391304347826,0,False
zm5_3,6,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.18529422511740354,2.0,0.9957794175842549,0.9611471861471862,0,False
zm5_3,7,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.24573176987189507,2.23606797749979,0.9936711836479737,0.9378571428571428,0,False
zm5_3,8,1,97,97,97,0,1.0,0,,0.07507402897069321,0.7071067811865476,0.9982364828766966,0.976536312849162,0,False
zm5_3,9,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.24155314375641013,3.0,0.9908810077152942,0.9120429557657888,0,False
zm5_3,10,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.2854275681549816,3.1622776601683795,0.9928395016485081,0.9065892451401162,0,False
zm5_4,1,1,97,97,97,0,1.0,1,zm_im -> zm_el,0.08549069563735988,0.7071067811865476,0.9973759230776036,0.9514285714285714,0,False
