group,track_id,frame,iou
zm1_1,2,43,1.0
zm1_1,2,44,1.0
zm1_1,2,45,1.0
zm1_1,2,46,1.0
zm1_1,2,47,1.0
zm1_1,2,48,1.0
zm1_1,2,49,1.0
zm1_1,2,50,1.0
zm1_1,2,51,1.0
zm1_1,2,52,1.0
zm1_1,2,53,1.0
zm1_1,2,54,1.0
zm1_1,2,55,1.0
zm1_1,2,56,1.0
zm1_1,2,57,1.0
zm1_1,2,58,1.0
zm1_1,2,59,1.0
zm1_1,2,60,1.0
zm1_1,2,61,1.0
zm1_1,2,62,1.0
zm1_1,2,63,1.0
zm1_1,2,64,1.0
zm1_1,2,65,1.0
zm1_1,2,66,1.0
zm1_1,2,67,1.0
zm1_1,2,68,1.0
zm1_1,2,69,1.0
zm1_1,2,70,1.0
zm1_1,2,71,1.0
zm1_1,2,72,1.0
zm1_1,2,73,1.0
zm1_1,2,74,1.0
zm1_1,2,75,1.0
zm1_1,2,76,1.0
zm1_1,2,77,1.0
zm1_1,2,78,1.0
zm1_1,2,79,1.0
zm1_1,2,80,1.0
zm1_1,2,81,1.0
zm1_1,2,82,1.0
zm1_1,2,83,1.0
zm1_1,2,84,1.0
zm1_1,2,85,1.0
zm1_1,2,86,1.0
zm1_1,2,87,1.0
zm1_1,2,88,1.0
zm1_1,2,89,1.0
zm1_1,2,90,1.0
zm1_1,2,91,1.0
zm1_1,2,92,1.0
zm1_1,2,93,1.0
zm1_1,2,94,1.0
zm1_1,2,95,1.0
zm1_1,2,96,1.0
zm1_1,2,97,1.0
zm1_1,3,2,0.9859154929577465
zm1_1,3,3,1.0
zm1_1,3,4,0.9861111111111112
zm1_1,3,5,1.0
zm1_1,3,6,1.0
zm1_1,3,7,0.9863013698630136
zm1_1,3,8,0.989247311827957
zm1_1,3,9,1.0
zm1_1,3,10,0.9864864864864865
zm1_1,3,11,1.0
zm1_1,3,12,0.9866666666666667
zm1_1,3,13,1.0
zm1_1,3,14,1.0
zm1_1,3,15,0.9763437849944009
zm1_1,3,16,1.0
zm1_1,3,17,1.0
zm1_1,3,18,1.0
zm1_1,3,19,1.0
zm1_1,3,20,1.0
zm1_1,3,21,1.0
zm1_1,3,22,1.0
zm1_1,3,23,1.0
zm1_1,3,24,1.0
zm1_1,3,25,1.0
zm1_1,3,26,1.0
zm1_1,3,27,1.0
zm1_1,3,28,1.0
zm1_1,3,29,1.0
zm1_1,3,30,1.0
zm1_1,3,31,1.0
zm1_1,3,32,1.0
zm1_1,3,33,1.0
zm1_1,3,34,1.0
zm1_1,3,35,1.0
zm1_1,3,36,1.0
zm1_1,3,37,1.0
zm1_1,3,38,1.0
zm1_1,3,39,1.0
zm1_1,3,40,0.9868421052631579
zm1_1,3,41,1.0
zm1_1,3,42,1.0
zm1_1,3,43,1.0
zm1_1,3,44,1.0
zm1_1,3,45,1.0
zm1_1,3,46,1.0
zm1_1,3,47,1.0
zm1_1,3,48,1.0
zm1_1,3,49,1.0
zm1_1,3,50,1.0
zm1_1,3,51,1.0
zm1_1,3,52,1.0
zm1_1,3,53,1.0
zm1_1,3,54,1.0
zm1_1,3,55,1.0
zm1_1,3,56,1.0
zm1_1,3,57,1.0
zm1_1,3,58,1.0
zm1_1,3,59,0.9893617021276596
zm1_1,3,60,1.0
zm1_1,3,61,1.0
zm1_1,3,62,1.0
zm1_1,3,63,1.0
zm1_1,3,64,1.0
zm1_1,3,65,1.0
zm1_1,3,66,1.0
zm1_1,3,67,1.0
zm1_1,3,68,1.0
zm1_1,3,69,1.0
zm1_1,3,70,1.0
zm1_1,3,71,1.0
zm1_1,3,72,1.0
zm1_1,3,73,1.0
zm1_1,3,74,0.9893617021276596
zm1_1,3,75,0.9894736842105263
zm1_1,3,76,0.9895833333333334
zm1_1,3,77,0.9896907216494846
zm1_1,3,78,0.9897959183673469
zm1_1,3,79,0.98989898989899
zm1_1,3,80,0.99
zm1_1,3,81,0.9900990099009901
zm1_1,3,82,0.9901960784313726
zm1_1,3,83,0.9807692307692307
zm1_1,3,84,0.9904761904761905
zm1_1,3,85,0.9905660377358491
zm1_1,3,86,0.9776536312849162
zm1_1,3,87,0.9777337951509154
zm1_1,3,88,0.9778079151769202
zm1_1,3,89,0.959398137090996
zm1_1,3,90,0.969212962962963
zm1_1,3,91,0.9492419248516809
zm1_1,3,92,0.9704659345345986
zm1_1,3,93,0.9625410509031199
zm1_1,3,94,0.9633217993079585
zm1_1,3,95,0.9720353642129541
zm1_1,3,96,0.9645902855024101
zm1_1,3,97,0.9729437229437229
zm1_1,4,2,1.0
zm1_1,4,3,0.9866666666666667
zm1_1,4,4,1.0
zm1_1,4,5,1.0
zm1_1,4,6,1.0
zm1_1,4,7,1.0
zm1_1,4,8,0.9868421052631579
zm1_1,4,9,0.987012987012987
zm1_1,4,10,1.0
zm1_1,4,11,1.0
zm1_1,4,12,1.0
zm1_1,4,13,1.0
zm1_1,4,14,1.0
zm1_1,4,15,1.0
zm1_1,4,16,0.9871794871794872
zm1_1,4,17,1.0
zm1_1,4,18,1.0
zm1_1,4,19,1.0
zm1_1,4,20,1.0
zm1_1,4,21,1.0
zm1_1,4,22,1.0
zm1_1,4,23,1.0
zm1_1,4,24,1.0
zm1_1,4,25,1.0
zm1_1,4,26,1.0
zm1_1,4,27,0.9895833333333334
zm1_1,4,28,1.0
zm1_1,4,29,1.0
zm1_1,4,30,1.0
zm1_1,4,31,1.0
zm1_1,4,32,1.0
zm1_1,4,33,1.0
zm1_1,4,34,1.0
zm1_1,4,35,1.0
zm1_1,4,36,1.0
zm1_1,4,37,1.0
zm1_1,4,38,1.0
zm1_1,4,39,1.0
zm1_1,4,40,1.0
zm1_1,4,41,1.0
zm1_1,4,42,1.0
zm1_1,4,43,1.0
zm1_1,4,44,1.0
zm1_1,4,45,1.0
zm1_1,4,46,1.0
zm1_1,4,47,0.9896907216494846
zm1_1,4,48,1.0
zm1_1,4,49,1.0
zm1_1,4,50,1.0
zm1_1,4,51,1.0
zm1_1,4,52,1.0
zm1_1,4,53,1.0
zm1_1,4,54,1.0
zm1_1,4,55,1.0
zm1_1,4,56,1.0
zm1_1,4,57,1.0
zm1_1,4,58,1.0
zm1_1,4,59,1.0
zm1_1,4,60,1.0
zm1_1,4,61,1.0
zm1_1,4,62,1.0
zm1_1,4,63,1.0
zm1_1,4,64,1.0
zm1_1,4,65,1.0
zm1_1,4,66,1.0
zm1_1,4,67,0.9897959183673469
zm1_1,4,68,1.0
zm1_1,4,69,1.0
zm1_1,4,70,1.0
zm1_1,4,71,1.0
zm1_1,4,72,1.0
zm1_1,4,73,1.0
zm1_1,4,74,1.0
zm1_1,4,75,1.0
zm1_1,4,76,1.0
zm1_1,4,77,1.0
zm1_1,4,78,1.0
zm1_1,4,79,1.0
zm1_1,4,80,1.0
zm1_1,4,81,1.0
zm1_1,4,82,1.0
zm1_1,4,83,1.0
zm1_1,4,84,1.0
zm1_1,4,85,1.0
zm1_1,4,86,1.0
zm1_1,4,87,1.0
zm1_1,4,88,0.98989898989899
zm1_1,4,89,0.99
zm1_1,4,90,0.9900990099009901
zm1_1,4,91,0.9901960784313726
zm1_1,4,92,0.9902912621359223
zm1_1,4,93,0.9903846153846154
zm1_1,4,94,0.9779385171790235
zm1_1,4,95,0.9905660377358491
zm1_1,4,96,0.9906542056074766
zm1_1,4,97,0.9907407407407407
zm1_1,5,2,0.9882352941176471
zm1_1,5,3,1.0
zm1_1,5,4,0.9855072463768116
zm1_1,5,5,1.0
zm1_1,5,6,0.9857142857142858
zm1_1,5,7,0.9883720930232558
zm1_1,5,8,0.9885057471264368
zm1_1,5,9,1.0
zm1_1,5,10,0.9859154929577465
zm1_1,5,11,0.9886363636363636
zm1_1,5,12,1.0
zm1_1,5,13,1.0
zm1_1,5,14,1.0
zm1_1,5,15,0.9861111111111112
zm1_1,5,16,1.0
zm1_1,5,17,1.0
zm1_1,5,18,1.0
zm1_1,5,19,0.9887640449438202
zm1_1,5,20,1.0
zm1_1,5,21,1.0
zm1_1,5,22,0.9863013698630136
zm1_1,5,23,1.0
zm1_1,5,24,1.0
zm1_1,5,25,1.0
zm1_1,5,26,1.0
zm1_1,5,27,1.0
zm1_1,5,28,1.0
zm1_1,5,29,0.9864864864864865
zm1_1,5,30,1.0
zm1_1,5,31,1.0
zm1_1,5,32,1.0
zm1_1,5,33,0.9888888888888889
zm1_1,5,34,1.0
zm1_1,5,35,1.0
zm1_1,5,36,1.0
zm1_1,5,37,1.0
zm1_1,5,38,1.0
zm1_1,5,39,1.0
zm1_1,5,40,1.0
zm1_1,5,41,1.0
zm1_1,5,42,1.0
zm1_1,5,43,1.0
zm1_1,5,44,0.989010989010989
zm1_1,5,45,1.0
zm1_1,5,46,1.0
zm1_1,5,47,1.0
zm1_1,5,48,1.0
zm1_1,5,49,1.0
zm1_1,5,50,1.0
zm1_1,5,51,1.0
zm1_1,5,52,0.9891304347826086
zm1_1,5,53,1.0
zm1_1,5,54,1.0
zm1_1,5,55,1.0
zm1_1,5,56,1.0
zm1_1,5,57,1.0
zm1_1,5,58,1.0
zm1_1,5,59,0.989247311827957
zm1_1,5,60,1.0
zm1_1,5,61,1.0
zm1_1,5,62,1.0
zm1_1,5,63,1.0
zm1_1,5,64,1.0
zm1_1,5,65,1.0
zm1_1,5,66,1.0
zm1_1,5,67,0.9893617021276596
zm1_1,5,68,1.0
zm1_1,5,69,1.0
zm1_1,5,70,1.0
zm1_1,5,71,1.0
zm1_1,5,72,1.0
zm1_1,5,73,1.0
zm1_1,5,74,1.0
zm1_1,5,75,0.9894736842105263
zm1_1,5,76,1.0
zm1_1,5,77,1.0
zm1_1,5,78,1.0
zm1_1,5,79,1.0
zm1_1,5,80,1.0
zm1_1,5,81,1.0
zm1_1,5,82,0.9895833333333334
zm1_1,5,83,1.0
zm1_1,5,84,1.0
zm1_1,5,85,1.0
zm1_1,5,86,1.0
zm1_1,5,87,1.0
zm1_1,5,88,1.0
zm1_1,5,89,0.9764948453608248
zm1_1,5,90,1.0
zm1_1,5,91,1.0
zm1_1,5,92,0.9897959183673469
zm1_1,5,93,1.0
zm1_1,5,94,0.98989898989899
zm1_1,5,95,1.0
zm1_1,5,96,1.0
zm1_1,5,97,0.99
zm1_1,6,2,1.0
zm1_1,6,3,0.9876543209876543
zm1_1,6,4,0.9766803840877915
zm1_1,6,5,0.9888888888888889
zm1_1,6,6,1.0
zm1_1,6,7,0.9649003930071826
zm1_1,6,8,1.0
zm1_1,6,9,1.0
zm1_1,6,10,0.989010989010989
zm1_1,6,11,1.0
zm1_1,6,12,1.0
zm1_1,6,13,1.0
zm1_1,6,14,0.9891304347826086
zm1_1,6,15,1.0
zm1_1,6,16,1.0
zm1_1,6,17,1.0
zm1_1,6,18,1.0
zm1_1,6,19,0.989247311827957
zm1_1,6,20,0.9876543209876543
zm1_1,6,21,1.0
zm1_1,6,22,1.0
zm1_1,6,23,1.0
zm1_1,6,24,0.9893617021276596
zm1_1,6,25,1.0
zm1_1,6,26,1.0
zm1_1,6,27,1.0
zm1_1,6,28,1.0
zm1_1,6,29,1.0
zm1_1,6,30,1.0
zm1_1,6,31,1.0
zm1_1,6,32,1.0
zm1_1,6,33,1.0
zm1_1,6,34,1.0
zm1_1,6,35,1.0
zm1_1,6,36,1.0
zm1_1,6,37,1.0
zm1_1,6,38,1.0
zm1_1,6,39,1.0
zm1_1,6,40,1.0
zm1_1,6,41,1.0
zm1_1,6,42,1.0
zm1_1,6,43,1.0
zm1_1,6,44,1.0
zm1_1,6,45,1.0
zm1_1,6,46,1.0
zm1_1,6,47,1.0
zm1_1,6,48,1.0
zm1_1,6,49,1.0
zm1_1,6,50,1.0
zm1_1,6,51,1.0
zm1_1,6,52,1.0
zm1_1,6,53,1.0
zm1_1,6,54,1.0
zm1_1,6,55,1.0
zm1_1,6,56,1.0
zm1_1,6,57,1.0
zm1_1,6,58,1.0
zm1_1,6,59,1.0
zm1_1,6,60,1.0
zm1_1,6,61,1.0
zm1_1,6,62,1.0
zm1_1,6,63,1.0
zm1_1,6,64,1.0
zm1_1,6,65,1.0
zm1_1,6,66,1.0
zm1_1,6,67,1.0
zm1_1,6,68,1.0
zm1_1,6,69,1.0
zm1_1,6,70,1.0
zm1_1,6,71,1.0
zm1_1,6,72,1.0
zm1_1,6,73,1.0
zm1_1,6,74,1.0
zm1_1,6,75,1.0
zm1_1,6,76,1.0
zm1_1,6,77,1.0
zm1_1,6,78,1.0
zm1_1,6,79,1.0
zm1_1,6,80,1.0
zm1_1,6,81,1.0
zm1_1,6,82,1.0
zm1_1,6,83,1.0
zm1_1,6,84,1.0
zm1_1,6,85,1.0
zm1_1,6,86,1.0
zm1_1,6,87,1.0
zm1_1,6,88,1.0
zm1_1,6,89,1.0
zm1_1,6,90,1.0
zm1_1,6,91,1.0
zm1_1,6,92,1.0
zm1_1,6,93,1.0
zm1_1,6,94,1.0
zm1_1,6,95,1.0
zm1_1,6,96,1.0
zm1_1,6,97,1.0
zm1_1,7,2,1.0
zm1_1,7,3,0.9746774964166268
zm1_1,7,4,1.0
zm1_1,7,5,1.0
zm1_1,7,6,1.0
zm1_1,7,7,1.0
zm1_1,7,8,0.9857142857142858
zm1_1,7,9,1.0
zm1_1,7,10,1.0
zm1_1,7,11,1.0
zm1_1,7,12,0.9891304347826086
zm1_1,7,13,0.9859154929577465
zm1_1,7,14,0.989247311827957
zm1_1,7,15,0.9861111111111112
zm1_1,7,16,1.0
zm1_1,7,17,1.0
zm1_1,7,18,1.0
zm1_1,7,19,1.0
zm1_1,7,20,1.0
zm1_1,7,21,1.0
zm1_1,7,22,1.0
zm1_1,7,23,1.0
zm1_1,7,24,1.0
zm1_1,7,25,1.0
zm1_1,7,26,1.0
zm1_1,7,27,1.0
zm1_1,7,28,1.0
zm1_1,7,29,1.0
zm1_1,7,30,0.9893617021276596
zm1_1,7,31,1.0
zm1_1,7,32,1.0
zm1_1,7,33,1.0
zm1_1,7,34,1.0
zm1_1,7,35,1.0
zm1_1,7,36,1.0
zm1_1,7,37,1.0
zm1_1,7,38,1.0
zm1_1,7,39,1.0
zm1_1,7,40,1.0
zm1_1,7,41,1.0
zm1_1,7,42,1.0
zm1_1,7,43,1.0
zm1_1,7,44,1.0
zm1_1,7,45,1.0
zm1_1,7,46,1.0
zm1_1,7,47,1.0
zm1_1,7,48,1.0
zm1_1,7,49,1.0
zm1_1,7,50,1.0
zm1_1,7,51,0.9894736842105263
zm1_1,7,52,1.0
zm1_1,7,53,1.0
zm1_1,7,54,0.9863013698630136
zm1_1,7,55,1.0
zm1_1,7,56,1.0
zm1_1,7,57,1.0
zm1_1,7,58,1.0
zm1_1,7,59,1.0
zm1_1,7,60,1.0
zm1_1,7,61,1.0
zm1_1,7,62,1.0
zm1_1,7,63,1.0
zm1_1,7,64,1.0
zm1_1,7,65,1.0
zm1_1,7,66,1.0
zm1_1,7,67,1.0
zm1_1,7,68,1.0
zm1_1,7,69,1.0
zm1_1,7,70,1.0
zm1_1,7,71,1.0
zm1_1,7,72,1.0
zm1_1,7,73,0.9895833333333334
zm1_1,7,74,1.0
zm1_1,7,75,1.0
zm1_1,7,76,1.0
zm1_1,7,77,1.0
zm1_1,7,78,1.0
zm1_1,7,79,1.0
zm1_1,7,80,1.0
zm1_1,7,81,1.0
zm1_1,7,82,1.0
zm1_1,7,83,1.0
zm1_1,7,84,1.0
zm1_1,7,85,1.0
zm1_1,7,86,1.0
zm1_1,7,87,1.0
zm1_1,7,88,1.0
zm1_1,7,89,1.0
zm1_1,7,90,1.0
zm1_1,7,91,0.9795918367346939
zm1_1,7,92,0.98
zm1_1,7,93,1.0
zm1_1,7,94,0.9541478929234031
zm1_1,7,95,0.9807692307692307
zm1_1,7,96,0.9904761904761905
zm1_1,7,97,0.9813084112149533
zm1_1,8,2,1.0
zm1_1,8,3,0.9848484848484849
zm1_1,8,4,0.9878048780487805
zm1_1,8,5,0.9878048780487805
zm1_1,8,6,0.9848484848484849
zm1_1,8,7,1.0
zm1_1,8,8,1.0
zm1_1,8,9,0.9878048780487805
zm1_1,8,10,0.9850746268656716
zm1_1,8,11,1.0
zm1_1,8,12,0.9878048780487805
zm1_1,8,13,0.9850746268656716
zm1_1,8,14,0.9878048780487805
zm1_1,8,15,1.0
zm1_1,8,16,1.0
zm1_1,8,17,1.0
zm1_1,8,18,1.0
zm1_1,8,19,1.0
zm1_1,8,20,1.0
zm1_1,8,21,1.0
zm1_1,8,22,1.0
zm1_1,8,23,1.0
zm1_1,8,24,1.0
zm1_1,8,25,1.0
zm1_1,8,26,1.0
zm1_1,8,27,1.0
zm1_1,8,28,1.0
zm1_1,8,29,1.0
zm1_1,8,30,1.0
zm1_1,8,31,1.0
zm1_1,8,32,1.0
zm1_1,8,33,1.0
zm1_1,8,34,1.0
zm1_1,8,35,1.0
zm1_1,8,36,1.0
zm1_1,8,37,1.0
zm1_1,8,38,1.0
zm1_1,8,39,1.0
zm1_1,8,40,1.0
zm1_1,8,41,1.0
zm1_1,8,42,1.0
zm1_1,8,43,1.0
zm1_1,8,44,1.0
zm1_1,8,45,1.0
zm1_1,8,46,1.0
zm1_1,8,47,1.0
zm1_1,8,48,1.0
zm1_1,8,49,1.0
zm1_1,8,50,1.0
zm1_1,8,51,1.0
zm1_1,8,52,1.0
zm1_1,8,53,1.0
zm1_1,8,54,1.0
zm1_1,8,55,1.0
zm1_1,8,56,1.0
zm1_1,8,57,1.0
zm1_1,8,58,1.0
zm1_1,8,59,1.0
zm1_1,8,60,1.0
zm1_1,8,61,1.0
zm1_1,8,62,1.0
zm1_1,8,63,1.0
zm1_1,8,64,1.0
zm1_1,8,65,1.0
zm1_1,8,66,1.0
zm1_1,8,67,1.0
zm1_1,8,68,1.0
zm1_1,8,69,1.0
zm1_1,8,70,1.0
zm1_1,8,71,1.0
zm1_1,8,72,1.0
zm1_1,8,73,1.0
zm1_1,8,74,1.0
zm1_1,8,75,1.0
zm1_1,8,76,1.0
zm1_1,8,77,1.0
zm1_1,8,78,1.0
zm1_1,8,79,1.0
zm1_1,8,80,1.0
zm1_1,8,81,1.0
zm1_1,8,82,1.0
zm1_1,8,83,1.0
zm1_1,8,84,1.0
zm1_1,8,85,1.0
zm1_1,8,86,1.0
zm1_1,8,87,1.0
zm1_1,8,88,1.0
zm1_1,8,89,1.0
zm1_1,8,90,1.0
zm1_1,8,91,1.0
zm1_1,8,92,1.0
zm1_1,8,93,1.0
zm1_1,8,94,1.0
zm1_1,8,95,1.0
zm1_1,8,96,1.0
zm1_1,8,97,1.0
zm1_1,9,2,1.0
zm1_1,9,3,0.9882352941176471
zm1_1,9,4,0.9841269841269841
zm1_1,9,5,1.0
zm1_1,9,6,0.9883720930232558
zm1_1,9,7,1.0
zm1_1,9,8,0.9885057471264368
zm1_1,9,9,1.0
zm1_1,9,10,0.9886363636363636
zm1_1,9,11,0.984375
zm1_1,9,12,1.0
zm1_1,9,13,1.0
zm1_1,9,14,1.0
zm1_1,9,15,1.0
zm1_1,9,16,1.0
zm1_1,9,17,1.0
zm1_1,9,18,1.0
zm1_1,9,19,1.0
zm1_1,9,20,1.0
zm1_1,9,21,1.0
zm1_1,9,22,1.0
zm1_1,9,23,1.0
zm1_1,9,24,0.9887640449438202
zm1_1,9,25,1.0
zm1_1,9,26,1.0
zm1_1,9,27,1.0
zm1_1,9,28,1.0
zm1_1,9,29,1.0
zm1_1,9,30,1.0
zm1_1,9,31,1.0
zm1_1,9,32,1.0
zm1_1,9,33,1.0
zm1_1,9,34,1.0
zm1_1,9,35,1.0
zm1_1,9,36,1.0
zm1_1,9,37,1.0
zm1_1,9,38,1.0
zm1_1,9,39,1.0
zm1_1,9,40,1.0
zm1_1,9,41,1.0
zm1_1,9,42,1.0
zm1_1,9,43,1.0
zm1_1,9,44,1.0
zm1_1,9,45,1.0
zm1_1,9,46,1.0
zm1_1,9,47,1.0
zm1_1,9,48,1.0
zm1_1,9,49,0.9888888888888889
zm1_1,9,50,1.0
zm1_1,9,51,1.0
zm1_1,9,52,1.0
zm1_1,9,53,1.0
zm1_1,9,54,1.0
zm1_1,9,55,1.0
zm1_1,9,56,1.0
zm1_1,9,57,1.0
zm1_1,9,58,1.0
zm1_1,9,59,1.0
zm1_1,9,60,1.0
zm1_1,9,61,1.0
zm1_1,9,62,1.0
zm1_1,9,63,1.0
zm1_1,9,64,1.0
zm1_1,9,65,1.0
zm1_1,9,66,1.0
zm1_1,9,67,1.0
zm1_1,9,68,1.0
zm1_1,9,69,1.0
zm1_1,9,70,1.0
zm1_1,9,71,1.0
zm1_1,9,72,1.0
zm1_1,9,73,1.0
zm1_1,9,74,1.0
zm1_1,9,75,0.9782608695652174
zm1_1,9,76,0.9787234042553191
zm1_1,9,77,0.9791666666666666
zm1_1,9,78,0.9795918367346939
zm1_1,9,79,0.98
zm1_1,9,80,0.9505129752564876
zm1_1,9,81,0.9807692307692307
zm1_1,9,82,0.9719626168224299
zm1_1,9,83,0.9727272727272728
zm1_1,9,84,0.9821428571428571
zm1_1,9,85,0.9739130434782609
zm1_1,9,86,0.9829059829059829
zm1_1,9,87,0.9831932773109243
zm1_1,9,88,0.9525953721075673
zm1_1,9,89,0.984
zm1_1,9,90,0.9474113805970149
zm1_1,9,91,0.9846153846153847
zm1_1,9,92,0.9630694383016365
zm1_1,9,93,0.9851851851851852
zm1_1,9,94,0.9854014598540146
zm1_1,9,95,0.9575495939973275
zm1_1,9,96,1.0
zm1_1,9,97,1.0
zm1_1,10,2,0.9876543209876543
zm1_1,10,3,1.0
zm1_1,10,4,0.975609756097561
zm1_1,10,5,0.9878048780487805
zm1_1,10,6,0.9876543209876543
zm1_1,10,7,0.9879518072289156
zm1_1,10,8,1.0
zm1_1,10,9,0.975609756097561
zm1_1,10,10,0.9880952380952381
zm1_1,10,11,1.0
zm1_1,10,12,1.0
zm1_1,10,13,0.9882352941176471
zm1_1,10,14,1.0
zm1_1,10,15,1.0
zm1_1,10,16,1.0
zm1_1,10,17,0.9878048780487805
zm1_1,10,18,0.9883720930232558
zm1_1,10,19,1.0
zm1_1,10,20,1.0
zm1_1,10,21,1.0
zm1_1,10,22,1.0
zm1_1,10,23,1.0
zm1_1,10,24,1.0
zm1_1,10,25,1.0
zm1_1,10,26,1.0
zm1_1,10,27,0.9885057471264368
zm1_1,10,28,1.0
zm1_1,10,29,0.9879518072289156
zm1_1,10,30,1.0
zm1_1,10,31,1.0
zm1_1,10,32,0.9768668831168831
zm1_1,10,33,1.0
zm1_1,10,34,1.0
zm1_1,10,35,1.0
zm1_1,10,36,0.9886363636363636
zm1_1,10,37,0.9886363636363636
zm1_1,10,38,1.0
zm1_1,10,39,1.0
zm1_1,10,40,1.0
zm1_1,10,41,0.9887640449438202
zm1_1,10,42,1.0
zm1_1,10,43,1.0
zm1_1,10,44,1.0
zm1_1,10,45,1.0
zm1_1,10,46,0.9888888888888889
zm1_1,10,47,1.0
zm1_1,10,48,0.9773826644005752
zm1_1,10,49,0.9883720930232558
zm1_1,10,50,1.0
zm1_1,10,51,0.9775223499361431
zm1_1,10,52,0.9886363636363636
zm1_1,10,53,1.0
zm1_1,10,54,0.9778998626545137
zm1_1,10,55,0.9779012345679012
zm1_1,10,56,1.0
zm1_1,10,57,0.989010989010989
zm1_1,10,58,0.9891304347826086
zm1_1,10,59,0.989247311827957
zm1_1,10,60,0.9784895955108721
zm1_1,10,61,0.9787185354691076
zm1_1,10,62,0.9895833333333334
zm1_1,10,63,0.9896907216494846
zm1_1,10,64,0.9488569909622541
zm1_1,10,65,0.9596938775510204
zm1_1,10,66,0.9606901284187824
zm1_1,10,67,0.961632730015083
zm1_1,10,68,0.962526086562018
zm1_1,10,69,0.9363636363636364
zm1_1,10,70,0.9553571428571429
zm1_1,10,71,0.9316394434361767
zm1_1,10,72,0.957983193277311
zm1_1,10,73,0.942896174863388
