,mean_movement,median_movement,max_movement,movement_std,std_center_x,std_center_y,range_center_x,range_center_y,max_center_x,max_center_y,mean_width,std_width,min_width,max_width,width_change,mean_height,std_height,min_height,max_height,height_change,mean_area,std_area,min_area,max_area,area_change,mean_iou,std_iou,min_iou,class_transition_count,pg_el_count,observed_pg_el,first_pg_el_frame,last_pg_el_frame,longest_pg_el_run,early_mean_width,early_mean_height,early_mean_area,early_pg_el_count,middle_mean_width,middle_mean_height,middle_mean_area,middle_pg_el_count,late_mean_width,late_mean_height,late_mean_area,late_pg_el_count
last_pg_el_frame,0.47095148599037706,0.3587465253620321,0.14689888371500479,0.37010099354463727,0.32123256661762073,0.3121254348227234,0.3358280412182561,0.32103937953700484,0.04583369638643433,0.05141131838218237,0.35466740158924065,0.35164975872986887,0.07452603283776038,0.36659216808577466,0.3647548962498188,0.35364547370707533,0.35833410330708293,0.004018574252774451,0.3657061466017042,0.36783476122886666,0.33730749223126094,0.32872049675082776,0.072377053846908,0.3283173225682229,0.3320739308584519,-0.5609897264710237,0.39323039628175294,-0.13561316809782276,0.6408479849309519,0.8752066447644917,0.9999999999999997,0.6209382488857174,1.0,0.8749782784799545,0.12320164917116869,0.06470209544156308,0.11569075837597302,0.3598885592578273,0.30310110097117954,0.29276443320986395,0.3176238840105016,0.8007274232005234,0.353298219588341,0.3582317831563556,0.3327896002850864,0.975741747245518
longest_pg_el_run,0.6356124355247815,0.5368457687921488,0.2023958033493132,0.4771071928241476,0.4541052487963855,0.4541883569718155,0.4688588884196898,0.46122278074893974,0.06178645202683317,0.05808735737811549,0.5022379871481288,0.49526026994413974,0.0886888852719606,0.5060478747551626,0.5040424149655457,0.5051712591278831,0.5072165843637126,0.008785524066527483,0.5117577532462598,0.5140370814610753,0.5011734024305403,0.4864985567392784,0.08320157615470494,0.4822665439939654,0.48825448114005315,-0.7111507993386758,0.45545469523919496,-0.16972318369482883,0.5406697434016297,0.9999022135313544,0.8749782784799547,0.16434918232428283,0.8749782784799545,1.0,0.13538196433476252,0.06909599993955882,0.125778637210931,0.6681226626148717,0.44520222370495754,0.43655418883152153,0.48578637458048524,0.96053900270095,0.5006008967808123,0.5095173389687964,0.49435658661919407,0.9141131123983144
early_mean_width,0.1592848054632211,0.10109339290037662,0.1352040253498944,0.1712897079531017,0.14996850801282016,0.060048385437895355,0.14623228187585224,0.060725863067356986,-0.05211574487531058,-0.03612313375992722,0.3433204236335883,0.10852693150183515,0.9454347687222006,0.17175844721197608,0.09509093630688875,0.07479995190797399,0.08764943199002104,0.039095747722113994,0.08450131332331517,0.06951671837303848,0.1885441011934372,0.12533002012766928,0.6998955064029884,0.13122665085255208,0.10555143940276512,-0.12941849455066898,0.08818244880977498,-0.03190490615616916,0.10057899101650779,0.13524803210259734,0.12320164917116859,0.03159486710997721,0.12320164917116869,0.13538196433476252,1.0,0.09416241693312473,0.7407415223868233,0.01798348582643062,0.5155465336096704,0.014336973929749452,0.2662590460105449,0.15331557639012425,0.2025874242360214,0.07946489097157192,0.1465878750821609,0.1416674503081728
early_mean_height,0.11307476200648701,0.08114870960269954,0.06869148794043059,0.11120903881554849,0.0705639166204988,0.11271522145405122,0.07969409892329737,0.10756973530168253,0.03577484695469835,0.009371714439706934,0.08478684336988725,0.07685175167780009,0.04103865979003524,0.07012922846127392,0.0649713401373903,0.31189839895107907,0.07898840754592712,0.9396371348009473,0.149330058279103,0.08175799353837465,0.1742369371689032,0.1013744325373259,0.6818386110278127,0.1075310229726581,0.09454950191580566,-0.05406147229119393,-0.046574354222042896,0.07711158297117983,0.050852061451791504,0.06930588803265608,0.06470209544156283,0.020116637361996863,0.06470209544156308,0.06909599993955882,0.09416241693312473,1.0,0.7350859667816906,0.047847875840994855,0.0676016601764421,0.44872678106130265,0.277078463309587,0.06380820917137528,0.07903913298217463,0.1729672885069523,0.12909376003174386,0.0653882106693009
early_mean_area,0.1762634179953397,0.11635743785024065,0.13894422692706043,0.1875901988384034,0.14489336041590348,0.10995013146979477,0.14782146865096515,0.10727701915657574,-0.014206781596786353,-0.011445660009665834,0.2836246582064585,0.11964584188697693,0.6657581836422344,0.15756821790218722,0.10211697383136716,0.2519327235510187,0.10495153192004218,0.6559490045602233,0.15041398236367037,0.094788604098411,0.23837040453046293,0.14691407738733192,0.9335952188863034,0.15541406003588618,0.1292100873011303,-0.11530205216645192,0.02812171148257681,0.026735970089410716,0.09470732069922198,0.12580168424316648,0.11569075837597291,0.0320713760027874,0.11569075837597302,0.125778637210931,0.7407415223868233,0.7350859667816906,1.0,0.03709332094343613,0.38843628481989234,0.30296757359488646,0.359566225890376,0.13438699766710988,0.18450423720529166,0.16188568366640807,0.17957273489849143,0.12844173871601072
early_pg_el_count,0.5570541412017808,0.5489489011142541,0.1851660284718782,0.38407881926449466,0.43623368996903406,0.45099231444617177,0.4344659968592675,0.44533608786321954,0.08134640219587033,0.03798136081332432,0.4716719940451686,0.468251249383844,-0.021564671368329145,0.4527320513963565,0.4580806414664471,0.4904334008296066,0.4735955527541236,0.012013844472783006,0.46851698548985954,0.4710932487787585,0.5156972828619578,0.49361740400667947,-0.0039643377113725555,0.48128389146468936,0.4914016425500567,-0.5529959919014764,0.32231108602115216,-0.15833454131167854,0.20626505332804312,0.668345239105322,0.3598885592578271,-0.34862286386942987,0.3598885592578273,0.6681226626148717,0.01798348582643062,0.047847875840994855,0.03709332094343613,1.0,0.44992565023190306,0.47505846133778806,0.5404126208600385,0.5486525383980326,0.4738994144473915,0.4838426590304902,0.506678417765941,0.382508992878358
middle_mean_width,0.6562633575815289,0.6542404274448694,0.22951415047157114,0.4719745276713004,0.7083234393092707,0.3719700220514479,0.6759876483779024,0.3716485155044396,0.07464457416611732,0.04918968317163585,0.9016575809908427,0.7536027822534549,0.49992144748353584,0.7388662655799508,0.6951523224925896,0.4060465063417125,0.41212850772045967,0.023250104341344762,0.4141003089691548,0.4017342488565862,0.739638614856992,0.6831364195259408,0.3697288787183447,0.6595788558757868,0.6347495928747291,-0.5867917081270998,0.33546062000475024,-0.16374376411305208,0.1582027608031624,0.44440169503858057,0.30310110097117876,-0.10081911529246358,0.30310110097117954,0.44520222370495754,0.5155465336096704,0.0676016601764421,0.38843628481989234,0.44992565023190306,1.0,0.34841957830658177,0.790680699071827,0.41767228003797596,0.8255299947007815,0.40893351735700856,0.7111357631801677,0.3255136778971215
middle_mean_height,0.6281798577736522,0.6224454278281482,0.17837813910777647,0.4244527033235598,0.4222805977881886,0.6572473957302291,0.42923664526334465,0.6205690508799018,0.04006544109531014,0.03061102645899603,0.40210759671855373,0.41608218946888054,-0.023711190634362844,0.4131799426527381,0.41370867263582406,0.8898236146448097,0.7336676482030361,0.4208400571352581,0.7110995349827846,0.6834414306612395,0.7265987558374215,0.6575140360131998,0.2718250332502607,0.6237606156449884,0.6207268574154988,-0.5629381935742312,0.25359437633373305,-0.0931002488986037,0.16746313063403634,0.4364200714584616,0.2927644332098636,-0.109308352795663,0.29276443320986395,0.43655418883152153,0.014336973929749452,0.44872678106130265,0.30296757359488646,0.47505846133778806,0.34841957830658177,1.0,0.8270699628899669,0.4021504302825287,0.4121097165783177,0.8068177881305909,0.6946743763070168,0.30851849956548066
middle_mean_area,0.7515078439602042,0.7527114883257315,0.23114316702642035,0.5179752642261876,0.6714457576829633,0.6240962003077569,0.653666395996091,0.5940221581368079,0.0665891408315108,0.05544526936246338,0.7645063837845579,0.6925106554500727,0.23754639882119274,0.6763049065025145,0.6502899678514517,0.7812203171342639,0.6895741865131022,0.23726699351543107,0.6679851719821621,0.6439866899167622,0.9004023890741566,0.8229779066396034,0.3320705338093993,0.7798214543120205,0.7592345245258553,-0.6619372500771703,0.3426637716204601,-0.1571318560872431,0.1707393336988867,0.4852422756973381,0.3176238840105011,-0.13739688889536245,0.3176238840105016,0.48578637458048524,0.2662590460105449,0.277078463309587,0.359566225890376,0.5404126208600385,0.790680699071827,0.8270699628899669,1.0,0.44503665963344313,0.7302175303166671,0.7328563999749178,0.8649698110148881,0.3380360174289651
middle_pg_el_count,0.6132647338762672,0.5101207353477245,0.19584778746459672,0.46688837290955004,0.430508641562984,0.4318605334750999,0.44923454145132646,0.4419756190427779,0.047026963441378515,0.0640884918167051,0.4802779360897789,0.4724485673079426,0.11807278171161666,0.4892713092191347,0.485041002644752,0.48171568203937604,0.4896608068517202,0.009032644634479264,0.4955268496141606,0.4971164597885409,0.4725082317228432,0.4614952732701277,0.10385805039853908,0.45955082231510724,0.4636404741900774,-0.6937098878819146,0.43945196389418373,-0.1572895061504217,0.5012359039590117,0.9604512538391488,0.8007274232005224,0.07660578940505816,0.8007274232005234,0.96053900270095,0.15331557639012425,0.06380820917137528,0.13438699766710988,0.5486525383980326,0.41767228003797596,0.4021504302825287,0.44503665963344313,1.0,0.4781426810856059,0.48959001069999614,0.46726973730685045,0.8510563404686854
late_mean_width,0.8161187057627555,0.7821645128612476,0.29459953385410353,0.6193346069114369,0.906047419342416,0.40791317595302956,0.9026355721401659,0.4151669264130819,0.1284586352979708,0.06931386439198407,0.9858353244353785,0.9908718974096539,0.18664940064310187,0.9698161997569278,0.9542728258038126,0.4572466488771589,0.4531816926055012,0.050636593858624374,0.46206006900887764,0.4518755223888304,0.8324176990300279,0.8274700438463035,0.1706846524924285,0.8083905208485536,0.7951639163143222,-0.7537230745175422,0.459200690318353,-0.23227484931831113,0.1786449606383865,0.4998148845063365,0.3532982195883409,-0.08771251846101999,0.353298219588341,0.5006008967808123,0.2025874242360214,0.07903913298217463,0.18450423720529166,0.4738994144473915,0.8255299947007815,0.4121097165783177,0.7302175303166671,0.4781426810856059,1.0,0.45528326071217984,0.8328235516960186,0.3762162447468858
late_mean_height,0.792992017099782,0.73482720518402,0.23039081343127793,0.5755666692708308,0.45279038101874425,0.8922964283005471,0.45933911951887524,0.8889607252853063,0.056759081442447804,0.0655021481822281,0.45392893038693005,0.4539687812514962,0.054064621713651,0.4590131416173663,0.4517409691618065,0.9844727342752277,0.9908766951604322,0.14843986163761805,0.9713293423740352,0.9630038811883127,0.8194705016962122,0.810551715483795,0.14330149041616175,0.784565849445426,0.7829053981088365,-0.7416585553703632,0.3848438351077633,-0.1584490484746828,0.19815639197763166,0.5093075348049895,0.3582317831563553,-0.09368585887124205,0.3582317831563556,0.5095173389687964,0.07946489097157192,0.1729672885069523,0.16188568366640807,0.4838426590304902,0.40893351735700856,0.8068177881305909,0.7328563999749178,0.48959001069999614,0.45528326071217984,1.0,0.8186943374886678,0.3802917814131608
late_mean_area,0.8843731296319398,0.8371759652048065,0.2927011710405365,0.6606763047858976,0.7838556333249652,0.7341626965559023,0.7794692055771315,0.7297494590640248,0.10835880434878134,0.07134257500654471,0.823592366181722,0.8260098172735891,0.12758738388235305,0.8110352821950926,0.7883028485583374,0.8118257863599756,0.8121305174948665,0.10304720575296276,0.8003920254190462,0.7843450448685152,0.9965680650059753,0.9946546101540966,0.16366574642366746,0.962206084374677,0.9383595526649688,-0.7971656991780878,0.46015222497717695,-0.23331226069467403,0.170318631505336,0.49378320738893605,0.3327896002850871,-0.11995161590211417,0.3327896002850864,0.49435658661919407,0.1465878750821609,0.12909376003174386,0.17957273489849143,0.506678417765941,0.7111357631801677,0.6946743763070168,0.8649698110148881,0.46726973730685045,0.8328235516960186,0.8186943374886678,1.0,0.35430251124453394
late_pg_el_count,0.49851538618950014,0.3827556448041977,0.15375136752846966,0.3874293070768975,0.3408818034332044,0.3319211757898082,0.3564376773919291,0.34120709216695577,0.0465618952202279,0.04584064390637047,0.37904700926739304,0.3732497621827273,0.09364181695376862,0.38989657473249667,0.3866241385786773,0.3746954500396214,0.38089427315730323,0.004271157697831617,0.388297008564969,0.39036223574068935,0.35928335377243387,0.34989263774654467,0.08598743874183154,0.34951990467713895,0.3531632975000969,-0.5914253137176498,0.4027516415580759,-0.13453844135046103,0.6257274621211818,0.9143022708167812,0.97574174724552,0.5080643499335399,0.975741747245518,0.9141131123983144,0.1416674503081728,0.0653882106693009,0.12844173871601072,0.382508992878358,0.3255136778971215,0.30851849956548066,0.3380360174289651,0.8510563404686854,0.3762162447468858,0.3802917814131608,0.35430251124453394,1.0
