mean_movement,median_movement,max_movement,movement_std,std_center_x,std_center_y,range_center_x,range_center_y,max_center_x,max_center_y,mean_width,std_width,min_width,max_width,width_change,mean_height,std_height,min_height,max_height,height_change,mean_area,std_area,min_area,max_area,area_change,mean_iou,std_iou,min_iou,early_mean_width,early_mean_height,early_mean_area,middle_mean_width,middle_mean_height,middle_mean_area,late_mean_width,late_mean_height,late_mean_area,group,track_id
1.2173229104909522,0.7071067811865476,3.5355339059327378,1.2236386714469691,12.226593329314156,22.59535597407753,41.0,83.5,372.5,501.5,63.824742268041234,27.716536546427484,39.0,131.0,92.0,71.3298969072165,52.98837095712986,34.0,210.0,176.0,5941.886597938144,6829.410439115726,1326.0,27510.0,26184.0,0.962538616179625,0.03999641920737207,0.8232869654817104,39.125,34.1875,1337.8125,53.8125,40.96875,2314.46875,97.48484848484848,136.78787878787878,13923.939393939394,pg1_1,0
0.12089115911941656,0.0,3.605551275463989,0.42813782163391095,1.0906173824230179,1.377243963600762,3.0,5.5,245.0,410.0,48.09278350515464,0.8504998436553748,47.0,52.0,-5.0,43.25773195876289,2.006578616099276,38.0,45.0,5.0,2080.237113402062,100.45953929302344,1824.0,2205.0,35.0,0.9933224118427774,0.023578492229154157,0.8032332563510393,48.125,40.8125,1964.0,48.6875,43.90625,2138.125,47.484848484848484,45.0,2136.818181818182,pg1_1,1
0.07112944921610614,0.0,2.8284271247461903,0.33094400551686476,0.45267007010515764,0.8650277048587741,3.0,5.0,201.0,251.0,37.628865979381445,0.722532596615886,36.0,38.0,2.0,36.06185567010309,0.24089322568140042,36.0,37.0,0.0,1356.9278350515465,25.542060490020866,1296.0,1369.0,72.0,0.9957240515511847,0.021648689512564715,0.8050139275766016,36.875,36.1875,1334.4375,38.0,36.0,1368.0,38.0,36.0,1368.0,pg1_1,2
0.04856539229342063,0.0,3.1622776601683795,0.3310899716663929,0.6060154751197364,0.30302965890101186,2.5,3.0,440.0,210.5,45.94845360824742,1.160973054560189,44.0,47.0,3.0,41.0,0.0,41.0,41.0,0.0,1883.8865979381444,47.59989523696775,1804.0,1927.0,123.0,0.9975262806582187,0.01782378132697416,0.8277608915906788,44.46875,41.0,1823.21875,46.34375,41.0,1900.09375,47.0,41.0,1927.0,pg1_1,3
0.02904422511740351,0.0,1.5811388300841898,0.18168819349092621,0.34968063105456965,0.24860114539768027,1.5,2.0,448.0,402.5,44.670103092783506,0.6993612621091393,42.0,45.0,3.0,34.876288659793815,0.3592010595914298,33.0,35.0,2.0,1558.1546391752577,38.91713115113643,1386.0,1575.0,189.0,0.9981327650875523,0.01209416684759886,0.8936170212765957,44.0,34.625,1523.9375,45.0,35.0,1575.0,45.0,35.0,1575.0,pg1_1,4
0.04382402897069321,0.0,1.5,0.19272248048625737,0.17033723342121965,0.21526405173011445,0.5,1.5,492.5,329.5,41.24742268041237,1.103237296632721,39.0,42.0,3.0,36.422680412371136,1.0535658796735023,33.0,37.0,4.0,1503.381443298969,80.01513301444265,1287.0,1554.0,267.0,0.997483583321998,0.011271624124245969,0.9142857142857143,39.75,35.25,1401.71875,41.96875,37.0,1552.84375,42.0,37.0,1554.0,pg1_1,5
0.046283070402982684,0.0,2.23606797749979,0.2509223865276656,0.4727678139298185,0.36251445304159263,2.5,3.0,387.5,358.0,41.329896907216494,0.47017543303057235,41.0,42.0,1.0,37.27835051546392,0.44818690967596203,37.0,38.0,0.0,1540.7731958762886,29.117432039059718,1517.0,1596.0,38.0,0.9972474475020087,0.01560480405413946,0.8591885441527446,41.53125,37.375,1552.03125,41.0,37.0,1517.0,41.45454545454545,37.45454545454545,1552.909090909091,pg1_1,6
0.10407425764015565,0.0,4.242640687119285,0.5372594490219014,0.3624411511597309,0.6561189541913128,3.5,6.0,353.5,282.0,41.04123711340206,0.8605623404003796,39.0,44.0,5.0,35.628865979381445,0.8412017376835196,32.0,36.0,0.0,1462.020618556701,37.56231369240539,1326.0,1496.0,170.0,0.9932266508661586,0.035530979083683106,0.7265625,40.5625,35.375,1435.375,41.0,36.0,1476.0,41.54545454545455,35.515151515151516,1474.3030303030303,pg1_1,7
0.1875985563895859,0.0,4.6097722286464435,0.5647773440101949,1.4649879925306943,0.8067957192213763,8.0,5.0,261.0,243.0,43.855670103092784,2.1870739795898446,40.0,47.0,6.0,44.01030927835052,1.6714389464678578,38.0,46.0,8.0,1933.4845360824743,165.78542294755042,1520.0,2162.0,596.0,0.9905267254579865,0.032126138358627716,0.7286652078774617,41.40625,42.375,1755.25,43.875,43.71875,1919.25,46.21212121212121,45.878787878787875,2120.121212121212,pg1_1,8
0.9828939695804128,1.0,4.242640687119285,1.0308080703485938,4.999202827300755,18.394569499038226,22.0,64.0,339.5,259.5,68.0,29.26241035516067,39.0,125.0,83.0,79.4639175257732,40.79975284331601,45.0,183.0,138.0,6552.257731958763,6014.303693109925,1872.0,22875.0,20985.0,0.9659182614826965,0.04564830134791071,0.7647058823529411,42.5625,45.84375,1951.03125,56.375,62.25,3732.0,103.93939393939394,128.75757575757575,13748.848484848484,pg1_1,9
