group,track_id,total_frames,mean_match_cost,max_match_cost,mean_center_distance,max_center_distance,mean_iou,min_iou,suspicious,suspicion_reason
zm2_8,1,97,0.003929040488518867,0.0184260366826156,0.0006804494096394989,0.0033037705333474,0.9900378617935622,0.9503303713830028,False,
zm2_8,2,97,0.003567220222587905,0.0148600535815002,0.0005692263245841134,0.0017917211358171,0.9908650768239764,0.9591346153846154,False,
zm2_8,3,97,0.0014035867747488773,0.0122847222222222,0.00021819830130164226,0.0016025641025641,0.9963949774888491,0.9663888888888889,False,
zm2_8,4,97,0.0017255680237149124,0.0126931179775281,0.000238141249708767,0.0011331839442092,0.9955120679674165,0.9652220438737292,False,
zm2_8,5,97,0.0066539220763480655,0.0489631120467027,0.0009749025993928649,0.0080527849528212,0.9827993274664494,0.8750605662075172,False,
zm2_8,6,97,0.0005340545189057732,0.0093118871680916,8.602806603863093e-05,0.0011331839442092,0.998633896354341,0.9754990925589836,False,
zm2_8,7,97,0.0014569157943516164,0.010294854021214,0.00024298022041345567,0.0011331839442092,0.9962886324254774,0.9726906158357772,False,
zm2_8,8,97,0.0008399183297274774,0.0166666666666666,0.00011564895585513608,0.0032051282051282,0.9978150099759381,0.9583333333333334,False,
zm2_8,9,97,0.001836020813103133,0.0148271426956128,0.00027460547752377316,0.0016025641025641,0.9952642078493923,0.9591248303934872,False,
zm2_9,1,97,0.00040657474254658454,0.010324704836738,6.124614692681649e-05,0.0011331839442092,0.998952100722731,0.9726053277914226,False,
zm2_9,2,97,0.001296881664168605,0.0140608375637035,0.00017884517528971545,0.0017917211358171,0.9966267648564848,0.962092731829574,False,
zm2_9,3,97,0.0006505432946878227,0.0096562682333945,8.602806603863093e-05,0.0011331839442092,0.9983010712806779,0.9745151466581184,False,
zm2_9,4,97,0.004468199149648478,0.0157785087719298,0.0006496394785870278,0.0017917211358171,0.9884401900326659,0.9578947368421052,False,
zm2_9,5,97,0.004875235233275502,0.0168317889165015,0.0007281206864255804,0.0022663678884184,0.9874229806082889,0.9561181434599156,False,
zm2_9,6,97,0.0013135985645308609,0.0138372569224265,0.0001837384407804495,0.0011331839442092,0.9965880897770755,0.9619530754597336,False,
zm2_9,7,97,0.0007010980206550113,0.0090839320777651,0.00011080998515044535,0.0011331839442092,0.9982026527705508,0.9761503928170596,False,
zm2_9,8,97,0.002297484112289637,0.0230650979054993,0.00037670015769755363,0.0033037705333474,0.9941353456863251,0.9402352941176472,False,
zm2_9,9,97,0.006701482857091257,0.1664214368179923,0.0009069022470068309,0.0248913855240529,0.9825371531527518,0.570737039350406,False,
zm2_9,10,97,0.0010000182402720133,0.0078651685393258,0.0001486915146708866,0.000801282051282,0.997418946412183,0.9775280898876404,False,
zm3_1,1,97,0.0004711451747806011,0.0100450802020338,6.124614692681649e-05,0.0011331839442092,0.998767613773491,0.973404255319149,False,
zm3_1,2,97,0.0008326584215789835,0.0094169124908639,0.0001190706248543835,0.0011331839442092,0.9978421070987896,0.9751990202082056,False,
zm3_1,3,97,0.0016478376272512205,0.018298245614035,0.00021335933059695258,0.0011331839442092,0.9956881312503909,0.947719298245614,False,
zm3_1,4,97,0.001157676902185633,0.0151338204981805,0.0001409636457692732,0.0017917211358171,0.9969541413358983,0.960087994971716,False,
zm3_1,5,97,0.0019347838237562403,0.0101886655011655,0.00033384725715677625,0.0016025641025641,0.9950920482668448,0.9723776223776224,False,
zm3_1,6,97,0.0020506870819280132,0.0299051565794134,0.0002954753658744835,0.0040857528153788,0.9946896340168296,0.922144522144522,False,
zm3_1,7,97,0.0014099233587376546,0.005126096491228,0.00023129791171026804,0.000801282051282,0.9964012008110685,0.986842105263158,False,
zm3_1,8,97,0.0006228527826826588,0.0057447139303482,9.912767644725773e-05,0.000801282051282,0.998404514877166,0.9850746268656716,False,
zm3_1,9,97,0.0004627712775186907,0.0083333333333333,6.608511763150515e-05,0.000801282051282,0.9988005258541194,0.9761904761904762,False,
zm3_10,1,97,0.0037062814995249527,0.1471504410387556,0.0005761199313127061,0.0275715553430853,0.9904805613023666,0.6307744855264281,False,
zm3_10,2,97,0.0023408331618632126,0.0145032051282051,0.00032817805033501956,0.0016025641025641,0.9939213787738701,0.9615384615384616,False,
zm3_10,3,97,0.0020331725119563868,0.0120963541666666,0.0002931311242254557,0.0011331839442092,0.9947353220536862,0.9669270833333332,False,
zm3_10,4,97,0.0023007997470890565,0.0175077498176513,0.0002780271465230196,0.0016025641025641,0.9939426225661455,0.9529540481400438,False,
zm3_10,5,97,0.002690437661542531,0.0146318710068296,0.0003825808592633371,0.0016025641025641,0.993023542562796,0.959682749504296,False,
zm3_10,6,97,0.0017936027136770981,0.0138356150074534,0.0002605670414259825,0.0017917211358171,0.9953593310378566,0.9637971535166504,False,
zm3_10,7,97,0.0010063410674057299,0.0174383580964998,0.0001375419767700237,0.0017917211358171,0.9973801749071279,0.9535036018336608,False,
zm3_10,8,97,0.0014969181862136837,0.0139823717948717,0.00019199908048438764,0.0011331839442092,0.9960796606174319,0.9615384615384616,False,
