group,track_id,longest_pg_el_run,pg_el_count,total_frames,event_rule_prediction,germination_target,final_label
pg4_7,4,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg4_7,5,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg4_7,6,68,68,97,GERMINATED,1,GERMINATED
pg4_7,7,56,56,97,GERMINATED,1,GERMINATED
pg4_7,8,63,63,97,GERMINATED,1,GERMINATED
pg4_7,9,75,75,97,GERMINATED,1,GERMINATED
pg4_8,0,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg4_8,1,52,52,97,GERMINATED,1,GERMINATED
pg4_8,2,58,58,97,GERMINATED,1,GERMINATED
pg4_8,3,82,82,97,GERMINATED,1,GERMINATED
pg4_8,4,64,64,97,GERMINATED,1,GERMINATED
pg4_8,5,71,71,97,GERMINATED,1,GERMINATED
pg4_8,6,61,61,97,GERMINATED,1,GERMINATED
pg4_8,7,80,80,97,GERMINATED,1,GERMINATED
pg4_8,8,79,80,97,GERMINATED,1,GERMINATED
pg4_8,9,69,69,97,GERMINATED,1,GERMINATED
pg4_9,0,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg4_9,1,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg4_9,2,63,63,97,GERMINATED,1,GERMINATED
pg4_9,3,59,59,97,GERMINATED,1,GERMINATED
pg4_9,4,67,68,97,GERMINATED,1,GERMINATED
pg4_9,5,61,61,97,GERMINATED,1,GERMINATED
pg4_9,6,71,71,97,GERMINATED,1,GERMINATED
pg4_9,7,54,54,97,GERMINATED,1,GERMINATED
pg4_9,8,61,61,97,GERMINATED,1,GERMINATED
pg4_9,9,69,69,97,GERMINATED,1,GERMINATED
pg5_1,0,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg5_1,1,78,78,97,GERMINATED,1,GERMINATED
pg5_1,2,61,61,97,GERMINATED,1,GERMINATED
pg5_1,3,53,53,97,GERMINATED,1,GERMINATED
pg5_1,4,67,67,97,GERMINATED,1,GERMINATED
pg5_1,5,72,72,97,GERMINATED,1,GERMINATED
pg5_1,6,60,60,97,GERMINATED,1,GERMINATED
pg5_1,7,82,82,97,GERMINATED,1,GERMINATED
pg5_1,8,68,68,97,GERMINATED,1,GERMINATED
pg5_1,9,76,76,97,GERMINATED,1,GERMINATED
pg5_10,0,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg5_10,1,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg5_10,2,50,50,97,GERMINATED,1,GERMINATED
pg5_10,3,76,76,97,GERMINATED,1,GERMINATED
pg5_10,4,68,68,97,GERMINATED,1,GERMINATED
pg5_10,5,69,69,97,GERMINATED,1,GERMINATED
pg5_10,6,67,67,97,GERMINATED,1,GERMINATED
pg5_10,7,65,65,97,GERMINATED,1,GERMINATED
pg5_10,8,74,74,97,GERMINATED,1,GERMINATED
pg5_10,9,58,58,97,GERMINATED,1,GERMINATED
pg5_11,0,76,76,97,GERMINATED,1,GERMINATED
pg5_11,1,76,76,97,GERMINATED,1,GERMINATED
pg5_11,2,64,64,97,GERMINATED,1,GERMINATED
pg5_11,3,62,62,97,GERMINATED,1,GERMINATED
pg5_11,4,74,74,97,GERMINATED,1,GERMINATED
pg5_11,5,62,62,97,GERMINATED,1,GERMINATED
pg5_11,6,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg5_11,7,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg5_11,8,76,76,97,GERMINATED,1,GERMINATED
pg5_11,9,35,35,97,GERMINATED,1,GERMINATED
pg5_12,0,59,59,97,GERMINATED,1,GERMINATED
pg5_12,1,64,64,97,GERMINATED,1,GERMINATED
pg5_12,2,66,66,97,GERMINATED,1,GERMINATED
pg5_12,3,32,32,97,GERMINATED,1,GERMINATED
pg5_12,4,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg5_12,5,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg5_12,6,39,39,97,GERMINATED,1,GERMINATED
pg5_12,7,45,45,97,GERMINATED,1,GERMINATED
pg5_12,8,49,49,97,GERMINATED,1,GERMINATED
pg5_12,9,68,69,97,GERMINATED,1,GERMINATED
pg5_2,0,61,61,97,GERMINATED,1,GERMINATED
pg5_2,1,68,68,97,GERMINATED,1,GERMINATED
pg5_2,2,71,71,97,GERMINATED,1,GERMINATED
pg5_2,3,73,73,97,GERMINATED,1,GERMINATED
pg5_2,4,69,69,97,GERMINATED,1,GERMINATED
pg5_2,5,81,81,97,GERMINATED,1,GERMINATED
pg5_2,6,71,71,97,GERMINATED,1,GERMINATED
pg5_2,7,74,74,97,GERMINATED,1,GERMINATED
pg5_2,8,72,72,97,GERMINATED,1,GERMINATED
pg5_2,9,66,66,97,GERMINATED,1,GERMINATED
pg5_3,0,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg5_3,1,63,64,97,GERMINATED,1,GERMINATED
pg5_3,2,65,65,97,GERMINATED,1,GERMINATED
pg5_3,3,67,67,97,GERMINATED,1,GERMINATED
pg5_3,4,13,13,97,GERMINATED,1,GERMINATED
pg5_3,5,61,61,97,GERMINATED,1,GERMINATED
pg5_3,6,81,81,97,GERMINATED,1,GERMINATED
pg5_3,7,52,52,97,GERMINATED,1,GERMINATED
pg5_3,8,73,73,97,GERMINATED,1,GERMINATED
pg5_3,9,72,72,97,GERMINATED,1,GERMINATED
pg5_5,0,20,20,97,GERMINATED,1,GERMINATED
pg5_5,1,74,74,97,GERMINATED,1,GERMINATED
pg5_5,2,70,70,97,GERMINATED,1,GERMINATED
pg5_5,3,59,59,97,GERMINATED,1,GERMINATED
pg5_5,4,43,43,97,GERMINATED,1,GERMINATED
pg5_5,5,79,79,97,GERMINATED,1,GERMINATED
pg5_5,6,62,62,97,GERMINATED,1,GERMINATED
pg5_5,7,76,76,97,GERMINATED,1,GERMINATED
pg5_5,8,65,65,97,GERMINATED,1,GERMINATED
pg5_5,9,73,73,97,GERMINATED,1,GERMINATED
pg5_6,0,74,74,97,GERMINATED,1,GERMINATED
pg5_6,1,60,61,97,GERMINATED,1,GERMINATED
pg5_6,2,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg5_6,3,71,71,97,GERMINATED,1,GERMINATED
pg5_6,4,67,67,97,GERMINATED,1,GERMINATED
pg5_6,5,66,66,97,GERMINATED,1,GERMINATED
pg5_6,6,67,68,97,GERMINATED,1,GERMINATED
pg5_6,7,79,79,97,GERMINATED,1,GERMINATED
pg5_6,8,59,59,97,GERMINATED,1,GERMINATED
pg5_6,9,59,59,97,GERMINATED,1,GERMINATED
pg5_7,0,55,55,97,GERMINATED,1,GERMINATED
pg5_7,1,60,60,97,GERMINATED,1,GERMINATED
pg5_7,2,67,67,97,GERMINATED,1,GERMINATED
pg5_7,3,71,71,97,GERMINATED,1,GERMINATED
pg5_7,4,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg5_7,5,58,58,97,GERMINATED,1,GERMINATED
pg5_7,6,60,60,97,GERMINATED,1,GERMINATED
pg5_7,7,70,70,97,GERMINATED,1,GERMINATED
pg5_7,8,69,69,97,GERMINATED,1,GERMINATED
pg5_7,9,57,57,97,GERMINATED,1,GERMINATED
pg5_8,0,42,42,97,GERMINATED,1,GERMINATED
pg5_8,1,79,79,97,GERMINATED,1,GERMINATED
pg5_8,2,70,70,97,GERMINATED,1,GERMINATED
pg5_8,3,54,55,97,GERMINATED,1,GERMINATED
pg5_8,4,72,72,97,GERMINATED,1,GERMINATED
pg5_8,5,35,35,97,GERMINATED,1,GERMINATED
pg5_8,6,62,62,97,GERMINATED,1,GERMINATED
pg5_8,7,58,58,97,GERMINATED,1,GERMINATED
pg5_8,8,67,68,97,GERMINATED,1,GERMINATED
pg5_8,9,76,76,97,GERMINATED,1,GERMINATED
pg6_1,0,20,20,97,GERMINATED,1,GERMINATED
pg6_1,1,74,74,97,GERMINATED,1,GERMINATED
pg6_1,2,84,84,97,GERMINATED,1,GERMINATED
pg6_1,3,90,90,97,GERMINATED,1,GERMINATED
pg6_1,4,77,77,97,GERMINATED,1,GERMINATED
pg6_1,5,67,67,97,GERMINATED,1,GERMINATED
pg6_1,6,76,76,97,GERMINATED,1,GERMINATED
pg6_1,7,78,78,97,GERMINATED,1,GERMINATED
pg6_1,8,78,78,97,GERMINATED,1,GERMINATED
pg6_1,9,80,80,97,GERMINATED,1,GERMINATED
pg6_10,0,79,79,97,GERMINATED,1,GERMINATED
pg6_10,1,72,72,97,GERMINATED,1,GERMINATED
pg6_10,2,83,83,97,GERMINATED,1,GERMINATED
pg6_10,3,66,66,97,GERMINATED,1,GERMINATED
pg6_10,4,78,78,97,GERMINATED,1,GERMINATED
pg6_10,5,82,82,97,GERMINATED,1,GERMINATED
pg6_10,6,74,74,97,GERMINATED,1,GERMINATED
pg6_10,7,62,62,97,GERMINATED,1,GERMINATED
pg6_10,8,74,74,97,GERMINATED,1,GERMINATED
pg6_10,9,70,70,97,GERMINATED,1,GERMINATED
pg6_11,0,70,70,97,GERMINATED,1,GERMINATED
pg6_11,1,37,37,97,GERMINATED,1,GERMINATED
pg6_11,2,73,73,97,GERMINATED,1,GERMINATED
pg6_11,3,48,48,97,GERMINATED,1,GERMINATED
pg6_11,4,45,45,97,GERMINATED,1,GERMINATED
pg6_11,5,57,57,97,GERMINATED,1,GERMINATED
pg6_11,6,80,80,97,GERMINATED,1,GERMINATED
pg6_11,7,71,71,97,GERMINATED,1,GERMINATED
pg6_11,8,69,69,97,GERMINATED,1,GERMINATED
pg6_11,9,66,66,97,GERMINATED,1,GERMINATED
pg6_12,0,79,79,97,GERMINATED,1,GERMINATED
pg6_12,1,76,76,97,GERMINATED,1,GERMINATED
pg6_12,2,61,61,97,GERMINATED,1,GERMINATED
pg6_12,3,82,82,97,GERMINATED,1,GERMINATED
pg6_12,4,65,66,97,GERMINATED,1,GERMINATED
pg6_12,5,84,84,97,GERMINATED,1,GERMINATED
pg6_12,6,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg6_12,7,76,77,97,GERMINATED,1,GERMINATED
pg6_12,8,59,59,97,GERMINATED,1,GERMINATED
pg6_12,9,73,73,97,GERMINATED,1,GERMINATED
pg6_2,0,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg6_2,1,70,70,97,GERMINATED,1,GERMINATED
pg6_2,2,70,70,97,GERMINATED,1,GERMINATED
pg6_2,3,56,56,97,GERMINATED,1,GERMINATED
pg6_2,4,72,72,97,GERMINATED,1,GERMINATED
pg6_2,5,77,77,97,GERMINATED,1,GERMINATED
pg6_2,6,74,74,97,GERMINATED,1,GERMINATED
pg6_2,7,79,79,97,GERMINATED,1,GERMINATED
pg6_2,8,63,63,97,GERMINATED,1,GERMINATED
pg6_2,9,72,72,97,GERMINATED,1,GERMINATED
pg6_3,0,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg6_3,1,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg6_3,2,58,58,97,GERMINATED,1,GERMINATED
pg6_3,3,73,73,97,GERMINATED,1,GERMINATED
pg6_3,4,64,64,97,GERMINATED,1,GERMINATED
pg6_3,5,64,64,97,GERMINATED,1,GERMINATED
pg6_3,6,40,40,97,GERMINATED,1,GERMINATED
pg6_3,7,82,82,97,GERMINATED,1,GERMINATED
pg6_3,8,78,78,97,GERMINATED,1,GERMINATED
pg6_3,9,67,67,97,GERMINATED,1,GERMINATED
pg6_4,0,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg6_4,1,56,56,97,GERMINATED,1,GERMINATED
pg6_4,2,85,85,97,GERMINATED,1,GERMINATED
pg6_4,3,59,59,97,GERMINATED,1,GERMINATED
pg6_4,4,73,73,97,GERMINATED,1,GERMINATED
pg6_4,5,76,76,97,GERMINATED,1,GERMINATED
pg6_4,6,59,59,97,GERMINATED,1,GERMINATED
pg6_4,7,65,65,97,GERMINATED,1,GERMINATED
pg6_4,8,74,74,97,GERMINATED,1,GERMINATED
pg6_4,9,73,73,97,GERMINATED,1,GERMINATED
pg6_5,0,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg6_5,1,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg6_5,2,76,76,97,GERMINATED,1,GERMINATED
pg6_5,3,76,76,97,GERMINATED,1,GERMINATED
pg6_5,4,76,76,97,GERMINATED,1,GERMINATED
pg6_5,5,81,81,97,GERMINATED,1,GERMINATED
pg6_5,6,71,71,97,GERMINATED,1,GERMINATED
pg6_5,7,69,69,97,GERMINATED,1,GERMINATED
pg6_5,8,72,72,97,GERMINATED,1,GERMINATED
pg6_5,9,57,57,97,GERMINATED,1,GERMINATED
pg6_5,10,70,70,97,GERMINATED,1,GERMINATED
pg6_6,0,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg6_6,1,87,87,97,GERMINATED,1,GERMINATED
pg6_6,2,87,87,97,GERMINATED,1,GERMINATED
pg6_6,3,75,75,97,GERMINATED,1,GERMINATED
pg6_6,4,76,76,97,GERMINATED,1,GERMINATED
pg6_6,5,67,67,97,GERMINATED,1,GERMINATED
pg6_6,6,76,76,97,GERMINATED,1,GERMINATED
pg6_6,7,76,76,97,GERMINATED,1,GERMINATED
pg6_6,8,83,83,97,GERMINATED,1,GERMINATED
pg6_6,9,90,90,97,GERMINATED,1,GERMINATED
pg6_7,0,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg6_7,1,34,34,97,GERMINATED,1,GERMINATED
pg6_7,2,86,86,97,GERMINATED,1,GERMINATED
pg6_7,3,84,84,97,GERMINATED,1,GERMINATED
pg6_7,4,80,80,97,GERMINATED,1,GERMINATED
pg6_7,5,84,84,97,GERMINATED,1,GERMINATED
pg6_7,6,84,84,97,GERMINATED,1,GERMINATED
pg6_7,7,78,78,97,GERMINATED,1,GERMINATED
pg6_7,8,70,70,97,GERMINATED,1,GERMINATED
pg6_7,9,80,80,97,GERMINATED,1,GERMINATED
pg6_8,0,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg6_8,1,60,60,97,GERMINATED,1,GERMINATED
pg6_8,2,67,67,97,GERMINATED,1,GERMINATED
pg6_8,3,60,60,97,GERMINATED,1,GERMINATED
pg6_8,4,81,81,97,GERMINATED,1,GERMINATED
pg6_8,5,73,74,97,GERMINATED,1,GERMINATED
pg6_8,6,66,66,97,GERMINATED,1,GERMINATED
pg6_8,7,68,68,97,GERMINATED,1,GERMINATED
pg6_8,8,29,29,97,GERMINATED,1,GERMINATED
pg6_8,9,14,14,97,GERMINATED,1,GERMINATED
pg6_9,0,71,71,97,GERMINATED,1,GERMINATED
pg6_9,1,74,74,97,GERMINATED,1,GERMINATED
pg6_9,2,73,73,97,GERMINATED,1,GERMINATED
pg6_9,3,74,74,97,GERMINATED,1,GERMINATED
pg6_9,4,71,72,97,GERMINATED,1,GERMINATED
pg6_9,5,71,71,97,GERMINATED,1,GERMINATED
pg6_9,6,70,70,97,GERMINATED,1,GERMINATED
pg6_9,7,77,77,97,GERMINATED,1,GERMINATED
pg6_9,8,59,59,97,GERMINATED,1,GERMINATED
pg6_9,9,67,67,97,GERMINATED,1,GERMINATED
pg7_1,0,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg7_1,1,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg7_1,2,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg7_1,3,74,74,97,GERMINATED,1,GERMINATED
pg7_1,4,66,66,97,GERMINATED,1,GERMINATED
pg7_1,5,68,68,97,GERMINATED,1,GERMINATED
pg7_1,6,79,79,97,GERMINATED,1,GERMINATED
pg7_1,7,70,70,97,GERMINATED,1,GERMINATED
pg7_1,8,67,67,97,GERMINATED,1,GERMINATED
pg7_1,9,77,77,97,GERMINATED,1,GERMINATED
pg7_10,0,82,82,97,GERMINATED,1,GERMINATED
pg7_10,1,75,75,97,GERMINATED,1,GERMINATED
pg7_10,2,71,71,97,GERMINATED,1,GERMINATED
pg7_10,3,57,57,97,GERMINATED,1,GERMINATED
pg7_10,4,83,83,97,GERMINATED,1,GERMINATED
pg7_10,5,44,44,97,GERMINATED,1,GERMINATED
pg7_10,6,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg7_10,7,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg7_10,8,79,79,97,GERMINATED,1,GERMINATED
pg7_10,9,85,85,97,GERMINATED,1,GERMINATED
pg7_11,0,52,52,97,GERMINATED,1,GERMINATED
pg7_11,1,80,80,97,GERMINATED,1,GERMINATED
pg7_11,2,38,39,97,GERMINATED,1,GERMINATED
pg7_11,3,46,46,97,GERMINATED,1,GERMINATED
pg7_11,4,69,70,97,GERMINATED,1,GERMINATED
pg7_11,5,82,82,97,GERMINATED,1,GERMINATED
pg7_11,6,82,82,97,GERMINATED,1,GERMINATED
pg7_11,7,83,83,97,GERMINATED,1,GERMINATED
pg7_11,8,79,79,97,GERMINATED,1,GERMINATED
pg7_11,9,76,76,97,GERMINATED,1,GERMINATED
pg7_12,0,67,67,97,GERMINATED,1,GERMINATED
pg7_12,1,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg7_12,2,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg7_12,3,47,47,97,GERMINATED,1,GERMINATED
pg7_12,4,53,54,97,GERMINATED,1,GERMINATED
pg7_12,5,71,71,97,GERMINATED,1,GERMINATED
pg7_12,6,78,78,97,GERMINATED,1,GERMINATED
pg7_12,7,71,71,97,GERMINATED,1,GERMINATED
pg7_12,8,74,74,97,GERMINATED,1,GERMINATED
pg7_12,9,48,48,97,GERMINATED,1,GERMINATED
pg7_2,0,54,54,97,GERMINATED,1,GERMINATED
pg7_2,1,39,39,97,GERMINATED,1,GERMINATED
pg7_2,2,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg7_2,3,63,63,97,GERMINATED,1,GERMINATED
pg7_2,4,72,72,97,GERMINATED,1,GERMINATED
pg7_2,5,80,80,97,GERMINATED,1,GERMINATED
pg7_2,6,74,74,97,GERMINATED,1,GERMINATED
pg7_2,7,75,75,97,GERMINATED,1,GERMINATED
pg7_2,8,77,77,97,GERMINATED,1,GERMINATED
pg7_2,9,70,70,97,GERMINATED,1,GERMINATED
pg7_3,0,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg7_3,1,12,12,97,GERMINATED,1,GERMINATED
pg7_3,2,61,61,97,GERMINATED,1,GERMINATED
pg7_3,3,55,55,97,GERMINATED,1,GERMINATED
pg7_3,4,63,63,97,GERMINATED,1,GERMINATED
pg7_3,5,77,77,97,GERMINATED,1,GERMINATED
pg7_3,6,68,68,97,GERMINATED,1,GERMINATED
pg7_3,7,66,66,97,GERMINATED,1,GERMINATED
pg7_3,8,67,67,97,GERMINATED,1,GERMINATED
pg7_3,9,76,76,97,GERMINATED,1,GERMINATED
pg7_4,0,80,80,97,GERMINATED,1,GERMINATED
pg7_4,1,32,32,97,GERMINATED,1,GERMINATED
pg7_4,2,83,83,97,GERMINATED,1,GERMINATED
pg7_4,3,75,75,97,GERMINATED,1,GERMINATED
pg7_4,4,61,61,97,GERMINATED,1,GERMINATED
pg7_4,5,84,84,97,GERMINATED,1,GERMINATED
pg7_4,6,74,74,97,GERMINATED,1,GERMINATED
pg7_4,7,69,69,97,GERMINATED,1,GERMINATED
pg7_4,8,63,63,97,GERMINATED,1,GERMINATED
pg7_4,9,67,67,97,GERMINATED,1,GERMINATED
pg7_5,0,68,68,97,GERMINATED,1,GERMINATED
pg7_5,1,24,24,97,GERMINATED,1,GERMINATED
pg7_5,2,44,44,97,GERMINATED,1,GERMINATED
pg7_5,3,80,80,97,GERMINATED,1,GERMINATED
pg7_5,4,58,58,97,GERMINATED,1,GERMINATED
pg7_5,5,63,63,97,GERMINATED,1,GERMINATED
pg7_5,6,79,79,97,GERMINATED,1,GERMINATED
pg7_5,7,62,62,97,GERMINATED,1,GERMINATED
pg7_5,8,77,77,97,GERMINATED,1,GERMINATED
pg7_5,9,67,67,97,GERMINATED,1,GERMINATED
pg7_6,0,68,68,97,GERMINATED,1,GERMINATED
pg7_6,1,83,83,97,GERMINATED,1,GERMINATED
pg7_6,2,74,74,97,GERMINATED,1,GERMINATED
pg7_6,3,83,83,97,GERMINATED,1,GERMINATED
pg7_6,4,85,85,97,GERMINATED,1,GERMINATED
pg7_6,5,63,63,97,GERMINATED,1,GERMINATED
pg7_6,6,64,64,97,GERMINATED,1,GERMINATED
pg7_6,7,71,71,97,GERMINATED,1,GERMINATED
pg7_6,8,82,82,97,GERMINATED,1,GERMINATED
pg7_6,9,85,85,97,GERMINATED,1,GERMINATED
pg7_7,0,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg7_7,1,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg7_7,2,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg7_7,3,76,76,97,GERMINATED,1,GERMINATED
pg7_7,4,66,66,97,GERMINATED,1,GERMINATED
pg7_7,5,64,64,97,GERMINATED,1,GERMINATED
pg7_7,6,51,51,97,GERMINATED,1,GERMINATED
pg7_7,7,72,72,97,GERMINATED,1,GERMINATED
pg7_7,8,73,73,97,GERMINATED,1,GERMINATED
pg7_7,9,70,70,97,GERMINATED,1,GERMINATED
pg7_8,0,67,67,97,GERMINATED,1,GERMINATED
pg7_8,1,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg7_8,2,74,74,97,GERMINATED,1,GERMINATED
pg7_8,3,79,79,97,GERMINATED,1,GERMINATED
pg7_8,4,84,84,97,GERMINATED,1,GERMINATED
pg7_8,5,73,73,97,GERMINATED,1,GERMINATED
pg7_8,6,81,81,97,GERMINATED,1,GERMINATED
pg7_8,7,71,71,97,GERMINATED,1,GERMINATED
pg7_8,8,43,43,97,GERMINATED,1,GERMINATED
pg7_8,9,0,0,97,NON-GERMINATED,0,NON-GERMINATED
pg7_9,0,58,58,97,GERMINATED,1,GERMINATED
pg7_9,1,45,45,97,GERMINATED,1,GERMINATED
pg7_9,2,75,75,97,GERMINATED,1,GERMINATED
pg7_9,3,65,65,97,GERMINATED,1,GERMINATED
pg7_9,4,74,74,97,GERMINATED,1,GERMINATED
pg7_9,5,65,65,97,GERMINATED,1,GERMINATED
pg7_9,6,65,65,97,GERMINATED,1,GERMINATED
pg7_9,7,77,77,97,GERMINATED,1,GERMINATED
pg7_9,8,53,53,97,GERMINATED,1,GERMINATED
pg7_9,9,73,73,97,GERMINATED,1,GERMINATED
pg8_1,0,69,69,97,GERMINATED,1,GERMINATED
pg8_1,1,61,61,97,GERMINATED,1,GERMINATED
pg8_1,2,63,63,97,GERMINATED,1,GERMINATED
pg8_1,3,82,82,97,GERMINATED,1,GERMINATED
pg8_1,4,59,59,97,GERMINATED,1,GERMINATED
pg8_1,5,71,71,97,GERMINATED,1,GERMINATED
pg8_1,6,56,58,97,GERMINATED,1,GERMINATED
pg8_1,7,72,72,97,GERMINATED,1,GERMINATED
pg8_1,8,79,79,97,GERMINATED,1,GERMINATED
pg8_1,9,62,62,97,GERMINATED,1,GERMINATED
pg8_1,10,71,71,97,GERMINATED,1,GERMINATED
pg8_1,11,86,90,97,GERMINATED,1,GERMINATED
