stage,records,brier_score,log_loss,roc_auc,expected_calibration_error,mean_absolute_probability_error,high_confidence_errors,model,threshold
P27,170,0.05060390307054275,0.3508287740330868,0.9180715764566696,0.05534259633298218,0.062493199827384216,7,HistGradientBoosting,0.53
