germination_target,class_name,records,mean_probability,median_probability,min_probability,max_probability,mean_confidence
0,NON-GERMINATED,23,0.26576693368453236,0.0103734073721797,9.063380414080995e-05,0.9999983683419862,0.9472802432228064
1,GERMINATED,147,0.9693115340414212,0.9999953865531838,0.0013548226137548,0.9999993417405864,0.988629723961517
