group,frame,pg_el,pg_im
pg1_9,94,10,0
pg1_9,95,10,0
pg1_9,96,10,0
pg1_9,97,10,0
pg2_1,1,0,10
pg2_1,2,0,10
pg2_1,3,0,10
pg2_1,4,0,10
pg2_1,5,0,10
pg2_1,6,0,10
pg2_1,7,0,10
pg2_1,8,0,10
pg2_1,9,0,10
pg2_1,10,0,10
pg2_1,11,0,10
pg2_1,12,0,10
pg2_1,13,0,10
pg2_1,14,1,9
pg2_1,15,1,9
pg2_1,16,1,9
pg2_1,17,1,9
pg2_1,18,1,9
pg2_1,19,2,8
pg2_1,20,2,8
pg2_1,21,2,8
pg2_1,22,2,8
pg2_1,23,2,8
pg2_1,24,2,8
pg2_1,25,2,8
pg2_1,26,4,6
pg2_1,27,3,7
pg2_1,28,3,7
pg2_1,29,4,6
pg2_1,30,4,6
pg2_1,31,5,5
pg2_1,32,5,5
pg2_1,33,6,4
pg2_1,34,7,3
pg2_1,35,7,3
pg2_1,36,7,3
pg2_1,37,7,3
pg2_1,38,7,3
pg2_1,39,7,3
pg2_1,40,7,3
pg2_1,41,7,3
pg2_1,42,7,3
pg2_1,43,7,3
pg2_1,44,7,3
pg2_1,45,7,3
pg2_1,46,7,3
pg2_1,47,7,3
pg2_1,48,7,3
pg2_1,49,7,3
pg2_1,50,7,3
pg2_1,51,7,3
pg2_1,52,7,3
pg2_1,53,7,3
pg2_1,54,7,3
pg2_1,55,7,3
pg2_1,56,7,3
pg2_1,57,7,3
pg2_1,58,7,3
pg2_1,59,7,3
pg2_1,60,7,3
pg2_1,61,7,3
pg2_1,62,8,2
pg2_1,63,8,2
pg2_1,64,8,2
pg2_1,65,9,1
pg2_1,66,9,1
pg2_1,67,9,1
pg2_1,68,9,1
pg2_1,69,9,1
pg2_1,70,9,1
pg2_1,71,9,1
pg2_1,72,9,1
pg2_1,73,9,1
pg2_1,74,9,1
pg2_1,75,9,1
pg2_1,76,9,1
pg2_1,77,9,1
pg2_1,78,9,1
pg2_1,79,9,1
pg2_1,80,9,1
pg2_1,81,9,1
pg2_1,82,9,1
pg2_1,83,9,1
pg2_1,84,9,1
pg2_1,85,9,1
pg2_1,86,9,1
pg2_1,87,9,1
pg2_1,88,9,1
pg2_1,89,9,1
pg2_1,90,9,1
pg2_1,91,9,1
pg2_1,92,9,1
pg2_1,93,9,1
pg2_1,94,9,1
pg2_1,95,9,1
pg2_1,96,9,1
pg2_1,97,9,1
pg2_10,1,0,10
pg2_10,2,0,10
pg2_10,3,0,10
pg2_10,4,0,10
pg2_10,5,0,10
pg2_10,6,0,10
pg2_10,7,0,10
pg2_10,8,0,10
pg2_10,9,0,10
pg2_10,10,0,10
pg2_10,11,0,10
pg2_10,12,0,10
pg2_10,13,0,10
pg2_10,14,0,10
pg2_10,15,0,10
pg2_10,16,1,9
pg2_10,17,1,9
pg2_10,18,3,7
pg2_10,19,5,5
pg2_10,20,5,5
pg2_10,21,6,4
pg2_10,22,6,4
pg2_10,23,6,4
pg2_10,24,6,4
pg2_10,25,6,4
pg2_10,26,6,4
pg2_10,27,6,4
pg2_10,28,6,4
pg2_10,29,6,4
pg2_10,30,6,4
pg2_10,31,6,4
pg2_10,32,6,4
pg2_10,33,6,4
pg2_10,34,6,4
pg2_10,35,6,4
pg2_10,36,6,4
pg2_10,37,6,4
pg2_10,38,6,4
pg2_10,39,6,4
pg2_10,40,6,4
pg2_10,41,6,4
pg2_10,42,6,4
pg2_10,43,6,4
pg2_10,44,6,4
pg2_10,45,6,4
pg2_10,46,6,4
pg2_10,47,6,4
pg2_10,48,6,4
pg2_10,49,6,4
pg2_10,50,6,4
pg2_10,51,7,3
pg2_10,52,7,3
pg2_10,53,7,3
pg2_10,54,7,3
pg2_10,55,7,3
pg2_10,56,7,3
pg2_10,57,7,3
pg2_10,58,7,3
pg2_10,59,7,3
pg2_10,60,7,3
pg2_10,61,7,3
pg2_10,62,7,3
pg2_10,63,7,3
pg2_10,64,7,3
pg2_10,65,7,3
pg2_10,66,7,3
pg2_10,67,7,3
pg2_10,68,7,3
pg2_10,69,7,3
pg2_10,70,7,3
pg2_10,71,7,3
pg2_10,72,7,3
pg2_10,73,7,3
pg2_10,74,7,3
pg2_10,75,7,3
pg2_10,76,7,3
pg2_10,77,7,3
pg2_10,78,7,3
pg2_10,79,7,3
pg2_10,80,7,3
pg2_10,81,7,3
pg2_10,82,7,3
pg2_10,83,7,3
pg2_10,84,7,3
pg2_10,85,7,3
pg2_10,86,7,3
pg2_10,87,7,3
pg2_10,88,7,3
pg2_10,89,7,3
pg2_10,90,7,3
pg2_10,91,7,3
pg2_10,92,7,3
pg2_10,93,7,3
pg2_10,94,7,3
pg2_10,95,7,3
pg2_10,96,7,3
pg2_10,97,7,3
pg2_11,1,0,10
pg2_11,2,0,10
pg2_11,3,0,10
pg2_11,4,0,10
pg2_11,5,0,10
pg2_11,6,0,10
pg2_11,7,0,10
pg2_11,8,0,10
pg2_11,9,0,10
pg2_11,10,0,10
pg2_11,11,0,10
pg2_11,12,0,10
pg2_11,13,0,10
pg2_11,14,0,10
pg2_11,15,1,9
pg2_11,16,1,9
pg2_11,17,1,9
pg2_11,18,2,8
pg2_11,19,3,7
pg2_11,20,4,6
pg2_11,21,6,4
pg2_11,22,6,4
pg2_11,23,6,4
pg2_11,24,6,4
pg2_11,25,7,3
pg2_11,26,7,3
pg2_11,27,7,3
pg2_11,28,7,3
pg2_11,29,7,3
pg2_11,30,7,3
pg2_11,31,7,3
pg2_11,32,7,3
pg2_11,33,7,3
pg2_11,34,7,3
pg2_11,35,7,3
pg2_11,36,7,3
pg2_11,37,7,3
pg2_11,38,7,3
pg2_11,39,8,2
pg2_11,40,8,2
pg2_11,41,8,2
pg2_11,42,8,2
pg2_11,43,8,2
pg2_11,44,8,2
pg2_11,45,8,2
pg2_11,46,8,2
pg2_11,47,8,2
pg2_11,48,8,2
pg2_11,49,8,2
pg2_11,50,8,2
pg2_11,51,8,2
pg2_11,52,8,2
pg2_11,53,8,2
pg2_11,54,8,2
pg2_11,55,8,2
pg2_11,56,8,2
pg2_11,57,8,2
pg2_11,58,8,2
pg2_11,59,8,2
pg2_11,60,8,2
pg2_11,61,8,2
pg2_11,62,8,2
pg2_11,63,8,2
pg2_11,64,8,2
pg2_11,65,8,2
pg2_11,66,9,1
pg2_11,67,8,2
pg2_11,68,9,1
pg2_11,69,9,1
pg2_11,70,9,1
pg2_11,71,9,1
pg2_11,72,9,1
pg2_11,73,9,1
pg2_11,74,9,1
pg2_11,75,9,1
pg2_11,76,9,1
pg2_11,77,9,1
pg2_11,78,9,1
pg2_11,79,9,1
pg2_11,80,9,1
pg2_11,81,9,1
pg2_11,82,9,1
pg2_11,83,9,1
pg2_11,84,9,1
pg2_11,85,9,1
pg2_11,86,9,1
pg2_11,87,9,1
pg2_11,88,9,1
pg2_11,89,9,1
pg2_11,90,9,1
pg2_11,91,9,1
pg2_11,92,9,1
pg2_11,93,9,1
pg2_11,94,9,1
pg2_11,95,9,1
pg2_11,96,9,1
pg2_11,97,9,1
pg2_12,1,0,10
pg2_12,2,0,10
pg2_12,3,0,10
pg2_12,4,0,10
pg2_12,5,0,10
pg2_12,6,0,10
pg2_12,7,0,10
pg2_12,8,0,10
pg2_12,9,0,10
pg2_12,10,0,10
pg2_12,11,0,10
pg2_12,12,0,10
pg2_12,13,0,10
pg2_12,14,0,10
pg2_12,15,0,10
pg2_12,16,0,10
pg2_12,17,0,10
pg2_12,18,0,10
pg2_12,19,0,10
pg2_12,20,0,10
pg2_12,21,0,10
pg2_12,22,0,10
pg2_12,23,1,9
pg2_12,24,1,9
pg2_12,25,2,8
pg2_12,26,2,8
pg2_12,27,2,8
pg2_12,28,3,7
pg2_12,29,3,7
pg2_12,30,4,6
pg2_12,31,5,5
pg2_12,32,5,5
pg2_12,33,5,5
pg2_12,34,5,5
pg2_12,35,5,5
pg2_12,36,5,5
pg2_12,37,5,5
pg2_12,38,5,5
pg2_12,39,5,5
pg2_12,40,5,5
pg2_12,41,5,5
pg2_12,42,5,5
pg2_12,43,5,5
pg2_12,44,5,5
pg2_12,45,5,5
pg2_12,46,5,5
pg2_12,47,5,5
pg2_12,48,5,5
pg2_12,49,5,5
pg2_12,50,5,5
pg2_12,51,5,5
pg2_12,52,5,5
pg2_12,53,5,5
pg2_12,54,5,5
pg2_12,55,5,5
pg2_12,56,5,5
pg2_12,57,5,5
pg2_12,58,5,5
pg2_12,59,5,5
pg2_12,60,5,5
pg2_12,61,5,5
pg2_12,62,5,5
pg2_12,63,5,5
pg2_12,64,5,5
pg2_12,65,5,5
pg2_12,66,5,5
pg2_12,67,5,5
pg2_12,68,5,5
pg2_12,69,5,5
pg2_12,70,5,5
pg2_12,71,5,5
pg2_12,72,5,5
pg2_12,73,5,5
pg2_12,74,5,5
pg2_12,75,5,5
pg2_12,76,5,5
pg2_12,77,5,5
pg2_12,78,5,5
pg2_12,79,5,5
pg2_12,80,5,5
pg2_12,81,5,5
pg2_12,82,5,5
pg2_12,83,5,5
pg2_12,84,5,5
pg2_12,85,5,5
pg2_12,86,5,5
pg2_12,87,5,5
pg2_12,88,5,5
pg2_12,89,5,5
pg2_12,90,5,5
pg2_12,91,5,5
pg2_12,92,5,5
pg2_12,93,5,5
pg2_12,94,5,5
pg2_12,95,5,5
pg2_12,96,5,5
pg2_12,97,5,5
pg2_2,1,0,10
pg2_2,2,0,10
pg2_2,3,0,10
pg2_2,4,0,10
pg2_2,5,0,10
pg2_2,6,0,10
pg2_2,7,0,10
pg2_2,8,0,10
pg2_2,9,0,10
pg2_2,10,0,10
pg2_2,11,0,10
pg2_2,12,0,10
pg2_2,13,0,10
pg2_2,14,0,10
pg2_2,15,0,10
pg2_2,16,0,10
pg2_2,17,1,9
pg2_2,18,1,9
pg2_2,19,3,7
pg2_2,20,3,7
pg2_2,21,3,7
pg2_2,22,3,7
pg2_2,23,3,7
pg2_2,24,4,6
pg2_2,25,4,6
pg2_2,26,4,6
pg2_2,27,4,6
pg2_2,28,5,5
pg2_2,29,6,4
pg2_2,30,6,4
pg2_2,31,6,4
pg2_2,32,6,4
pg2_2,33,6,4
pg2_2,34,6,4
pg2_2,35,6,4
pg2_2,36,7,3
pg2_2,37,8,2
pg2_2,38,8,2
pg2_2,39,8,2
pg2_2,40,8,2
pg2_2,41,9,1
pg2_2,42,9,1
pg2_2,43,8,2
pg2_2,44,9,1
pg2_2,45,9,1
pg2_2,46,9,1
pg2_2,47,9,1
pg2_2,48,9,1
pg2_2,49,9,1
pg2_2,50,9,1
pg2_2,51,9,1
pg2_2,52,9,1
pg2_2,53,9,1
pg2_2,54,9,1
pg2_2,55,9,1
pg2_2,56,9,1
pg2_2,57,9,1
pg2_2,58,9,1
pg2_2,59,9,1
pg2_2,60,9,1
pg2_2,61,9,1
pg2_2,62,9,1
pg2_2,63,9,1
pg2_2,64,9,1
pg2_2,65,9,1
pg2_2,66,9,1
pg2_2,67,9,1
pg2_2,68,9,1
pg2_2,69,9,1
pg2_2,70,9,1
pg2_2,71,9,1
pg2_2,72,9,1
pg2_2,73,9,1
pg2_2,74,9,1
pg2_2,75,9,1
pg2_2,76,9,1
pg2_2,77,9,1
pg2_2,78,9,1
pg2_2,79,9,1
pg2_2,80,9,1
pg2_2,81,9,1
pg2_2,82,9,1
pg2_2,83,9,1
pg2_2,84,9,1
pg2_2,85,9,1
pg2_2,86,9,1
pg2_2,87,9,1
pg2_2,88,9,1
pg2_2,89,9,1
pg2_2,90,9,1
pg2_2,91,9,1
pg2_2,92,9,1
pg2_2,93,9,1
pg2_2,94,9,1
pg2_2,95,9,1
pg2_2,96,9,1
pg2_2,97,9,1
pg2_3,1,0,10
pg2_3,2,0,10
pg2_3,3,0,10
pg2_3,4,0,10
pg2_3,5,0,10
pg2_3,6,0,10
pg2_3,7,0,10
pg2_3,8,0,10
pg2_3,9,0,10
pg2_3,10,0,10
pg2_3,11,0,10
pg2_3,12,0,10
pg2_3,13,0,10
pg2_3,14,0,10
pg2_3,15,0,10
pg2_3,16,0,10
pg2_3,17,0,10
pg2_3,18,0,10
pg2_3,19,2,8
pg2_3,20,2,8
pg2_3,21,2,8
pg2_3,22,2,8
pg2_3,23,2,8
pg2_3,24,2,8
pg2_3,25,2,8
pg2_3,26,2,8
pg2_3,27,2,8
pg2_3,28,4,6
pg2_3,29,4,6
pg2_3,30,5,5
pg2_3,31,5,5
pg2_3,32,5,5
pg2_3,33,6,4
pg2_3,34,6,4
pg2_3,35,6,4
pg2_3,36,6,4
pg2_3,37,6,4
pg2_3,38,7,3
pg2_3,39,8,2
pg2_3,40,8,2
pg2_3,41,8,2
pg2_3,42,8,2
pg2_3,43,8,2
pg2_3,44,8,2
pg2_3,45,8,2
pg2_3,46,8,2
pg2_3,47,8,2
pg2_3,48,8,2
pg2_3,49,8,2
pg2_3,50,8,2
pg2_3,51,8,2
pg2_3,52,8,2
pg2_3,53,8,2
pg2_3,54,8,2
pg2_3,55,8,2
pg2_3,56,8,2
pg2_3,57,9,1
pg2_3,58,9,1
pg2_3,59,10,0
pg2_3,60,10,0
pg2_3,61,10,0
pg2_3,62,10,0
pg2_3,63,10,0
pg2_3,64,10,0
pg2_3,65,10,0
pg2_3,66,10,0
pg2_3,67,10,0
pg2_3,68,10,0
pg2_3,69,10,0
pg2_3,70,10,0
pg2_3,71,10,0
pg2_3,72,10,0
pg2_3,73,10,0
pg2_3,74,10,0
pg2_3,75,10,0
pg2_3,76,10,0
pg2_3,77,10,0
pg2_3,78,10,0
pg2_3,79,10,0
pg2_3,80,10,0
pg2_3,81,10,0
pg2_3,82,10,0
pg2_3,83,10,0
pg2_3,84,10,0
pg2_3,85,10,0
pg2_3,86,10,0
pg2_3,87,10,0
pg2_3,88,10,0
pg2_3,89,10,0
pg2_3,90,10,0
pg2_3,91,10,0
pg2_3,92,10,0
pg2_3,93,10,0
pg2_3,94,10,0
pg2_3,95,10,0
pg2_3,96,10,0
pg2_3,97,10,0
pg2_4,1,0,10
pg2_4,2,0,10
pg2_4,3,0,10
pg2_4,4,0,10
pg2_4,5,0,10
pg2_4,6,0,10
pg2_4,7,0,10
pg2_4,8,0,10
pg2_4,9,0,10
pg2_4,10,0,10
pg2_4,11,0,10
pg2_4,12,0,10
pg2_4,13,0,10
pg2_4,14,0,10
pg2_4,15,2,8
pg2_4,16,2,8
pg2_4,17,2,8
pg2_4,18,2,8
pg2_4,19,2,8
pg2_4,20,3,7
pg2_4,21,4,6
pg2_4,22,3,7
pg2_4,23,4,6
pg2_4,24,4,6
pg2_4,25,4,6
pg2_4,26,4,6
pg2_4,27,4,6
pg2_4,28,4,6
pg2_4,29,5,5
pg2_4,30,5,5
pg2_4,31,5,5
pg2_4,32,5,5
pg2_4,33,6,4
pg2_4,34,6,4
pg2_4,35,6,4
pg2_4,36,6,4
pg2_4,37,6,4
pg2_4,38,7,3
pg2_4,39,7,3
pg2_4,40,7,3
pg2_4,41,7,3
pg2_4,42,7,3
pg2_4,43,7,3
pg2_4,44,7,3
pg2_4,45,7,3
pg2_4,46,7,3
pg2_4,47,7,3
pg2_4,48,8,2
pg2_4,49,8,2
pg2_4,50,8,2
pg2_4,51,8,2
pg2_4,52,8,2
pg2_4,53,8,2
pg2_4,54,8,2
pg2_4,55,8,2
pg2_4,56,8,2
pg2_4,57,8,2
pg2_4,58,8,2
pg2_4,59,8,2
pg2_4,60,8,2
pg2_4,61,8,2
pg2_4,62,8,2
pg2_4,63,8,2
pg2_4,64,8,2
pg2_4,65,9,1
pg2_4,66,9,1
pg2_4,67,9,1
pg2_4,68,9,1
pg2_4,69,9,1
pg2_4,70,9,1
pg2_4,71,9,1
pg2_4,72,9,1
pg2_4,73,9,1
pg2_4,74,9,1
pg2_4,75,9,1
pg2_4,76,9,1
pg2_4,77,9,1
pg2_4,78,9,1
pg2_4,79,9,1
pg2_4,80,9,1
pg2_4,81,9,1
pg2_4,82,9,1
pg2_4,83,9,1
pg2_4,84,9,1
pg2_4,85,9,1
pg2_4,86,9,1
pg2_4,87,9,1
pg2_4,88,9,1
pg2_4,89,9,1
pg2_4,90,9,1
pg2_4,91,9,1
pg2_4,92,9,1
pg2_4,93,9,1
pg2_4,94,9,1
pg2_4,95,9,1
pg2_4,96,9,1
pg2_4,97,9,1
pg2_5,1,0,10
pg2_5,2,0,10
pg2_5,3,0,10
pg2_5,4,0,10
pg2_5,5,0,10
pg2_5,6,0,10
pg2_5,7,0,10
pg2_5,8,0,10
pg2_5,9,0,10
pg2_5,10,0,10
pg2_5,11,0,10
pg2_5,12,0,10
pg2_5,13,0,10
pg2_5,14,0,10
pg2_5,15,0,10
pg2_5,16,0,10
pg2_5,17,0,10
pg2_5,18,0,10
pg2_5,19,0,10
pg2_5,20,0,10
pg2_5,21,1,9
pg2_5,22,1,9
pg2_5,23,1,9
pg2_5,24,2,8
pg2_5,25,3,7
pg2_5,26,4,6
pg2_5,27,4,6
pg2_5,28,4,6
pg2_5,29,5,5
pg2_5,30,5,5
pg2_5,31,6,4
pg2_5,32,6,4
pg2_5,33,6,4
pg2_5,34,7,3
pg2_5,35,7,3
pg2_5,36,7,3
pg2_5,37,8,2
pg2_5,38,8,2
pg2_5,39,8,2
pg2_5,40,8,2
pg2_5,41,8,2
pg2_5,42,8,2
pg2_5,43,8,2
pg2_5,44,8,2
pg2_5,45,8,2
pg2_5,46,8,2
pg2_5,47,8,2
pg2_5,48,8,2
pg2_5,49,8,2
pg2_5,50,8,2
pg2_5,51,8,2
pg2_5,52,8,2
pg2_5,53,8,2
pg2_5,54,8,2
pg2_5,55,8,2
pg2_5,56,8,2
pg2_5,57,8,2
pg2_5,58,8,2
pg2_5,59,8,2
pg2_5,60,8,2
pg2_5,61,8,2
pg2_5,62,8,2
pg2_5,63,8,2
pg2_5,64,8,2
pg2_5,65,8,2
pg2_5,66,8,2
pg2_5,67,8,2
pg2_5,68,8,2
pg2_5,69,8,2
pg2_5,70,8,2
pg2_5,71,8,2
pg2_5,72,8,2
pg2_5,73,8,2
pg2_5,74,8,2
pg2_5,75,8,2
pg2_5,76,8,2
pg2_5,77,8,2
pg2_5,78,8,2
pg2_5,79,8,2
pg2_5,80,8,2
pg2_5,81,8,2
pg2_5,82,8,2
pg2_5,83,8,2
pg2_5,84,8,2
pg2_5,85,8,2
pg2_5,86,8,2
pg2_5,87,8,2
pg2_5,88,8,2
pg2_5,89,8,2
pg2_5,90,8,2
pg2_5,91,8,2
pg2_5,92,8,2
pg2_5,93,8,2
pg2_5,94,8,2
pg2_5,95,8,2
pg2_5,96,8,2
pg2_5,97,8,2
pg2_6,1,0,10
pg2_6,2,0,10
pg2_6,3,0,10
pg2_6,4,0,10
pg2_6,5,0,10
pg2_6,6,0,10
pg2_6,7,0,10
pg2_6,8,0,10
pg2_6,9,0,10
pg2_6,10,0,10
pg2_6,11,0,10
pg2_6,12,0,10
pg2_6,13,0,10
pg2_6,14,0,10
pg2_6,15,0,10
pg2_6,16,0,10
pg2_6,17,0,10
pg2_6,18,0,10
pg2_6,19,0,10
pg2_6,20,0,10
pg2_6,21,0,10
pg2_6,22,1,9
pg2_6,23,1,9
pg2_6,24,1,9
pg2_6,25,2,8
pg2_6,26,2,8
pg2_6,27,3,7
pg2_6,28,2,8
pg2_6,29,4,6
pg2_6,30,4,6
pg2_6,31,4,6
pg2_6,32,5,5
pg2_6,33,5,5
pg2_6,34,6,4
pg2_6,35,6,4
pg2_6,36,6,4
pg2_6,37,6,4
pg2_6,38,6,4
pg2_6,39,6,4
pg2_6,40,6,4
pg2_6,41,7,3
pg2_6,42,7,3
pg2_6,43,7,3
pg2_6,44,7,3
pg2_6,45,7,3
pg2_6,46,7,3
pg2_6,47,7,3
pg2_6,48,7,3
pg2_6,49,7,3
pg2_6,50,8,2
pg2_6,51,8,2
pg2_6,52,8,2
pg2_6,53,8,2
pg2_6,54,8,2
pg2_6,55,8,2
pg2_6,56,8,2
pg2_6,57,8,2
pg2_6,58,8,2
pg2_6,59,8,2
pg2_6,60,8,2
pg2_6,61,8,2
pg2_6,62,8,2
pg2_6,63,8,2
pg2_6,64,8,2
pg2_6,65,8,2
pg2_6,66,8,2
pg2_6,67,8,2
pg2_6,68,8,2
pg2_6,69,8,2
pg2_6,70,8,2
pg2_6,71,8,2
pg2_6,72,8,2
pg2_6,73,8,2
pg2_6,74,8,2
pg2_6,75,8,2
pg2_6,76,8,2
pg2_6,77,8,2
pg2_6,78,8,2
pg2_6,79,8,2
pg2_6,80,8,2
pg2_6,81,9,1
pg2_6,82,9,1
pg2_6,83,9,1
pg2_6,84,9,1
pg2_6,85,9,1
pg2_6,86,9,1
pg2_6,87,9,1
pg2_6,88,9,1
pg2_6,89,9,1
pg2_6,90,9,1
pg2_6,91,9,1
pg2_6,92,9,1
pg2_6,93,9,1
pg2_6,94,9,1
pg2_6,95,9,1
pg2_6,96,9,1
pg2_6,97,9,1
pg2_7,1,0,10
pg2_7,2,0,10
pg2_7,3,0,10
pg2_7,4,0,10
pg2_7,5,0,10
pg2_7,6,0,10
pg2_7,7,0,10
pg2_7,8,0,10
pg2_7,9,0,10
pg2_7,10,0,10
pg2_7,11,0,10
pg2_7,12,0,10
pg2_7,13,0,10
pg2_7,14,1,9
pg2_7,15,1,9
pg2_7,16,1,9
pg2_7,17,1,9
pg2_7,18,2,8
pg2_7,19,2,8
pg2_7,20,2,8
pg2_7,21,2,8
pg2_7,22,2,8
pg2_7,23,3,7
pg2_7,24,3,7
pg2_7,25,3,7
pg2_7,26,3,7
pg2_7,27,3,7
pg2_7,28,6,4
pg2_7,29,6,4
pg2_7,30,6,4
pg2_7,31,6,4
pg2_7,32,7,3
pg2_7,33,7,3
pg2_7,34,7,3
pg2_7,35,7,3
pg2_7,36,7,3
pg2_7,37,7,3
pg2_7,38,7,3
pg2_7,39,7,3
pg2_7,40,7,3
pg2_7,41,7,3
pg2_7,42,7,3
pg2_7,43,7,3
pg2_7,44,7,3
pg2_7,45,7,3
pg2_7,46,7,3
pg2_7,47,7,3
pg2_7,48,7,3
pg2_7,49,7,3
pg2_7,50,7,3
pg2_7,51,7,3
pg2_7,52,7,3
pg2_7,53,7,3
pg2_7,54,7,3
pg2_7,55,7,3
pg2_7,56,7,3
pg2_7,57,7,3
pg2_7,58,7,3
pg2_7,59,7,3
pg2_7,60,7,3
pg2_7,61,7,3
pg2_7,62,7,3
pg2_7,63,7,3
pg2_7,64,7,3
pg2_7,65,7,3
pg2_7,66,7,3
pg2_7,67,7,3
pg2_7,68,7,3
pg2_7,69,7,3
pg2_7,70,7,3
pg2_7,71,7,3
pg2_7,72,7,3
pg2_7,73,7,3
pg2_7,74,7,3
pg2_7,75,7,3
pg2_7,76,7,3
pg2_7,77,7,3
pg2_7,78,7,3
pg2_7,79,7,3
pg2_7,80,8,2
pg2_7,81,7,3
pg2_7,82,8,2
pg2_7,83,8,2
pg2_7,84,8,2
pg2_7,85,8,2
pg2_7,86,8,2
pg2_7,87,8,2
pg2_7,88,8,2
pg2_7,89,8,2
pg2_7,90,8,2
pg2_7,91,8,2
pg2_7,92,8,2
pg2_7,93,8,2
pg2_7,94,8,2
pg2_7,95,8,2
pg2_7,96,8,2
pg2_7,97,8,2
pg2_8,1,0,10
pg2_8,2,0,10
pg2_8,3,0,10
pg2_8,4,0,10
pg2_8,5,0,10
pg2_8,6,0,10
pg2_8,7,0,10
pg2_8,8,0,10
pg2_8,9,0,10
pg2_8,10,0,10
pg2_8,11,0,10
pg2_8,12,0,10
pg2_8,13,0,10
pg2_8,14,1,9
pg2_8,15,1,9
pg2_8,16,3,7
pg2_8,17,2,8
pg2_8,18,4,6
pg2_8,19,3,7
pg2_8,20,4,6
pg2_8,21,4,6
pg2_8,22,4,6
pg2_8,23,4,6
pg2_8,24,5,5
pg2_8,25,5,5
pg2_8,26,5,5
pg2_8,27,5,5
pg2_8,28,5,5
pg2_8,29,5,5
pg2_8,30,5,5
pg2_8,31,6,4
pg2_8,32,6,4
pg2_8,33,6,4
pg2_8,34,7,3
pg2_8,35,7,3
pg2_8,36,7,3
pg2_8,37,8,2
pg2_8,38,8,2
pg2_8,39,8,2
pg2_8,40,9,1
pg2_8,41,9,1
pg2_8,42,9,1
pg2_8,43,9,1
pg2_8,44,9,1
pg2_8,45,9,1
pg2_8,46,9,1
pg2_8,47,9,1
pg2_8,48,9,1
pg2_8,49,9,1
pg2_8,50,9,1
pg2_8,51,9,1
pg2_8,52,9,1
pg2_8,53,9,1
pg2_8,54,9,1
pg2_8,55,9,1
pg2_8,56,9,1
pg2_8,57,9,1
pg2_8,58,9,1
pg2_8,59,9,1
pg2_8,60,9,1
pg2_8,61,9,1
pg2_8,62,9,1
pg2_8,63,9,1
pg2_8,64,9,1
pg2_8,65,9,1
pg2_8,66,9,1
pg2_8,67,9,1
pg2_8,68,9,1
pg2_8,69,9,1
pg2_8,70,9,1
pg2_8,71,9,1
pg2_8,72,9,1
pg2_8,73,9,1
pg2_8,74,9,1
pg2_8,75,9,1
pg2_8,76,9,1
pg2_8,77,9,1
pg2_8,78,9,1
pg2_8,79,9,1
pg2_8,80,9,1
pg2_8,81,9,1
pg2_8,82,9,1
pg2_8,83,9,1
pg2_8,84,9,1
pg2_8,85,9,1
pg2_8,86,9,1
pg2_8,87,9,1
pg2_8,88,9,1
pg2_8,89,9,1
pg2_8,90,9,1
pg2_8,91,9,1
pg2_8,92,9,1
pg2_8,93,9,1
pg2_8,94,9,1
pg2_8,95,9,1
pg2_8,96,9,1
pg2_8,97,9,1
pg2_9,1,0,10
pg2_9,2,0,10
pg2_9,3,0,10
pg2_9,4,0,10
pg2_9,5,0,10
pg2_9,6,0,10
pg2_9,7,0,10
pg2_9,8,0,10
pg2_9,9,0,10
pg2_9,10,0,10
pg2_9,11,0,10
pg2_9,12,0,10
pg2_9,13,0,10
pg2_9,14,0,10
pg2_9,15,0,10
pg2_9,16,0,10
pg2_9,17,1,9
pg2_9,18,1,9
pg2_9,19,1,9
pg2_9,20,1,9
pg2_9,21,2,8
pg2_9,22,2,8
pg2_9,23,2,8
pg2_9,24,2,8
pg2_9,25,2,8
pg2_9,26,2,8
pg2_9,27,2,8
pg2_9,28,2,8
pg2_9,29,2,8
pg2_9,30,3,7
pg2_9,31,2,8
pg2_9,32,3,7
pg2_9,33,3,7
pg2_9,34,3,7
pg2_9,35,3,7
pg2_9,36,4,6
pg2_9,37,3,7
pg2_9,38,3,7
pg2_9,39,3,7
pg2_9,40,4,6
pg2_9,41,4,6
pg2_9,42,4,6
pg2_9,43,4,6
pg2_9,44,4,6
pg2_9,45,4,6
pg2_9,46,4,6
pg2_9,47,4,6
pg2_9,48,4,6
pg2_9,49,4,6
pg2_9,50,4,6
pg2_9,51,4,6
pg2_9,52,5,5
pg2_9,53,5,5
pg2_9,54,5,5
pg2_9,55,5,5
pg2_9,56,5,5
pg2_9,57,5,5
pg2_9,58,5,5
pg2_9,59,5,5
pg2_9,60,5,5
pg2_9,61,5,5
pg2_9,62,5,5
pg2_9,63,5,5
pg2_9,64,5,5
pg2_9,65,5,5
pg2_9,66,5,5
pg2_9,67,5,5
pg2_9,68,5,5
pg2_9,69,5,5
pg2_9,70,5,5
pg2_9,71,5,5
pg2_9,72,5,5
pg2_9,73,5,5
pg2_9,74,5,5
pg2_9,75,5,5
pg2_9,76,5,5
pg2_9,77,5,5
pg2_9,78,5,5
pg2_9,79,5,5
pg2_9,80,5,5
pg2_9,81,5,5
pg2_9,82,5,5
pg2_9,83,5,5
pg2_9,84,5,5
pg2_9,85,5,5
pg2_9,86,5,5
pg2_9,87,5,5
pg2_9,88,5,5
pg2_9,89,5,5
pg2_9,90,5,5
pg2_9,91,5,5
pg2_9,92,5,5
pg2_9,93,5,5
pg2_9,94,5,5
