feature_set,feature_count,mean_f1,std_f1,min_f1,max_f1,fold_1,fold_2,fold_3,fold_4,fold_5
P18_30_FEATURES,30,0.9462075905122156,0.017736836510443627,0.9137055837563451,0.9622641509433962,0.9411764705882353,0.9137055837563451,0.9622641509433962,0.958139534883721,0.9557522123893806
P19_REDUCED_FEATURES,15,0.9453073395724358,0.016783427196423933,0.9191919191919192,0.960352422907489,0.9315068493150684,0.9191919191919192,0.957345971563981,0.958139534883721,0.960352422907489
