group,track_id,germination_target,final_label,germination_probability,predicted_target,predicted_label,correct,error_type,seed_key,median_movement,max_movement,movement_std,std_center_x,std_center_y,min_center_x,min_center_y,mean_height,max_width,max_height,height_change,width_growth_ratio,mean_area,max_area,area_growth_ratio,zm_el_count_75pct
zm1_2,1,1,GERMINATED,0.391864422660228,0,NON-GERMINATED,False,FALSE_NEGATIVE,zm1_2_1,0.0,0.000801282051282,0.0002036926328539,0.000706313730975,0.0004427854848664,0.4599358974358974,0.3509615384615384,0.1277822293447293,0.1041666666666666,0.1282051282051282,0.0032051282051281,1.0483870967741935,0.0130099897728102,0.0133547008547008,1.075268817204301,0
zm1_8,3,1,GERMINATED,0.1196168650099126,0,NON-GERMINATED,False,FALSE_NEGATIVE,zm1_8_3,0.0,0.0022663678884184,0.0004807488445505,0.0012824840002571,0.0012221557971236,0.8261217948717948,0.3870192307692308,0.1302083333333333,0.1041666666666666,0.1330128205128205,0.0080128205128205,1.031746031746032,0.0133357959629994,0.0138555021367521,1.097883597883598,0
zm7_10,7,1,GERMINATED,0.3630710478714699,0,NON-GERMINATED,False,FALSE_NEGATIVE,zm7_10_7,0.0,0.0011331839442092,0.0002909619545824,0.0007619855221075,0.0007747996718015,0.2524038461538461,0.5737179487179487,0.1527110042735042,0.1025641025641025,0.1538461538461538,0.0112179487179487,1.0,0.0154176525746036,0.0155325443786982,1.0786516853932586,0
