seed_key,group,track_id,width_change_p15,mean_iou_p15,height_change_p15,area_change_p15,std_center_x_p15,std_center_y_p15,std_iou_p15,middle_mean_width_p15,movement_std_p15,median_movement_p15,middle_mean_height_p15,early_mean_area_p15,max_movement_p15,early_mean_width_p15,middle_mean_area_p15,width_change_reconstructed,mean_iou_reconstructed,height_change_reconstructed,area_change_reconstructed,std_center_x_reconstructed,std_center_y_reconstructed,std_iou_reconstructed,middle_mean_width_reconstructed,movement_std_reconstructed,median_movement_reconstructed,middle_mean_height_reconstructed,early_mean_area_reconstructed,max_movement_reconstructed,early_mean_width_reconstructed,middle_mean_area_reconstructed
pg7_10__2,pg7_10,2,114.0,0.9698261269975792,83.0,16886.0,13.776685233037846,2.3297258399018057,0.0262041437810791,52.71875,0.6704174736561753,0.5,40.21875,1607.75,2.549509756796392,42.34375,2132.1875,114.0,0.9698261269975791,83.0,16886.0,13.776685233037846,2.3297258399018057,0.026204143781079135,52.71875,0.6704174736561753,0.5,40.21875,1607.75,2.5495097567963922,42.34375,2132.1875
pg7_10__3,pg7_10,3,4.0,0.9917332633758752,-4.0,-16.0,1.7206151593920491,1.0479775703659988,0.0267839173902597,41.5,0.3512108918055761,0.0,35.03125,1492.59375,2.5,39.46875,1451.9375,4.0,0.9917332633758752,-4.0,-16.0,1.7206151593920491,1.0479775703659988,0.026783917390259756,41.5,0.3512108918055761,0.0,35.03125,1492.59375,2.5,39.46875,1451.9375
pg7_10__4,pg7_10,4,12.0,0.978315559237123,-1.0,422.0,1.805183782816548,3.885285129261088,0.0325000519139925,32.0625,0.5769837819743809,0.0,41.96875,1231.75,4.0,32.59375,1345.46875,12.0,0.978315559237123,-1.0,422.0,1.805183782816548,3.885285129261088,0.03250005191399257,32.0625,0.5769837819743809,0.0,41.96875,1231.75,4.0,32.59375,1345.46875
pg7_10__5,pg7_10,5,6.0,0.991134721419648,4.0,368.0,0.6638086611136184,0.986194425664651,0.0203519081807468,38.84375,0.2558837697774781,0.0,32.84375,1225.59375,1.0,38.1875,1275.90625,6.0,0.9911347214196479,4.0,368.0,0.6638086611136184,0.986194425664651,0.020351908180746867,38.84375,0.2558837697774781,0.0,32.84375,1225.59375,1.0,38.1875,1275.90625
pg7_10__6,pg7_10,6,0.0,0.998046875,0.0,0.0,0.0,0.3373828489062592,0.0133899503914082,36.0,0.2142392062625326,0.0,30.0,1081.125,1.5,36.0,1080.0,0.0,0.998046875,0.0,0.0,0.0,0.33738284890625925,0.013389950391408289,36.0,0.21423920626253262,0.0,30.0,1081.125,1.5,36.0,1080.0
pg7_10__7,pg7_10,7,1.0,0.9986023206751056,-2.0,-51.0,0.1515148294505059,0.1010098863003372,0.0136228929397382,40.0,0.1830342019875581,0.0,27.0,1081.59375,1.8027756377319943,39.96875,1080.0,1.0,0.9986023206751055,-2.0,-51.0,0.15151482945050593,0.10100988630033723,0.013622892939738278,40.0,0.18303420198755818,0.0,27.0,1081.59375,1.8027756377319946,39.96875,1080.0
pg7_10__8,pg7_10,8,162.0,0.9598157806358194,47.0,14955.0,5.011677298282407,8.1269650452059,0.0476506619144853,57.75,0.7810624094556855,0.7071067811865476,37.875,1290.65625,5.220153254455275,40.28125,2320.75,162.0,0.9598157806358194,47.0,14955.0,5.011677298282407,8.1269650452059,0.047650661914485325,57.75,0.7810624094556855,0.7071067811865476,37.875,1290.65625,5.220153254455275,40.28125,2320.75
pg7_10__9,pg7_10,9,108.0,0.9595143959800776,119.0,21705.0,14.167673697533672,8.330180790303999,0.0386784770707846,48.5625,0.9624203195525668,0.7071067811865476,62.09375,1427.4375,4.031128874149275,36.5625,3243.40625,108.0,0.9595143959800777,119.0,21705.0,14.167673697533672,8.330180790303999,0.038678477070784686,48.5625,0.9624203195525667,0.7071067811865476,62.09375,1427.4375,4.031128874149275,36.5625,3243.40625
pg7_11__0,pg7_11,0,4.0,0.9907645275773138,2.0,182.0,0.9100237728129448,0.6196296536170778,0.0233019296040456,35.0,0.2633191852666626,0.0,28.0,951.5,1.118033988749895,32.9375,980.0,4.0,0.9907645275773138,2.0,182.0,0.9100237728129449,0.6196296536170778,0.0233019296040456,35.0,0.26331918526666265,0.0,28.0,951.5,1.118033988749895,32.9375,980.0
pg7_11__1,pg7_11,1,9.0,0.981273277768684,9.0,630.0,2.269528565743065,1.843992466236865,0.0322940758209272,32.28125,0.4880575899177573,0.0,42.59375,1174.84375,2.8284271247461903,30.96875,1375.03125,9.0,0.9812732777686839,9.0,630.0,2.2695285657430655,1.843992466236865,0.03229407582092726,32.28125,0.4880575899177573,0.0,42.59375,1174.84375,2.8284271247461903,30.96875,1375.03125
