seed_key,group,track_id,worst_feature,maximum_difference
pg5_5__1,pg5_5,1,mean_iou,1.1102230246251565e-16
pg5_6__3,pg5_6,3,mean_iou,1.1102230246251565e-16
pg5_6__2,pg5_6,2,mean_iou,1.1102230246251565e-16
pg5_5__9,pg5_5,9,mean_iou,1.1102230246251565e-16
pg5_10__4,pg5_10,4,mean_iou,1.1102230246251565e-16
pg5_6__6,pg5_6,6,mean_iou,1.1102230246251565e-16
pg5_8__1,pg5_8,1,movement_std,1.1102230246251565e-16
pg5_8__0,pg5_8,0,mean_iou,1.1102230246251565e-16
pg5_7__8,pg5_7,8,mean_iou,1.1102230246251565e-16
pg5_7__6,pg5_7,6,mean_iou,1.1102230246251565e-16
pg4_9__9,pg4_9,9,mean_iou,1.1102230246251565e-16
pg4_9__7,pg4_9,7,mean_iou,1.1102230246251565e-16
pg4_9__6,pg4_9,6,mean_iou,1.1102230246251565e-16
pg5_10__5,pg5_10,5,mean_iou,1.1102230246251565e-16
pg5_5__8,pg5_5,8,mean_iou,1.1102230246251565e-16
pg6_2__0,pg6_2,0,mean_iou,1.1102230246251565e-16
pg6_2__8,pg6_2,8,mean_iou,1.1102230246251565e-16
pg3_9__3,pg3_9,3,mean_iou,1.1102230246251565e-16
pg3_9__1,pg3_9,1,mean_iou,1.1102230246251565e-16
pg4_10__0,pg4_10,0,mean_iou,1.1102230246251565e-16
pg3_9__7,pg3_9,7,mean_iou,1.1102230246251565e-16
pg4_10__9,pg4_10,9,mean_iou,1.1102230246251565e-16
pg4_10__8,pg4_10,8,mean_iou,1.1102230246251565e-16
pg3_8__3,pg3_8,3,mean_iou,1.1102230246251565e-16
pg2_5__5,pg2_5,5,mean_iou,1.1102230246251565e-16
pg2_6__7,pg2_6,7,mean_iou,1.1102230246251565e-16
pg2_6__5,pg2_6,5,mean_iou,1.1102230246251565e-16
pg2_1__4,pg2_1,4,mean_iou,1.1102230246251565e-16
pg2_1__1,pg2_1,1,mean_iou,1.1102230246251565e-16
pg2_12__7,pg2_12,7,mean_iou,1.1102230246251565e-16
pg2_2__0,pg2_2,0,mean_iou,1.1102230246251565e-16
pg2_1__9,pg2_1,9,mean_iou,1.1102230246251565e-16
pg4_10__7,pg4_10,7,mean_iou,1.1102230246251565e-16
pg4_6__0,pg4_6,0,mean_iou,1.1102230246251565e-16
pg4_5__9,pg4_5,9,mean_iou,1.1102230246251565e-16
pg4_5__7,pg4_5,7,mean_iou,1.1102230246251565e-16
pg4_12__7,pg4_12,7,mean_iou,1.1102230246251565e-16
pg4_12__6,pg4_12,6,mean_iou,1.1102230246251565e-16
pg4_12__2,pg4_12,2,mean_iou,1.1102230246251565e-16
pg4_1__5,pg4_1,5,mean_iou,1.1102230246251565e-16
pg4_1__3,pg4_1,3,movement_std,1.1102230246251565e-16
pg6_2__6,pg6_2,6,mean_iou,1.1102230246251565e-16
pg4_1__1,pg4_1,1,mean_iou,1.1102230246251565e-16
pg4_1__0,pg4_1,0,mean_iou,1.1102230246251565e-16
pg4_2__3,pg4_2,3,mean_iou,1.1102230246251565e-16
pg4_2__1,pg4_2,1,mean_iou,1.1102230246251565e-16
pg4_2__0,pg4_2,0,mean_iou,1.1102230246251565e-16
pg4_2__4,pg4_2,4,mean_iou,1.1102230246251565e-16
pg1_10__9,pg1_10,9,mean_iou,1.1102230246251565e-16
pg6_1__8,pg6_1,8,mean_iou,1.1102230246251565e-16
pg6_1__3,pg6_1,3,mean_iou,1.1102230246251565e-16
pg4_1__2,pg4_1,2,mean_iou,1.1102230246251565e-16
pg7_10__9,pg7_10,9,mean_iou,1.1102230246251565e-16
pg7_12__1,pg7_12,1,mean_iou,1.1102230246251565e-16
pg7_11__8,pg7_11,8,mean_iou,1.1102230246251565e-16
pg7_11__6,pg7_11,6,mean_iou,1.1102230246251565e-16
pg7_11__5,pg7_11,5,mean_iou,1.1102230246251565e-16
pg7_1__0,pg7_1,0,mean_iou,1.1102230246251565e-16
pg7_12__6,pg7_12,6,mean_iou,1.1102230246251565e-16
pg7_12__4,pg7_12,4,mean_iou,1.1102230246251565e-16
pg2_1__5,pg2_1,5,mean_iou,1.1102230246251565e-16
pg2_4__6,pg2_4,6,mean_iou,1.1102230246251565e-16
pg2_4__2,pg2_4,2,mean_iou,1.1102230246251565e-16
pg2_4__1,pg2_4,1,mean_iou,1.1102230246251565e-16
pg2_4__0,pg2_4,0,mean_iou,1.1102230246251565e-16
pg2_4__9,pg2_4,9,mean_iou,1.1102230246251565e-16
pg2_6__1,pg2_6,1,std_center_y,1.1102230246251565e-16
pg3_5__5,pg3_5,5,mean_iou,1.1102230246251565e-16
pg3_7__7,pg3_7,7,mean_iou,1.1102230246251565e-16
pg3_8__8,pg3_8,8,mean_iou,1.1102230246251565e-16
pg7_12__3,pg7_12,3,mean_iou,1.1102230246251565e-16
pg2_3__0,pg2_3,0,mean_iou,1.1102230246251565e-16
pg2_2__3,pg2_2,3,movement_std,1.1102230246251565e-16
pg2_3__7,pg2_3,7,mean_iou,1.1102230246251565e-16
pg2_3__6,pg2_3,6,mean_iou,1.1102230246251565e-16
pg4_11__7,pg4_11,7,mean_iou,1.1102230246251565e-16
pg6_4__2,pg6_4,2,mean_iou,1.1102230246251565e-16
pg6_4__0,pg6_4,0,mean_iou,1.1102230246251565e-16
pg6_4__8,pg6_4,8,mean_iou,1.1102230246251565e-16
pg7_11__0,pg7_11,0,std_center_x,1.1102230246251565e-16
pg3_5__1,pg3_5,1,mean_iou,1.1102230246251565e-16
pg3_5__0,pg3_5,0,mean_iou,1.1102230246251565e-16
pg3_4__9,pg3_4,9,movement_std,1.1102230246251565e-16
pg3_4__8,pg3_4,8,mean_iou,1.1102230246251565e-16
pg3_4__7,pg3_4,7,mean_iou,1.1102230246251565e-16
pg3_7__2,pg3_7,2,mean_iou,1.1102230246251565e-16
pg3_7__1,pg3_7,1,mean_iou,1.1102230246251565e-16
pg7_10__5,pg7_10,5,mean_iou,1.1102230246251565e-16
pg7_11__4,pg7_11,4,mean_iou,1.1102230246251565e-16
pg6_4__6,pg6_4,6,mean_iou,1.1102230246251565e-16
pg7_2__7,pg7_2,7,std_iou,9.71445146547012e-17
pg6_2__2,pg6_2,2,std_iou,9.71445146547012e-17
pg6_1__6,pg6_1,6,std_iou,9.71445146547012e-17
pg1_4__1,pg1_4,1,std_iou,9.71445146547012e-17
pg5_5__0,pg5_5,0,std_iou,9.71445146547012e-17
pg5_3__5,pg5_3,5,std_iou,9.71445146547012e-17
pg4_5__6,pg4_5,6,std_iou,9.71445146547012e-17
pg2_7__5,pg2_7,5,std_iou,9.71445146547012e-17
pg6_2__4,pg6_2,4,std_iou,9.71445146547012e-17
pg4_4__1,pg4_4,1,std_iou,9.71445146547012e-17
pg4_7__8,pg4_7,8,std_iou,9.71445146547012e-17
pg4_2__8,pg4_2,8,std_iou,9.71445146547012e-17
pg4_7__3,pg4_7,3,std_iou,9.540979117872439e-17
pg1_10__0,pg1_10,0,std_iou,9.367506770274758e-17
pg4_11__0,pg4_11,0,std_iou,9.367506770274758e-17
pg7_12__2,pg7_12,2,std_iou,9.367506770274758e-17
pg3_12__2,pg3_12,2,std_iou,9.367506770274758e-17
pg4_11__9,pg4_11,9,std_iou,9.367506770274758e-17
pg3_3__0,pg3_3,0,std_iou,9.367506770274758e-17
pg1_10__1,pg1_10,1,std_iou,9.280770596475918e-17
pg4_5__0,pg4_5,0,std_iou,9.194034422677078e-17
pg1_11__3,pg1_11,3,std_iou,9.020562075079397e-17
pg5_6__1,pg5_6,1,std_iou,9.020562075079397e-17
pg5_7__2,pg5_7,2,std_iou,9.020562075079397e-17
pg2_7__3,pg2_7,3,std_iou,9.020562075079397e-17
pg6_9__6,pg6_9,6,std_iou,9.020562075079397e-17
pg6_9__1,pg6_9,1,std_iou,9.020562075079397e-17
pg2_10__4,pg2_10,4,std_iou,9.020562075079397e-17
pg7_2__8,pg7_2,8,std_iou,9.020562075079397e-17
pg3_9__8,pg3_9,8,std_iou,9.020562075079397e-17
pg4_1__9,pg4_1,9,std_iou,9.020562075079397e-17
pg6_12__1,pg6_12,1,std_iou,9.020562075079397e-17
pg7_10__6,pg7_10,6,std_iou,8.847089727481716e-17
pg7_7__2,pg7_7,2,std_iou,8.673617379884035e-17
pg4_9__1,pg4_9,1,std_iou,8.673617379884035e-17
pg6_6__7,pg6_6,7,std_iou,8.673617379884035e-17
pg2_6__0,pg2_6,0,std_iou,8.673617379884035e-17
pg5_8__2,pg5_8,2,std_iou,8.326672684688674e-17
pg3_9__0,pg3_9,0,movement_std,8.326672684688674e-17
pg6_7__4,pg6_7,4,std_iou,8.326672684688674e-17
pg6_4__1,pg6_4,1,std_iou,8.326672684688674e-17
pg3_1__6,pg3_1,6,std_iou,8.326672684688674e-17
pg1_4__5,pg1_4,5,movement_std,8.326672684688674e-17
pg4_5__2,pg4_5,2,std_iou,8.326672684688674e-17
pg4_5__5,pg4_5,5,std_iou,8.326672684688674e-17
pg4_4__3,pg4_4,3,std_iou,8.326672684688674e-17
pg5_7__4,pg5_7,4,std_center_y,8.326672684688674e-17
pg1_8__8,pg1_8,8,std_center_x,8.326672684688674e-17
pg7_4__0,pg7_4,0,std_iou,8.326672684688674e-17
pg7_7__0,pg7_7,0,movement_std,8.326672684688674e-17
pg2_1__7,pg2_1,7,std_iou,8.326672684688674e-17
pg1_12__9,pg1_12,9,std_iou,8.326672684688674e-17
pg8_1__1,pg8_1,1,movement_std,8.326672684688674e-17
pg7_1__8,pg7_1,8,std_iou,7.979727989493313e-17
pg1_5__2,pg1_5,2,std_iou,7.979727989493313e-17
pg4_5__8,pg4_5,8,std_iou,7.979727989493313e-17
pg4_1__7,pg4_1,7,std_iou,7.979727989493313e-17
pg7_11__2,pg7_11,2,std_iou,7.979727989493313e-17
pg3_1__0,pg3_1,0,std_iou,7.979727989493313e-17
pg1_5__4,pg1_5,4,std_iou,7.806255641895632e-17
pg7_6__7,pg7_6,7,std_iou,7.632783294297951e-17
pg7_8__1,pg7_8,1,std_iou,7.632783294297951e-17
pg6_4__3,pg6_4,3,std_iou,7.632783294297951e-17
pg2_8__8,pg2_8,8,std_iou,7.632783294297951e-17
pg3_12__4,pg3_12,4,std_iou,7.632783294297951e-17
pg2_9__6,pg2_9,6,std_iou,7.632783294297951e-17
pg7_6__2,pg7_6,2,std_iou,7.632783294297951e-17
pg7_5__6,pg7_5,6,std_iou,7.632783294297951e-17
pg3_2__9,pg3_2,9,std_iou,7.632783294297951e-17
pg3_7__8,pg3_7,8,std_iou,7.632783294297951e-17
pg7_4__5,pg7_4,5,std_iou,7.632783294297951e-17
pg1_6__7,pg1_6,7,std_iou,7.632783294297951e-17
pg2_11__4,pg2_11,4,std_iou,7.632783294297951e-17
pg4_10__3,pg4_10,3,std_iou,7.632783294297951e-17
pg7_12__0,pg7_12,0,std_iou,7.632783294297951e-17
pg6_2__5,pg6_2,5,std_iou,7.632783294297951e-17
pg7_1__6,pg7_1,6,std_iou,7.632783294297951e-17
pg2_2__6,pg2_2,6,std_iou,7.632783294297951e-17
pg5_10__7,pg5_10,7,std_iou,7.632783294297951e-17
pg4_2__5,pg4_2,5,std_iou,7.28583859910259e-17
pg1_4__6,pg1_4,6,std_iou,7.112366251504909e-17
pg7_9__1,pg7_9,1,std_iou,6.938893903907228e-17
pg7_9__7,pg7_9,7,std_iou,6.938893903907228e-17
pg1_7__6,pg1_7,6,std_iou,6.938893903907228e-17
pg1_5__8,pg1_5,8,std_iou,6.938893903907228e-17
pg2_5__0,pg2_5,0,std_iou,6.938893903907228e-17
pg6_9__8,pg6_9,8,std_iou,6.938893903907228e-17
pg7_10__4,pg7_10,4,std_iou,6.938893903907228e-17
pg1_1__0,pg1_1,0,std_iou,6.938893903907228e-17
pg1_1__5,pg1_1,5,std_iou,6.938893903907228e-17
pg7_4__1,pg7_4,1,std_iou,6.938893903907228e-17
pg2_5__9,pg2_5,9,std_iou,6.938893903907228e-17
pg6_12__2,pg6_12,2,std_iou,6.938893903907228e-17
pg6_5__1,pg6_5,1,std_iou,6.938893903907228e-17
pg2_10__8,pg2_10,8,std_iou,6.938893903907228e-17
pg2_12__1,pg2_12,1,std_iou,6.938893903907228e-17
pg7_10__0,pg7_10,0,std_iou,6.938893903907228e-17
pg5_3__0,pg5_3,0,std_iou,6.591949208711867e-17
pg3_7__0,pg3_7,0,std_iou,6.245004513516506e-17
pg3_3__1,pg3_3,1,std_iou,6.245004513516506e-17
pg5_7__1,pg5_7,1,std_iou,6.245004513516506e-17
pg2_2__9,pg2_2,9,std_iou,6.245004513516506e-17
pg1_12__8,pg1_12,8,std_iou,6.245004513516506e-17
pg1_2__5,pg1_2,5,std_iou,6.245004513516506e-17
pg5_10__0,pg5_10,0,std_iou,6.245004513516506e-17
pg4_8__9,pg4_8,9,std_iou,6.245004513516506e-17
pg3_11__8,pg3_11,8,std_iou,6.245004513516506e-17
pg6_1__2,pg6_1,2,std_iou,6.245004513516506e-17
pg5_3__3,pg5_3,3,std_iou,6.245004513516506e-17
pg1_6__9,pg1_6,9,std_iou,6.245004513516506e-17
pg5_5__3,pg5_5,3,std_iou,6.245004513516506e-17
pg4_7__5,pg4_7,5,std_iou,5.898059818321144e-17
pg7_7__4,pg7_7,4,std_iou,5.898059818321144e-17
pg2_5__8,pg2_5,8,std_iou,5.898059818321144e-17
pg1_2__8,pg1_2,8,movement_std,5.551115123125783e-17
pg7_3__2,pg7_3,2,movement_std,5.551115123125783e-17
pg7_1__2,pg7_1,2,std_center_y,5.551115123125783e-17
pg7_2__2,pg7_2,2,std_center_x,5.551115123125783e-17
pg2_5__4,pg2_5,4,std_iou,5.551115123125783e-17
pg6_11__7,pg6_11,7,movement_std,5.551115123125783e-17
pg6_11__5,pg6_11,5,std_center_x,5.551115123125783e-17
pg5_11__7,pg5_11,7,std_center_y,5.551115123125783e-17
pg5_12__3,pg5_12,3,movement_std,5.551115123125783e-17
pg6_12__6,pg6_12,6,movement_std,5.551115123125783e-17
pg4_3__1,pg4_3,1,movement_std,5.551115123125783e-17
pg4_2__2,pg4_2,2,std_center_y,5.551115123125783e-17
pg6_5__0,pg6_5,0,std_center_x,5.551115123125783e-17
pg6_6__0,pg6_6,0,movement_std,5.551115123125783e-17
pg3_10__2,pg3_10,2,movement_std,5.551115123125783e-17
pg7_10__3,pg7_10,3,std_iou,5.551115123125783e-17
pg2_4__8,pg2_4,8,std_iou,5.551115123125783e-17
pg2_5__1,pg2_5,1,std_iou,5.551115123125783e-17
pg4_7__4,pg4_7,4,std_center_x,5.551115123125783e-17
pg6_12__3,pg6_12,3,std_iou,5.551115123125783e-17
pg4_7__1,pg4_7,1,movement_std,5.551115123125783e-17
pg6_10__7,pg6_10,7,movement_std,5.551115123125783e-17
pg5_12__7,pg5_12,7,std_center_y,5.551115123125783e-17
pg6_6__9,pg6_6,9,std_iou,5.551115123125783e-17
pg3_3__7,pg3_3,7,std_center_y,5.551115123125783e-17
pg4_10__10,pg4_10,10,std_iou,5.551115123125783e-17
pg6_8__0,pg6_8,0,std_center_x,5.551115123125783e-17
pg3_4__6,pg3_4,6,std_center_x,5.551115123125783e-17
pg3_8__0,pg3_8,0,movement_std,5.551115123125783e-17
pg3_7__3,pg3_7,3,movement_std,5.551115123125783e-17
pg3_2__3,pg3_2,3,std_iou,5.551115123125783e-17
pg6_8__2,pg6_8,2,movement_std,5.551115123125783e-17
pg3_3__2,pg3_3,2,std_center_x,5.551115123125783e-17
pg3_3__4,pg3_3,4,std_center_x,5.551115123125783e-17
pg6_3__1,pg6_3,1,std_center_x,5.551115123125783e-17
pg4_11__2,pg4_11,2,movement_std,5.551115123125783e-17
pg1_3__3,pg1_3,3,movement_std,5.551115123125783e-17
pg1_3__1,pg1_3,1,movement_std,5.551115123125783e-17
pg2_10__2,pg2_10,2,std_center_y,5.551115123125783e-17
pg1_8__7,pg1_8,7,std_iou,5.551115123125783e-17
pg1_8__3,pg1_8,3,std_center_x,5.551115123125783e-17
pg5_2__0,pg5_2,0,std_iou,5.551115123125783e-17
pg5_3__4,pg5_3,4,std_iou,5.551115123125783e-17
pg7_9__6,pg7_9,6,std_iou,5.551115123125783e-17
pg5_1__0,pg5_1,0,std_iou,5.204170427930421e-17
pg2_10__3,pg2_10,3,std_iou,5.204170427930421e-17
pg1_8__4,pg1_8,4,std_iou,5.0306980803327406e-17
pg1_6__2,pg1_6,2,std_iou,4.9873299934333204e-17
pg5_6__9,pg5_6,9,std_iou,4.85722573273506e-17
pg8_1__0,pg8_1,0,std_iou,4.85722573273506e-17
pg3_2__0,pg3_2,0,std_iou,4.85722573273506e-17
pg5_10__1,pg5_10,1,std_iou,4.85722573273506e-17
pg7_11__9,pg7_11,9,std_iou,4.85722573273506e-17
pg2_7__6,pg2_7,6,std_iou,4.85722573273506e-17
pg2_12__9,pg2_12,9,std_iou,4.85722573273506e-17
pg7_2__0,pg7_2,0,std_iou,4.85722573273506e-17
pg2_6__3,pg2_6,3,std_iou,4.85722573273506e-17
pg2_5__6,pg2_5,6,std_iou,4.85722573273506e-17
pg2_10__1,pg2_10,1,std_iou,4.85722573273506e-17
pg4_9__8,pg4_9,8,std_iou,4.5102810375396984e-17
pg4_6__7,pg4_6,7,std_iou,4.5102810375396984e-17
pg7_6__9,pg7_6,9,std_iou,4.5102810375396984e-17
pg4_11__6,pg4_11,6,std_iou,4.5102810375396984e-17
pg3_5__6,pg3_5,6,std_iou,4.5102810375396984e-17
pg3_3__5,pg3_3,5,std_iou,4.163336342344337e-17
pg3_2__6,pg3_2,6,std_iou,4.163336342344337e-17
pg3_1__8,pg3_1,8,std_iou,4.163336342344337e-17
pg1_3__9,pg1_3,9,std_iou,4.163336342344337e-17
pg6_5__2,pg6_5,2,std_iou,4.163336342344337e-17
pg6_3__6,pg6_3,6,std_iou,4.163336342344337e-17
pg7_3__8,pg7_3,8,std_iou,4.163336342344337e-17
pg7_4__2,pg7_4,2,std_iou,4.163336342344337e-17
pg4_6__9,pg4_6,9,std_iou,4.163336342344337e-17
pg6_9__5,pg6_9,5,std_iou,4.163336342344337e-17
pg2_5__2,pg2_5,2,std_iou,4.163336342344337e-17
pg2_1__6,pg2_1,6,std_iou,4.163336342344337e-17
pg7_4__7,pg7_4,7,std_iou,4.163336342344337e-17
pg6_6__3,pg6_6,3,std_iou,4.163336342344337e-17
pg5_8__4,pg5_8,4,std_iou,3.8163916471489756e-17
pg6_1__0,pg6_1,0,std_iou,3.8163916471489756e-17
pg7_11__3,pg7_11,3,std_iou,3.469446951953614e-17
pg6_11__3,pg6_11,3,std_iou,3.469446951953614e-17
pg2_6__2,pg2_6,2,std_iou,3.469446951953614e-17
pg4_4__8,pg4_4,8,std_iou,3.469446951953614e-17
pg7_12__9,pg7_12,9,std_iou,3.469446951953614e-17
pg7_7__7,pg7_7,7,std_iou,3.469446951953614e-17
pg5_3__8,pg5_3,8,std_iou,3.469446951953614e-17
pg5_7__7,pg5_7,7,std_iou,3.469446951953614e-17
pg6_4__5,pg6_4,5,std_iou,3.469446951953614e-17
pg3_7__6,pg3_7,6,std_iou,3.469446951953614e-17
pg6_5__5,pg6_5,5,std_iou,3.469446951953614e-17
pg3_5__3,pg3_5,3,std_iou,3.469446951953614e-17
pg5_6__0,pg5_6,0,std_iou,3.469446951953614e-17
pg4_6__3,pg4_6,3,std_iou,3.469446951953614e-17
pg5_8__7,pg5_8,7,std_iou,3.122502256758253e-17
pg4_2__7,pg4_2,7,std_iou,3.122502256758253e-17
pg5_6__5,pg5_6,5,std_iou,3.122502256758253e-17
pg6_3__7,pg6_3,7,std_iou,2.7755575615628914e-17
pg5_6__7,pg5_6,7,std_iou,2.7755575615628914e-17
pg3_8__6,pg3_8,6,std_iou,2.7755575615628914e-17
pg6_2__9,pg6_2,9,std_iou,2.7755575615628914e-17
pg6_6__2,pg6_6,2,std_iou,2.7755575615628914e-17
pg3_11__4,pg3_11,4,std_iou,2.7755575615628914e-17
pg7_10__8,pg7_10,8,std_iou,2.7755575615628914e-17
pg6_1__7,pg6_1,7,std_iou,2.7755575615628914e-17
pg7_9__0,pg7_9,0,std_iou,2.7755575615628914e-17
pg7_5__4,pg7_5,4,std_iou,2.42861286636753e-17
pg4_12__4,pg4_12,4,std_iou,2.42861286636753e-17
pg1_12__0,pg1_12,0,std_iou,2.0816681711721685e-17
pg2_5__3,pg2_5,3,std_iou,2.0816681711721685e-17
pg6_3__2,pg6_3,2,std_iou,2.0816681711721685e-17
pg6_4__7,pg6_4,7,std_iou,2.0816681711721685e-17
pg4_2__9,pg4_2,9,std_iou,2.0816681711721685e-17
pg4_9__2,pg4_9,2,std_iou,2.0816681711721685e-17
pg6_5__10,pg6_5,10,std_iou,2.0816681711721685e-17
pg5_12__8,pg5_12,8,std_iou,2.0816681711721685e-17
pg5_3__6,pg5_3,6,std_iou,2.0816681711721685e-17
pg5_1__4,pg5_1,4,std_iou,2.0816681711721685e-17
pg5_7__3,pg5_7,3,std_iou,2.0816681711721685e-17
pg3_5__8,pg3_5,8,std_iou,2.0816681711721685e-17
pg1_2__4,pg1_2,4,std_iou,1.734723475976807e-17
pg3_9__2,pg3_9,2,std_iou,1.734723475976807e-17
pg4_3__4,pg4_3,4,std_iou,1.734723475976807e-17
pg2_3__3,pg2_3,3,std_iou,1.734723475976807e-17
pg3_2__1,pg3_2,1,std_iou,1.3877787807814457e-17
pg7_3__4,pg7_3,4,std_iou,1.3877787807814457e-17
pg6_12__8,pg6_12,8,std_iou,1.3877787807814457e-17
pg2_8__5,pg2_8,5,std_iou,1.3877787807814457e-17
pg3_10__4,pg3_10,4,std_iou,1.3877787807814457e-17
pg3_12__0,pg3_12,0,std_iou,1.3877787807814457e-17
pg3_8__9,pg3_8,9,std_iou,1.3877787807814457e-17
pg3_5__2,pg3_5,2,std_iou,1.3877787807814457e-17
pg3_8__1,pg3_8,1,std_iou,1.3877787807814457e-17
pg3_4__2,pg3_4,2,std_iou,1.3877787807814457e-17
pg4_1__8,pg4_1,8,std_iou,1.3877787807814457e-17
pg1_9__7,pg1_9,7,std_iou,1.0408340855860843e-17
pg2_6__8,pg2_6,8,std_iou,1.0408340855860843e-17
pg6_1__5,pg6_1,5,std_iou,1.0408340855860843e-17
pg8_1__6,pg8_1,6,std_iou,1.0408340855860843e-17
pg4_7__2,pg4_7,2,std_iou,1.0408340855860843e-17
pg1_1__7,pg1_1,7,std_iou,6.938893903907228e-18
pg5_8__5,pg5_8,5,std_iou,6.938893903907228e-18
pg3_3__3,pg3_3,3,std_iou,6.938893903907228e-18
pg5_2__6,pg5_2,6,std_iou,6.938893903907228e-18
pg6_5__9,pg6_5,9,std_iou,6.938893903907228e-18
pg6_8__7,pg6_8,7,std_iou,6.938893903907228e-18
pg6_1__4,pg6_1,4,std_iou,6.938893903907228e-18
pg6_2__7,pg6_2,7,std_iou,6.938893903907228e-18
pg7_2__5,pg7_2,5,std_iou,6.938893903907228e-18
pg4_4__7,pg4_4,7,std_iou,3.469446951953614e-18
pg6_8__3,pg6_8,3,,0.0
pg6_8__8,pg6_8,8,,0.0
pg5_1__7,pg5_1,7,,0.0
pg5_7__0,pg5_7,0,,0.0
pg1_6__3,pg1_6,3,,0.0
pg7_4__6,pg7_4,6,,0.0
pg7_5__3,pg7_5,3,,0.0
pg7_5__9,pg7_5,9,,0.0
pg4_8__4,pg4_8,4,,0.0
pg5_12__6,pg5_12,6,,0.0
pg2_9__5,pg2_9,5,,0.0
pg4_12__1,pg4_12,1,,0.0
pg4_4__0,pg4_4,0,,0.0
pg1_11__7,pg1_11,7,,0.0
pg1_3__0,pg1_3,0,,0.0
pg1_2__6,pg1_2,6,,0.0
