group,object_index,transition_frame,spatial_jump,previous_class,current_class
pg1_9,3,39,147.1334428333681,pg_el,pg_im
pg1_9,3,41,204.25780278853486,pg_im,pg_el
pg1_9,3,44,114.5043667289593,pg_el,pg_im
pg1_9,3,47,270.3849108215915,pg_im,pg_el
pg1_9,4,13,279.525490787513,pg_im,pg_el
pg1_9,4,14,279.64486406869696,pg_el,pg_im
pg1_9,4,24,108.584068813063,pg_im,pg_el
pg1_9,4,26,146.60576387031992,pg_el,pg_im
pg1_9,4,28,94.50529085717899,pg_im,pg_el
pg1_9,4,31,189.43732472773152,pg_el,pg_im
pg1_9,4,33,0.0,pg_im,pg_el
pg1_9,4,34,114.69306866589628,pg_el,pg_im
pg1_9,4,35,193.19484982783572,pg_im,pg_el
pg1_9,4,36,197.5512591708795,pg_el,pg_im
pg1_9,4,39,153.6310515488324,pg_im,pg_el
pg1_9,4,60,160.1912918981553,pg_el,pg_im
pg1_9,4,61,199.13814300630605,pg_im,pg_el
pg1_9,5,25,158.23558386153223,pg_im,pg_el
pg1_9,5,26,278.67409280376245,pg_el,pg_im
pg1_9,5,31,189.43732472773152,pg_im,pg_el
pg1_9,5,33,93.9002129923037,pg_el,pg_im
pg1_9,5,35,153.18697725329005,pg_im,pg_el
pg1_9,5,37,146.60576387031992,pg_el,pg_im
pg1_9,5,40,189.7636688093904,pg_im,pg_el
pg1_9,5,51,322.5468958151667,pg_el,pg_im
pg1_9,5,52,206.65490557932566,pg_im,pg_el
pg1_9,5,63,199.13814300630605,pg_el,pg_im
pg1_9,5,64,100.57832768544127,pg_im,pg_el
pg1_9,6,16,95.11703317492614,pg_im,pg_el
pg1_9,6,17,159.14223198133172,pg_el,pg_im
pg1_9,6,23,199.99062478026315,pg_im,pg_el
pg1_9,6,24,120.9390342279944,pg_el,pg_im
pg1_9,6,27,115.90729053860244,pg_im,pg_el
pg1_9,6,29,123.2933493745709,pg_el,pg_im
pg1_9,6,32,108.18618211213482,pg_im,pg_el
pg1_9,6,34,277.7035289656939,pg_el,pg_im
pg1_9,6,36,93.9002129923037,pg_im,pg_el
pg1_9,6,37,277.7035289656939,pg_el,pg_im
pg1_9,6,40,193.68143948246563,pg_im,pg_el
pg1_9,6,41,198.07637415906018,pg_el,pg_im
pg1_9,6,42,82.6513762740827,pg_im,pg_el
pg1_9,6,43,265.5484889808262,pg_el,pg_im
pg1_9,6,44,171.12130200533187,pg_im,pg_el
pg1_9,6,49,322.5468958151667,pg_el,pg_im
pg1_9,6,50,166.62082702951633,pg_im,pg_el
pg1_9,6,57,197.8642211214549,pg_el,pg_im
pg1_9,6,58,145.87066188922296,pg_im,pg_el
pg1_9,7,15,243.50051334648145,pg_im,pg_el
pg1_9,7,16,158.78444508200417,pg_el,pg_im
pg1_9,7,20,243.6621636610822,pg_im,pg_el
pg1_9,7,21,158.2126733229674,pg_el,pg_im
pg1_9,7,22,158.2126733229674,pg_im,pg_el
pg1_9,7,25,158.23558386153223,pg_el,pg_im
pg1_9,7,31,86.03632953584201,pg_im,pg_el
pg1_9,7,32,86.03632953584201,pg_el,pg_im
pg1_9,7,34,210.92474961464336,pg_im,pg_el
pg1_9,7,36,93.9002129923037,pg_el,pg_im
pg1_9,7,37,144.9413674559475,pg_im,pg_el
pg1_9,7,39,198.55100100477964,pg_el,pg_im
pg1_9,7,42,145.07325735641285,pg_im,pg_el
pg1_9,7,48,196.60747696870533,pg_el,pg_im
pg1_9,7,49,239.8921632734175,pg_im,pg_el
pg1_9,7,61,107.55115062146011,pg_el,pg_im
pg1_9,7,62,239.2618858071632,pg_im,pg_el
pg1_9,8,21,243.6621636610822,pg_im,pg_el
pg1_9,8,22,168.31518053936787,pg_el,pg_im
pg1_9,8,29,308.0137983922149,pg_im,pg_el
pg1_9,8,32,197.05138923641212,pg_el,pg_im
pg1_9,8,34,193.19484982783572,pg_im,pg_el
pg1_9,8,40,193.19484982783572,pg_el,pg_im
pg1_9,8,42,384.7076812334269,pg_im,pg_el
pg1_9,8,52,208.33146665830392,pg_el,pg_im
pg1_9,8,53,163.62457028209425,pg_im,pg_el
pg1_9,8,54,163.62457028209425,pg_el,pg_im
pg1_9,8,56,108.11683495182422,pg_im,pg_el
pg1_9,8,62,101.6821026533185,pg_el,pg_im
pg1_9,8,63,200.80151891855797,pg_im,pg_el
pg1_9,9,14,279.64486406869696,pg_im,pg_el
pg1_9,9,15,265.96475330389177,pg_el,pg_im
pg1_9,9,17,136.10749428301148,pg_im,pg_el
pg1_9,9,18,158.50946343988426,pg_el,pg_im
pg1_9,9,36,283.8203657245195,pg_im,pg_el
pg1_9,9,38,64.40496875241847,pg_el,pg_im
pg1_9,9,40,187.57931655702342,pg_im,pg_el
pg1_9,9,42,298.34962711557057,pg_el,pg_im
pg1_9,9,43,144.23331792619902,pg_im,pg_el
pg1_9,9,59,323.0468232315557,pg_el,pg_im
pg1_9,9,60,147.57455742776258,pg_im,pg_el
pg2_1,0,26,0.7071067811865476,pg_im,pg_el
pg2_1,2,33,0.0,pg_im,pg_el
pg2_1,3,26,0.0,pg_im,pg_el
pg2_1,3,27,0.0,pg_el,pg_im
pg2_1,3,29,0.0,pg_im,pg_el
pg2_1,4,65,2.5,pg_im,pg_el
pg2_1,5,62,0.0,pg_im,pg_el
pg2_1,6,14,0.0,pg_im,pg_el
pg2_1,6,18,0.0,pg_el,pg_im
pg2_1,6,19,0.0,pg_im,pg_el
pg2_1,7,18,0.0,pg_im,pg_el
pg2_1,8,34,2.5,pg_im,pg_el
pg2_1,9,31,2.9154759474226504,pg_im,pg_el
pg2_10,3,21,0.5,pg_im,pg_el
pg2_10,4,18,0.0,pg_im,pg_el
pg2_10,5,19,2.5,pg_im,pg_el
pg2_10,6,19,1.5811388300841898,pg_im,pg_el
pg2_10,7,51,1.0,pg_im,pg_el
pg2_10,8,18,1.5,pg_im,pg_el
pg2_10,9,16,0.0,pg_im,pg_el
pg2_11,1,20,0.0,pg_im,pg_el
pg2_11,2,15,1.0,pg_im,pg_el
pg2_11,3,66,0.0,pg_im,pg_el
pg2_11,3,67,0.0,pg_el,pg_im
pg2_11,3,68,1.118033988749895,pg_im,pg_el
pg2_11,4,20,0.5,pg_im,pg_el
pg2_11,5,39,0.0,pg_im,pg_el
pg2_11,6,21,3.905124837953327,pg_im,pg_el
pg2_11,7,19,1.5,pg_im,pg_el
pg2_11,8,18,0.0,pg_im,pg_el
pg2_11,8,20,2.5495097567963922,pg_el,pg_im
pg2_11,8,21,0.0,pg_im,pg_el
pg2_11,9,25,1.5811388300841898,pg_im,pg_el
pg2_12,3,30,0.0,pg_im,pg_el
pg2_12,6,25,2.0615528128088303,pg_im,pg_el
pg2_12,7,28,0.0,pg_im,pg_el
pg2_12,8,23,1.118033988749895,pg_im,pg_el
pg2_12,9,31,0.5,pg_im,pg_el
pg2_2,1,41,0.0,pg_im,pg_el
pg2_2,1,43,0.0,pg_el,pg_im
pg2_2,1,44,0.0,pg_im,pg_el
pg2_2,2,29,0.0,pg_im,pg_el
pg2_2,3,24,0.0,pg_im,pg_el
pg2_2,4,19,1.118033988749895,pg_im,pg_el
pg2_2,5,19,2.5,pg_im,pg_el
pg2_2,6,28,1.118033988749895,pg_im,pg_el
pg2_2,7,37,0.0,pg_im,pg_el
pg2_2,8,36,2.8284271247461903,pg_im,pg_el
pg2_2,9,17,0.0,pg_im,pg_el
pg2_3,0,38,0.0,pg_im,pg_el
pg2_3,1,39,0.0,pg_im,pg_el
pg2_3,2,28,0.0,pg_im,pg_el
pg2_3,3,28,1.0,pg_im,pg_el
pg2_3,4,19,0.7071067811865476,pg_im,pg_el
pg2_3,5,33,0.0,pg_im,pg_el
pg2_3,6,57,2.1213203435596424,pg_im,pg_el
pg2_3,7,59,2.5,pg_im,pg_el
pg2_3,8,19,1.118033988749895,pg_im,pg_el
pg2_3,9,30,0.0,pg_im,pg_el
pg2_4,1,20,1.118033988749895,pg_im,pg_el
pg2_4,2,65,1.118033988749895,pg_im,pg_el
pg2_4,3,33,0.0,pg_im,pg_el
pg2_4,4,48,1.4142135623730951,pg_im,pg_el
pg2_4,5,29,2.8284271247461903,pg_im,pg_el
pg2_4,6,21,0.5,pg_im,pg_el
pg2_4,6,22,0.0,pg_el,pg_im
pg2_4,6,23,0.0,pg_im,pg_el
pg2_4,7,15,1.0,pg_im,pg_el
pg2_4,8,38,2.8284271247461903,pg_im,pg_el
pg2_4,9,15,0.0,pg_im,pg_el
pg2_5,1,34,0.0,pg_im,pg_el
pg2_5,2,26,2.0615528128088303,pg_im,pg_el
pg2_5,3,29,0.0,pg_im,pg_el
pg2_5,4,25,0.0,pg_im,pg_el
pg2_5,5,37,0.7071067811865476,pg_im,pg_el
pg2_5,7,31,1.8027756377319946,pg_im,pg_el
pg2_5,8,24,0.0,pg_im,pg_el
pg2_5,9,21,4.716990566028302,pg_im,pg_el
pg2_6,1,25,0.0,pg_im,pg_el
pg2_6,2,29,0.0,pg_im,pg_el
pg2_6,3,41,0.0,pg_im,pg_el
pg2_6,4,81,0.0,pg_im,pg_el
pg2_6,5,32,0.0,pg_im,pg_el
pg2_6,6,27,4.527692569068709,pg_im,pg_el
pg2_6,6,28,0.5,pg_el,pg_im
pg2_6,6,29,0.5,pg_im,pg_el
pg2_6,7,34,0.0,pg_im,pg_el
pg2_6,8,50,0.5,pg_im,pg_el
pg2_6,9,22,0.5,pg_im,pg_el
pg2_7,2,80,112.49222195334218,pg_im,pg_el
pg2_7,2,81,0.0,pg_el,pg_im
pg2_7,2,82,0.5,pg_im,pg_el
pg2_7,3,23,1.8027756377319946,pg_im,pg_el
pg2_7,4,14,1.5811388300841898,pg_im,pg_el
pg2_7,5,32,2.1213203435596424,pg_im,pg_el
pg2_7,6,28,3.5355339059327378,pg_im,pg_el
pg2_7,7,28,2.9154759474226504,pg_im,pg_el
pg2_7,8,28,1.118033988749895,pg_im,pg_el
pg2_7,9,18,1.118033988749895,pg_im,pg_el
pg2_8,0,16,0.0,pg_im,pg_el
pg2_8,1,31,0.5,pg_im,pg_el
pg2_8,2,37,0.5,pg_im,pg_el
pg2_8,3,24,2.5,pg_im,pg_el
pg2_8,5,18,0.0,pg_im,pg_el
pg2_8,5,19,0.5,pg_el,pg_im
pg2_8,5,20,0.0,pg_im,pg_el
pg2_8,6,16,1.8027756377319946,pg_im,pg_el
pg2_8,6,17,0.0,pg_el,pg_im
pg2_8,6,18,0.0,pg_im,pg_el
pg2_8,7,40,0.0,pg_im,pg_el
pg2_8,8,14,1.5,pg_im,pg_el
pg2_8,9,34,2.23606797749979,pg_im,pg_el
pg2_9,4,52,0.0,pg_im,pg_el
pg2_9,5,36,1.118033988749895,pg_im,pg_el
pg2_9,5,37,0.0,pg_el,pg_im
pg2_9,5,40,0.0,pg_im,pg_el
pg2_9,6,30,0.0,pg_im,pg_el
pg2_9,6,31,4.031128874149275,pg_el,pg_im
pg2_9,6,32,0.0,pg_im,pg_el
pg2_9,8,17,0.0,pg_im,pg_el
pg2_9,9,21,5.0,pg_im,pg_el
pg3_1,1,31,0.0,pg_im,pg_el
pg3_1,1,32,0.0,pg_el,pg_im
pg3_1,1,37,2.5,pg_im,pg_el
pg3_1,2,20,0.5,pg_im,pg_el
pg3_1,3,34,2.0615528128088303,pg_im,pg_el
pg3_1,4,15,2.5,pg_im,pg_el
pg3_1,5,25,1.4142135623730951,pg_im,pg_el
pg3_1,6,20,3.5355339059327378,pg_im,pg_el
pg3_1,7,20,3.5,pg_im,pg_el
pg3_1,8,17,3.0413812651491097,pg_im,pg_el
pg3_1,9,36,0.0,pg_im,pg_el
pg3_10,3,17,1.118033988749895,pg_im,pg_el
pg3_10,4,17,1.118033988749895,pg_im,pg_el
pg3_10,5,14,0.0,pg_im,pg_el
pg3_10,6,56,0.0,pg_im,pg_el
pg3_10,7,18,1.8027756377319946,pg_im,pg_el
pg3_10,8,16,1.5,pg_im,pg_el
pg3_10,9,18,0.5,pg_im,pg_el
pg3_11,2,23,0.5,pg_im,pg_el
pg3_11,3,38,0.5,pg_im,pg_el
pg3_11,4,27,1.0,pg_im,pg_el
pg3_11,5,17,2.1213203435596424,pg_im,pg_el
pg3_11,6,20,4.031128874149275,pg_im,pg_el
pg3_11,7,18,0.0,pg_im,pg_el
pg3_11,8,11,0.0,pg_im,pg_el
pg3_11,9,21,2.5495097567963922,pg_im,pg_el
pg3_12,3,24,2.9154759474226504,pg_im,pg_el
pg3_12,4,18,1.118033988749895,pg_im,pg_el
pg3_12,5,31,2.1213203435596424,pg_im,pg_el
pg3_12,6,15,0.0,pg_im,pg_el
pg3_12,7,16,3.0413812651491097,pg_im,pg_el
pg3_12,8,15,1.118033988749895,pg_im,pg_el
pg3_12,9,22,0.0,pg_im,pg_el
pg3_2,0,31,0.0,pg_im,pg_el
pg3_2,1,83,0.0,pg_im,pg_el
pg3_2,2,61,0.5,pg_im,pg_el
pg3_2,3,30,0.0,pg_im,pg_el
pg3_2,3,31,0.0,pg_el,pg_im
pg3_2,3,33,1.118033988749895,pg_im,pg_el
pg3_2,4,17,1.4142135623730951,pg_im,pg_el
pg3_2,5,21,0.0,pg_im,pg_el
pg3_2,6,26,3.605551275463989,pg_im,pg_el
pg3_2,7,37,1.118033988749895,pg_im,pg_el
pg3_2,8,27,2.5,pg_im,pg_el
pg3_2,9,12,2.0615528128088303,pg_im,pg_el
pg3_3,2,33,0.5,pg_im,pg_el
pg3_3,3,21,0.5,pg_im,pg_el
pg3_3,5,64,0.0,pg_im,pg_el
pg3_3,6,37,0.5,pg_im,pg_el
pg3_4,0,20,2.0615528128088303,pg_im,pg_el
pg3_4,1,13,1.118033988749895,pg_im,pg_el
pg3_4,2,26,2.23606797749979,pg_im,pg_el
pg3_4,3,33,0.5,pg_im,pg_el
pg3_4,4,16,1.5811388300841898,pg_im,pg_el
pg3_4,5,24,1.5811388300841898,pg_im,pg_el
pg3_4,7,30,1.118033988749895,pg_im,pg_el
pg3_4,8,27,0.5,pg_im,pg_el
pg3_4,9,36,0.0,pg_im,pg_el
pg3_5,0,36,1.118033988749895,pg_im,pg_el
pg3_5,1,17,1.118033988749895,pg_im,pg_el
pg3_5,2,26,1.8027756377319946,pg_im,pg_el
pg3_5,3,18,2.692582403567252,pg_im,pg_el
pg3_5,4,32,0.0,pg_im,pg_el
pg3_5,5,30,2.0,pg_im,pg_el
pg3_5,6,31,0.0,pg_im,pg_el
pg3_5,7,12,0.0,pg_im,pg_el
pg3_5,8,16,2.8284271247461903,pg_im,pg_el
pg3_5,9,13,2.23606797749979,pg_im,pg_el
pg3_7,3,14,0.5,pg_im,pg_el
pg3_7,4,35,2.9154759474226504,pg_im,pg_el
pg3_7,5,28,1.118033988749895,pg_im,pg_el
pg3_7,6,8,0.5,pg_im,pg_el
pg3_7,7,17,0.0,pg_im,pg_el
pg3_7,7,23,0.0,pg_el,pg_im
pg3_7,7,24,1.5811388300841898,pg_im,pg_el
pg3_7,8,16,0.5,pg_im,pg_el
pg3_7,9,14,0.5,pg_im,pg_el
pg3_8,3,23,0.5,pg_im,pg_el
pg3_8,4,35,1.5,pg_im,pg_el
pg3_8,5,9,1.0,pg_im,pg_el
pg3_8,6,14,2.5,pg_im,pg_el
pg3_8,7,21,0.7071067811865476,pg_im,pg_el
pg3_8,8,12,1.4142135623730951,pg_im,pg_el
pg3_8,9,14,1.8027756377319946,pg_im,pg_el
pg3_9,2,44,0.0,pg_im,pg_el
pg3_9,2,45,0.0,pg_el,pg_im
pg3_9,2,46,0.0,pg_im,pg_el
pg3_9,3,18,1.0,pg_im,pg_el
pg3_9,4,10,1.0,pg_im,pg_el
pg3_9,5,30,0.0,pg_im,pg_el
pg3_9,6,17,2.5,pg_im,pg_el
pg3_9,7,29,1.0,pg_im,pg_el
pg3_9,8,25,3.5355339059327378,pg_im,pg_el
pg3_9,9,30,2.5,pg_im,pg_el
pg4_1,0,3,1.0,pg_im,pg_el
pg4_1,1,26,0.5,pg_im,pg_el
pg4_1,3,3,0.0,pg_im,pg_el
pg4_1,4,14,1.0,pg_im,pg_el
pg4_1,5,48,1.118033988749895,pg_im,pg_el
pg4_1,6,34,0.7071067811865476,pg_im,pg_el
pg4_1,6,35,0.0,pg_el,pg_im
pg4_1,6,36,0.7071067811865476,pg_im,pg_el
pg4_1,8,38,0.0,pg_im,pg_el
pg4_1,9,25,0.7071067811865476,pg_im,pg_el
pg4_10,0,33,1.0,pg_im,pg_el
pg4_10,1,37,0.5,pg_im,pg_el
pg4_10,1,38,1.118033988749895,pg_el,pg_im
pg4_10,1,40,1.0,pg_im,pg_el
pg4_10,2,50,0.5,pg_im,pg_el
pg4_10,3,25,0.0,pg_im,pg_el
pg4_10,3,26,0.0,pg_el,pg_im
pg4_10,3,28,1.8027756377319946,pg_im,pg_el
pg4_10,4,35,0.0,pg_im,pg_el
pg4_10,5,41,3.8078865529319543,pg_im,pg_el
pg4_10,6,32,1.8027756377319946,pg_im,pg_el
pg4_10,7,20,1.5811388300841898,pg_im,pg_el
pg4_10,8,31,3.3541019662496847,pg_im,pg_el
pg4_10,9,22,0.5,pg_im,pg_el
pg4_10,10,29,2.0615528128088303,pg_im,pg_el
pg4_11,0,29,2.5,pg_im,pg_el
pg4_11,1,45,0.0,pg_im,pg_el
pg4_11,2,82,0.5,pg_im,pg_el
pg4_11,3,26,1.4142135623730951,pg_im,pg_el
pg4_11,4,21,2.5495097567963922,pg_im,pg_el
pg4_11,5,13,0.0,pg_im,pg_el
pg4_11,5,14,0.0,pg_el,pg_im
pg4_11,5,15,0.0,pg_im,pg_el
pg4_11,6,31,2.1213203435596424,pg_im,pg_el
pg4_11,7,24,0.0,pg_im,pg_el
pg4_11,7,25,0.0,pg_el,pg_im
pg4_11,7,27,2.0,pg_im,pg_el
pg4_11,8,33,1.5811388300841898,pg_im,pg_el
pg4_11,9,28,0.0,pg_im,pg_el
pg4_12,0,66,0.5,pg_im,pg_el
pg4_12,1,69,0.0,pg_im,pg_el
pg4_12,3,43,0.0,pg_im,pg_el
pg4_12,4,45,0.5,pg_im,pg_el
pg4_12,5,28,2.8284271247461903,pg_im,pg_el
pg4_12,6,18,0.0,pg_im,pg_el
pg4_12,7,47,1.5811388300841898,pg_im,pg_el
pg4_12,8,21,0.7071067811865476,pg_im,pg_el
pg4_12,9,11,2.0615528128088303,pg_im,pg_el
pg4_12,9,12,1.4142135623730951,pg_el,pg_im
pg4_12,9,13,0.5,pg_im,pg_el
pg4_2,0,30,1.8027756377319946,pg_im,pg_el
pg4_2,3,23,0.0,pg_im,pg_el
pg4_2,4,15,0.0,pg_im,pg_el
pg4_2,5,24,0.7071067811865476,pg_im,pg_el
pg4_2,6,26,1.5811388300841898,pg_im,pg_el
pg4_2,7,24,0.7071067811865476,pg_im,pg_el
pg4_2,8,22,0.7071067811865476,pg_im,pg_el
pg4_2,9,23,1.5811388300841898,pg_im,pg_el
pg4_3,0,44,0.0,pg_im,pg_el
pg4_3,1,57,2.5,pg_im,pg_el
pg4_3,2,47,0.0,pg_im,pg_el
pg4_3,3,24,0.0,pg_im,pg_el
pg4_3,4,12,0.0,pg_im,pg_el
pg4_3,5,31,0.0,pg_im,pg_el
pg4_3,6,31,0.0,pg_im,pg_el
pg4_3,6,32,0.0,pg_el,pg_im
pg4_3,6,33,1.0,pg_im,pg_el
pg4_3,7,20,0.7071067811865476,pg_im,pg_el
pg4_3,8,16,1.0,pg_im,pg_el
pg4_3,9,27,0.5,pg_im,pg_el
pg4_4,0,49,1.8027756377319946,pg_im,pg_el
pg4_4,1,29,0.0,pg_im,pg_el
pg4_4,2,37,0.0,pg_im,pg_el
pg4_4,3,40,0.0,pg_im,pg_el
pg4_4,4,18,0.0,pg_im,pg_el
pg4_4,4,19,0.0,pg_el,pg_im
pg4_4,4,21,2.0615528128088303,pg_im,pg_el
pg4_4,5,20,1.0,pg_im,pg_el
pg4_4,6,18,2.1213203435596424,pg_im,pg_el
pg4_4,7,39,0.5,pg_im,pg_el
pg4_4,8,50,0.5,pg_im,pg_el
pg4_4,9,31,1.5811388300841898,pg_im,pg_el
pg4_5,0,89,0.0,pg_im,pg_el
pg4_5,1,14,0.0,pg_im,pg_el
pg4_5,2,29,3.640054944640259,pg_im,pg_el
pg4_5,3,39,1.8027756377319946,pg_im,pg_el
pg4_5,4,24,1.5,pg_im,pg_el
pg4_5,5,12,1.0,pg_im,pg_el
pg4_5,6,19,0.5,pg_im,pg_el
pg4_5,7,18,2.5,pg_im,pg_el
pg4_5,8,13,1.118033988749895,pg_im,pg_el
pg4_5,9,27,0.7071067811865476,pg_im,pg_el
pg4_6,1,43,0.0,pg_im,pg_el
pg4_6,2,24,1.5811388300841898,pg_im,pg_el
pg4_6,3,23,0.7071067811865476,pg_im,pg_el
pg4_6,4,22,1.0,pg_im,pg_el
pg4_6,5,27,1.8027756377319946,pg_im,pg_el
pg4_6,6,19,0.0,pg_im,pg_el
pg4_6,7,33,1.5,pg_im,pg_el
pg4_6,8,29,0.5,pg_im,pg_el
pg4_6,9,17,0.0,pg_im,pg_el
pg4_7,0,16,2.23606797749979,pg_im,pg_el
pg4_7,1,32,1.8027756377319946,pg_im,pg_el
pg4_7,2,66,0.0,pg_im,pg_el
pg4_7,6,30,1.118033988749895,pg_im,pg_el
pg4_7,7,42,1.118033988749895,pg_im,pg_el
pg4_7,8,35,1.118033988749895,pg_im,pg_el
pg4_7,9,23,0.5,pg_im,pg_el
pg4_8,1,46,1.4142135623730951,pg_im,pg_el
pg4_8,2,40,0.0,pg_im,pg_el
pg4_8,3,16,0.0,pg_im,pg_el
pg4_8,4,34,0.0,pg_im,pg_el
pg4_8,5,27,0.5,pg_im,pg_el
pg4_8,6,37,0.5,pg_im,pg_el
pg4_8,7,18,0.7071067811865476,pg_im,pg_el
pg4_8,8,17,2.0615528128088303,pg_im,pg_el
pg4_8,8,18,0.0,pg_el,pg_im
pg4_8,8,19,0.0,pg_im,pg_el
pg4_8,9,29,0.5,pg_im,pg_el
pg4_9,2,35,1.118033988749895,pg_im,pg_el
pg4_9,3,39,0.0,pg_im,pg_el
pg4_9,4,29,0.0,pg_im,pg_el
pg4_9,4,30,0.0,pg_el,pg_im
pg4_9,4,31,4.527692569068709,pg_im,pg_el
pg4_9,5,37,0.0,pg_im,pg_el
pg4_9,6,27,0.0,pg_im,pg_el
pg4_9,7,44,3.0413812651491097,pg_im,pg_el
pg4_9,8,37,0.0,pg_im,pg_el
pg4_9,9,29,1.5,pg_im,pg_el
pg5_1,1,20,0.0,pg_im,pg_el
pg5_1,2,37,0.0,pg_im,pg_el
pg5_1,3,45,0.0,pg_im,pg_el
pg5_1,4,31,2.23606797749979,pg_im,pg_el
pg5_1,5,26,1.5,pg_im,pg_el
pg5_1,6,38,0.5,pg_im,pg_el
pg5_1,7,16,1.8027756377319946,pg_im,pg_el
pg5_1,8,30,3.0,pg_im,pg_el
pg5_1,9,22,0.0,pg_im,pg_el
pg5_10,2,48,4.301162633521313,pg_im,pg_el
pg5_10,3,22,3.1622776601683795,pg_im,pg_el
pg5_10,4,30,1.5811388300841898,pg_im,pg_el
pg5_10,5,29,0.7071067811865476,pg_im,pg_el
pg5_10,6,31,2.0615528128088303,pg_im,pg_el
pg5_10,7,33,2.0615528128088303,pg_im,pg_el
pg5_10,8,24,2.23606797749979,pg_im,pg_el
pg5_10,9,40,2.0615528128088303,pg_im,pg_el
pg5_11,0,22,0.0,pg_im,pg_el
pg5_11,1,22,1.0,pg_im,pg_el
pg5_11,2,34,2.5495097567963922,pg_im,pg_el
pg5_11,3,36,3.0413812651491097,pg_im,pg_el
pg5_11,4,24,0.0,pg_im,pg_el
pg5_11,5,36,2.23606797749979,pg_im,pg_el
pg5_11,8,22,2.5,pg_im,pg_el
pg5_11,9,63,2.0,pg_im,pg_el
pg5_12,0,39,0.0,pg_im,pg_el
pg5_12,1,34,1.0,pg_im,pg_el
pg5_12,2,32,0.0,pg_im,pg_el
pg5_12,3,66,1.118033988749895,pg_im,pg_el
pg5_12,6,59,0.7071067811865476,pg_im,pg_el
pg5_12,7,53,0.0,pg_im,pg_el
pg5_12,8,49,1.4142135623730951,pg_im,pg_el
pg5_12,9,28,1.0,pg_im,pg_el
pg5_12,9,29,0.5,pg_el,pg_im
pg5_12,9,30,0.0,pg_im,pg_el
pg5_2,0,37,0.5,pg_im,pg_el
pg5_2,1,30,2.692582403567252,pg_im,pg_el
pg5_2,2,27,0.0,pg_im,pg_el
pg5_2,3,25,1.0,pg_im,pg_el
pg5_2,4,29,1.5811388300841898,pg_im,pg_el
pg5_2,5,17,3.0413812651491097,pg_im,pg_el
pg5_2,6,27,0.0,pg_im,pg_el
pg5_2,7,24,0.0,pg_im,pg_el
pg5_2,8,26,0.0,pg_im,pg_el
pg5_2,9,32,0.0,pg_im,pg_el
pg5_3,1,33,1.0,pg_im,pg_el
pg5_3,1,34,0.5,pg_el,pg_im
pg5_3,1,35,0.0,pg_im,pg_el
pg5_3,2,33,1.8027756377319946,pg_im,pg_el
pg5_3,3,31,1.5811388300841898,pg_im,pg_el
pg5_3,4,85,5.852349955359813,pg_im,pg_el
pg5_3,5,37,2.23606797749979,pg_im,pg_el
pg5_3,6,17,1.4142135623730951,pg_im,pg_el
pg5_3,7,46,1.0,pg_im,pg_el
pg5_3,8,25,2.692582403567252,pg_im,pg_el
pg5_3,9,26,0.0,pg_im,pg_el
pg5_5,0,78,0.0,pg_im,pg_el
pg5_5,1,24,1.118033988749895,pg_im,pg_el
pg5_5,2,28,0.5,pg_im,pg_el
pg5_5,3,39,1.8027756377319946,pg_im,pg_el
pg5_5,4,55,0.0,pg_im,pg_el
pg5_5,5,19,1.4142135623730951,pg_im,pg_el
pg5_5,6,36,4.123105625617661,pg_im,pg_el
pg5_5,7,22,1.5811388300841898,pg_im,pg_el
pg5_5,8,33,1.0,pg_im,pg_el
pg5_5,9,25,1.118033988749895,pg_im,pg_el
pg5_6,0,24,0.0,pg_im,pg_el
pg5_6,1,35,0.0,pg_im,pg_el
pg5_6,1,36,0.0,pg_el,pg_im
pg5_6,1,38,2.9154759474226504,pg_im,pg_el
pg5_6,3,27,3.5355339059327378,pg_im,pg_el
pg5_6,4,31,1.5811388300841898,pg_im,pg_el
pg5_6,5,32,0.0,pg_im,pg_el
pg5_6,6,29,0.0,pg_im,pg_el
pg5_6,6,30,0.0,pg_el,pg_im
pg5_6,6,31,1.5811388300841898,pg_im,pg_el
pg5_6,7,19,1.0,pg_im,pg_el
pg5_6,8,39,0.0,pg_im,pg_el
pg5_6,9,39,1.5,pg_im,pg_el
pg5_7,0,43,4.5,pg_im,pg_el
pg5_7,1,38,0.0,pg_im,pg_el
pg5_7,2,31,0.0,pg_im,pg_el
pg5_7,3,27,0.0,pg_im,pg_el
pg5_7,5,40,0.5,pg_im,pg_el
pg5_7,6,38,0.0,pg_im,pg_el
pg5_7,7,28,2.0615528128088303,pg_im,pg_el
pg5_7,8,29,0.0,pg_im,pg_el
pg5_7,9,41,1.0,pg_im,pg_el
pg5_8,0,56,0.0,pg_im,pg_el
pg5_8,1,19,1.0,pg_im,pg_el
pg5_8,2,28,0.7071067811865476,pg_im,pg_el
pg5_8,3,42,0.0,pg_im,pg_el
pg5_8,3,43,0.0,pg_el,pg_im
pg5_8,3,44,1.8027756377319946,pg_im,pg_el
pg5_8,4,26,0.0,pg_im,pg_el
pg5_8,5,63,0.7071067811865476,pg_im,pg_el
pg5_8,6,36,0.0,pg_im,pg_el
pg5_8,7,40,2.0615528128088303,pg_im,pg_el
pg5_8,8,29,0.0,pg_im,pg_el
pg5_8,8,30,0.0,pg_el,pg_im
pg5_8,8,31,0.5,pg_im,pg_el
pg5_8,9,22,2.0615528128088303,pg_im,pg_el
pg6_1,0,78,0.5,pg_im,pg_el
