group,frame,object_count,mean_identity_distance,median_identity_distance,max_identity_distance,mean_nearest_distance,median_nearest_distance,max_nearest_distance,identity_is_nearest_count,identity_is_nearest_fraction
pg1_10,80,10,1.3338308961385856,0.5590169943749475,4.527692569068709,1.3338308961385856,0.5590169943749475,4.527692569068709,10,1.0
pg1_10,81,10,1.2126103838908449,0.8090169943749475,4.272001872658765,1.2126103838908449,0.8090169943749475,4.272001872658765,10,1.0
pg1_10,82,10,1.255599125556282,1.6084946000525449,3.0413812651491097,1.255599125556282,1.6084946000525449,3.0413812651491097,10,1.0
pg1_10,83,10,1.1539712950672265,1.118033988749895,2.692582403567252,1.1539712950672265,1.118033988749895,2.692582403567252,10,1.0
pg1_10,84,10,1.215687760398168,1.4604048132409448,3.0,1.215687760398168,1.4604048132409448,3.0,10,1.0
pg1_10,85,10,1.2898264863947715,0.6035533905932737,7.158910531638177,1.2898264863947715,0.6035533905932737,7.158910531638177,10,1.0
pg1_10,86,10,0.715687760398168,1.0,1.8027756377319946,0.715687760398168,1.0,1.8027756377319946,10,1.0
pg1_10,87,10,1.1380583232856245,0.8535533905932737,4.031128874149275,1.1380583232856245,0.8535533905932737,4.031128874149275,10,1.0
pg1_10,88,10,1.0379199266592138,0.9571067811865476,2.9154759474226504,1.0379199266592138,0.9571067811865476,2.9154759474226504,10,1.0
pg1_10,89,10,1.0573823345566917,1.1035533905932737,2.5495097567963922,1.0573823345566917,1.1035533905932737,2.5495097567963922,10,1.0
pg1_10,90,10,1.2530337771634383,1.5,2.692582403567252,1.2530337771634383,1.5,2.692582403567252,10,1.0
pg1_10,91,10,1.6000526551036998,1.4571067811865475,6.800735254367722,1.6000526551036998,1.4571067811865475,6.800735254367722,10,1.0
pg1_10,92,10,1.0118033988749895,1.0590169943749475,2.5,1.0118033988749895,1.0590169943749475,2.5,10,1.0
pg1_10,93,10,1.106350126937491,1.3495864094170424,2.0615528128088303,1.106350126937491,1.3495864094170424,2.0615528128088303,10,1.0
pg1_10,94,10,1.1450523271439117,0.6035533905932737,4.743416490252569,1.1450523271439117,0.6035533905932737,4.743416490252569,10,1.0
pg1_10,95,10,0.9202459173643833,0.8535533905932737,2.5,0.9202459173643833,0.8535533905932737,2.5,10,1.0
pg1_10,96,10,1.028148430235107,1.118033988749895,2.8284271247461903,1.028148430235107,1.118033988749895,2.8284271247461903,10,1.0
