feature,error_mean,correct_mean,difference,error_median,correct_median,error_min,error_max,correct_min,correct_max
pg_el_count,27.88888888888889,60.75155279503105,-32.86266390614216,0.0,70.0,0,75,0,95
longest_pg_el_run,27.666666666666668,60.66459627329193,-32.99792960662526,0.0,69.0,0,75,0,95
