group,track_id,seed_key,actual,predicted,germination_probability,confidence,error_type,pg_el_count,longest_pg_el_run,temporal_run_support,pg_el_observation
pg1_1,3,pg1_1__3,1,0,0.0667961094731403,0.9332038905268597,FALSE_NEGATIVE,40,39,GERMINATION_EVENT_PRESENT,PG_EL_OBSERVED
pg1_1,5,pg1_1__5,0,1,0.9273757322075412,0.9273757322075412,FALSE_POSITIVE,0,0,NO_3_FRAME_RUN,NO_PG_EL
pg1_8,5,pg1_8__5,0,1,0.999933758890532,0.999933758890532,FALSE_POSITIVE,0,0,NO_3_FRAME_RUN,NO_PG_EL
pg1_8,6,pg1_8__6,0,1,0.999997558555634,0.999997558555634,FALSE_POSITIVE,0,0,NO_3_FRAME_RUN,NO_PG_EL
pg1_8,7,pg1_8__7,0,1,0.9999983683419862,0.9999983683419862,FALSE_POSITIVE,0,0,NO_3_FRAME_RUN,NO_PG_EL
pg1_8,8,pg1_8__8,1,0,0.0013548226137548,0.9986451773862453,FALSE_NEGATIVE,70,70,GERMINATION_EVENT_PRESENT,PG_EL_OBSERVED
pg2_8,4,pg2_8__4,0,1,0.9979620139933486,0.9979620139933486,FALSE_POSITIVE,0,0,NO_3_FRAME_RUN,NO_PG_EL
pg3_2,3,pg3_2__3,1,0,0.182186167880417,0.817813832119583,FALSE_NEGATIVE,66,65,GERMINATION_EVENT_PRESENT,PG_EL_OBSERVED
pg3_8,3,pg3_8__3,1,0,0.3297759409056536,0.6702240590943465,FALSE_NEGATIVE,75,75,GERMINATION_EVENT_PRESENT,PG_EL_OBSERVED
