model,feature_count,threshold,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,true_negative,false_positive,false_negative,true_positive
Gradient Boosting,16,0.425,0.8787878787878788,0.8811188811188811,0.9767441860465116,0.9264705882352942,0.9530577088716623,19,17,3,126
