group,object_index,mean_movement,median_movement,max_movement,movement_std,frame_count
pg2_11,7,0.9545108137414715,1.0,4.527692569068709,0.8842795117718985,97
pg2_11,8,1.0560550053983029,1.118033988749895,5.0,0.8625896826297099,97
pg2_11,9,0.847215824763905,0.7071067811865476,2.692582403567252,0.7188707023913724,97
pg2_12,0,0.12228494096155769,0.0,1.118033988749895,0.2628678625138439,97
pg2_12,1,0.13996242968673925,0.0,5.315072906367325,0.5746340689564171,97
pg2_12,2,0.15488942126411384,0.0,3.1622776601683795,0.3865759222676767,97
pg2_12,3,1.0250558064258675,0.7071067811865476,6.324555320336759,1.2327932212167672,97
pg2_12,4,0.2342503844577085,0.0,2.5495097567963922,0.559437393220009,97
pg2_12,5,0.17513082500042984,0.0,3.1622776601683795,0.465161009328215,97
pg2_12,6,1.2344601493786524,1.0,12.776932339180638,1.5608917201773156,97
pg2_12,7,0.9625320607959756,1.0,3.3541019662496847,0.9308121811013154,97
pg2_12,8,1.2771750479164814,0.5,9.340770846134703,1.4926384062071367,97
pg2_12,9,0.2676321963767851,0.0,3.2015621187164243,0.5513028465314885,97
pg2_2,0,0.13143785404947808,0.0,4.0,0.4570098777027094,97
pg2_2,1,0.16982057955970828,0.0,5.0,0.5687609172372095,97
pg2_2,2,0.4437909162479235,0.0,13.038404810405298,1.3778043699457772,97
pg2_2,3,0.9002795797192918,0.5,4.123105625617661,0.975713941689467,97
pg2_2,4,0.7177795195175856,0.5,8.381527307120106,1.0540153094397287,97
pg2_2,5,1.2637301211710172,1.118033988749895,8.514693182963201,1.3056019920695918,97
pg2_2,6,0.8762524700849323,0.6035533905932737,3.5355339059327378,0.9034404091979971,97
pg2_2,7,0.5681022789525808,0.5,3.8078865529319543,0.7292168897074879,97
pg2_2,8,1.0643758701229096,0.7071067811865476,3.0,0.9458607034509531,97
pg2_2,9,1.264834722905068,1.0,13.536986370680884,1.5924775132790026,97
pg2_3,0,0.43758582665748014,0.5,2.8284271247461903,0.5038565987890958,97
pg2_3,1,0.4034241793643796,0.5,3.1622776601683795,0.5065455497199269,97
pg2_3,2,0.3978346255625518,0.5,3.0,0.4818369524132714,97
pg2_3,3,0.445281502012936,0.5,4.0,0.5376903908643835,97
pg2_3,4,0.4611478751712161,0.5,3.0413812651491097,0.6310800530886624,97
pg2_3,5,0.16279079591321288,0.0,1.8027756377319946,0.3070388120422579,97
pg2_3,6,0.1639858404908259,0.0,2.5,0.3929434114257713,97
pg2_3,7,0.09370158742143005,0.0,2.5,0.3427001328676288,97
pg2_3,8,1.1382332854445707,1.118033988749895,6.020797289396148,1.0803254813589707,97
pg2_3,9,0.43409653025152034,0.0,2.5495097567963922,0.5657764058322603,97
pg2_4,0,0.020833333333333332,0.0,0.5,0.10043763885240248,97
pg2_4,1,0.5157463201876763,0.5,2.0615528128088303,0.5227915997033377,97
pg2_4,2,0.2454634906483956,0.0,2.5,0.3694345149127204,97
pg2_4,3,0.1700877825494395,0.0,2.5,0.3550053229820614,97
pg2_4,4,0.18866692842160637,0.0,3.1622776601683795,0.4114526237550357,97
pg2_4,5,0.3949347656996196,0.5,2.8284271247461903,0.42335187505644245,97
pg2_4,6,1.3243679576658343,1.5811388300841898,3.3541019662496847,0.9820534513267843,97
pg2_4,7,1.2785437598057705,1.118033988749895,7.433034373659253,1.177961137814538,97
pg2_4,8,0.3703639144347959,0.0,2.8284271247461903,0.531450198735452,97
pg2_4,9,1.0067626688469395,1.118033988749895,4.031128874149275,0.7742376702086003,97
pg2_5,0,0.08179531203499806,0.0,5.852349955359813,0.6035658476717521,97
pg2_5,1,0.4241722327023856,0.0,4.123105625617661,0.7485247247079118,97
pg2_5,2,0.5198391454214816,0.5,4.301162633521313,0.6117933710106668,97
pg2_5,3,0.430415627590891,0.25,6.020797289396148,0.7692461737410728,97
pg2_5,4,0.46798636415367745,0.5,4.123105625617661,0.5450728705002115,97
pg2_5,5,1.220016172278163,1.118033988749895,5.220153254455275,1.1337400230186212,97
pg2_5,6,0.3766821863978058,0.0,6.800735254367722,0.8406051136454569,97
pg2_5,7,0.8053215458557498,0.6035533905932737,7.158910531638177,0.9732738671586653,97
pg2_5,8,0.4733851010391094,0.5,4.031128874149275,0.6068644904404106,97
pg2_5,9,0.6354753732863744,0.5,6.082762530298219,0.8286477303405906,97
pg2_6,0,0.06741808286457895,0.0,4.47213595499958,0.4652521783865387,97
pg2_6,1,0.2673045599543224,0.0,4.47213595499958,0.556214972960825,97
pg2_6,2,0.14357914587216689,0.0,3.1622776601683795,0.39431436525722086,97
pg2_6,3,0.14620347818679935,0.0,5.0,0.5821733882140898,97
pg2_6,4,0.1497701758494019,0.0,2.5495097567963922,0.3817771996293642,97
pg2_6,5,0.868342268561852,0.7071067811865476,5.70087712549569,1.0790553551205904,97
pg2_6,6,1.2187121338258666,1.0590169943749475,4.527692569068709,1.069506086432807,97
pg2_6,7,0.10479424462426566,0.0,4.272001872658765,0.48063274045988985,97
pg2_6,8,0.8088526668560219,1.0,3.0,0.6172324212816134,97
pg2_6,9,1.2478147818526157,0.7071067811865476,6.670832032063167,1.3368226034273265,97
pg2_7,0,0.07343239329996241,0.0,2.5495097567963922,0.30318203020917694,97
